"hfpxzc href","qBF1Pd","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","Cw1rxd","R8c4Qb","MW4etd","UY7F9","W4Efsd 5","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","W4Efsd 7","UsdlK","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Toko+Winda/data=!4m7!3m6!1s0x2dd7fbd6e975a01b:0x7fbe362a3ec9dc32!8m2!3d-7.2701601!4d112.7549317!16s%2Fg%2F11b6dr9nv4!19sChIJG6B16db71y0RMtzJPio2vn8?authuser=0&hl=id&rclk=1","Toko Winda","Minimarket","·","·","Buka","","Rute","3,5","(2)","· Tutup pukul 21.00","","","","Jl. Dharmawangsa Barat No.24","·","0812-1694-5761","","",""
"https://www.google.com/maps/place/Jarwal/data=!4m7!3m6!1s0x2dd7fbcfa4610e4b:0x1e39a9ef7d51d7a0!8m2!3d-7.2784667!4d112.7527719!16s%2Fg%2F11bc7s2_hp!19sChIJSw5hpM_71y0RoNdRfe-pOR4?authuser=0&hl=id&rclk=1","Jarwal","Minimarket","·","Jl. Kertajaya IV A No.18, RT.005/RW.13","","","Rute","","","","","","","","","(031) 70308030","","",""
"https://www.google.com/maps/place/Rockids/data=!4m7!3m6!1s0x2dd7fbd0c04e28cd:0xc5b08d4b0e3f517c!8m2!3d-7.272479!4d112.7526539!16s%2Fg%2F11b6dws1s9!19sChIJzShOwND71y0RfFE_DkuNsMU?authuser=0&hl=id&rclk=1","Rockids","Minimarket","·","Gubeng Jaya III No.6","Tutup","","Rute","3,0","(2)","· Buka Sen pukul 08.00","","","","·","","0856-4531-3285","","",""
"https://www.google.com/maps/place/Indomaret+-+Pucang+Anom+Timur/data=!4m7!3m6!1s0x2dd7fbceba5f6c2b:0x842ace0e9368fc3c!8m2!3d-7.2805916!4d112.7560246!16s%2Fg%2F11b6nxtm1s!19sChIJK2xfus771y0RPPxokw7OKoQ?authuser=0&hl=id&rclk=1","Indomaret - Pucang Anom Timur","Minimarket","·","·","Jl. Pucang Anom Tim. No.1","","Situs Web","4,3","(47)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kasirnya ramah , barangnya bagus,lengkap
🎉🎉""","","","·","(031) 5011395","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Toko+Wahyudi/data=!4m7!3m6!1s0x2dd7fbd7bf5a7a7d:0x5b505be21dbe492!8m2!3d-7.26767!4d112.752779!16s%2Fg%2F11btmqkmny!19sChIJfXpav9f71y0RkuTbIb4FtQU?authuser=0&hl=id&rclk=1","Toko Wahyudi","Toko bahan makanan","·","Pasar Gubeng, Jl. Gubeng Masjid Blok A No.5","Tutup","","Rute","5,0","(1)","· Buka Sen pukul 05.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko yang cukup lengkap untuk keperluan sehari-hari.""","","·","","0815-5363-0995","","",""
"https://www.google.com/maps/place/Manda+Cell/data=!4m7!3m6!1s0x2dd7fbd08fea8c23:0x9888af22752c095d!8m2!3d-7.273427!4d112.751799!16s%2Fg%2F11b6dycv3x!19sChIJI4zqj9D71y0RXQksdSKviJg?authuser=0&hl=id&rclk=1","Manda Cell","Minimarket","·","·","Buka","","Rute","4,0","(1)","· Tutup pukul 21.00","","","","Jl. Gubeng Jaya II No.1","·","0857-3086-7057","","",""
"https://www.google.com/maps/place/Toko+%22Anugrah%22/data=!4m7!3m6!1s0x2dd7fbd62352964f:0x27845a1eecbb403f!8m2!3d-7.266886!4d112.755105!16s%2Fg%2F11b6dp0xhb!19sChIJT5ZSI9b71y0RP0C77B5ahCc?authuser=0&hl=id&rclk=1","Toko ""Anugrah""","Minimarket","·","·","Buka","","Rute","4,3","(3)","· Tutup pukul 20.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko tradisional yang berdiri sejak tahun 1968 sampai sekarang 🙏👍""","","Gubeng Masjid I No.57B","·","(031) 5038069","","",""
"https://www.google.com/maps/place/Toko+Widodo/data=!4m7!3m6!1s0x2dd7fbce25641da1:0xe2292d66c164cdfa!8m2!3d-7.276839!4d112.7547211!16s%2Fg%2F11b6dxt153!19sChIJoR1kJc771y0R-s1kwWYtKeI?authuser=0&hl=id&rclk=1","Toko Widodo","Minimarket","·","Jalan Gubeng Kertajaya Raya No.7","Tutup","","Rute","","","· Buka Sen pukul 07.00","","","","·","","0857-4598-1990","","",""
"https://www.google.com/maps/place/Toko+Rani/data=!4m7!3m6!1s0x2dd7fbd09468efef:0x3ba135e38e0d2950!8m2!3d-7.2729622!4d112.7522595!16s%2Fg%2F11b6d_r4bs!19sChIJ7-9olND71y0RUCkNjuM1oTs?authuser=0&hl=id&rclk=1","Toko Rani","Minimarket","·","·","Buka","","Rute","5,0","(2)","· Tutup pukul 21.00","","","","Jl. Gubeng Jaya Tengah No.8 C","·","(031) 5027114","","",""
"https://www.google.com/maps/place/Toko+Intisari/data=!4m7!3m6!1s0x2dd7fbce68ec5db1:0x4a3759e136b3ef82!8m2!3d-7.2780329!4d112.7556969!16s%2Fg%2F11b66c1gn_!19sChIJsV3saM771y0Rgu-zNuFZN0o?authuser=0&hl=id&rclk=1","Toko Intisari","Minimarket","·","·","Buka","","Rute","4,0","(4)","· Tutup pukul 21.00","","","","Jl. Kertajaya No.87","·","(031) 5032626","","",""
"https://www.google.com/maps/place/Cafetaria+kksp+RSUD+dr.+Soetomo/data=!4m7!3m6!1s0x2dd7fb0e4bd79cd1:0xc3b6dd9c5e7d12d6!8m2!3d-7.270061!4d112.7576608!16s%2Fg%2F11pdf81lh7!19sChIJ0ZzXSw771y0R1hJ9XpzdtsM?authuser=0&hl=id&rclk=1","Cafetaria kksp RSUD dr. Soetomo","Toko bahan makanan","·","PQH5+X3F","Buka","","Rute","3,2","(11)","· Tutup pukul 21.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disini ada Coffee Corner,","","","","","","",""
"https://www.google.com/maps/place/Toko+Putri+Ayu/data=!4m7!3m6!1s0x2dd7fbcde087a07d:0x27f6387259cd8e5c!8m2!3d-7.2774788!4d112.7571327!16s%2Fg%2F11b6v38xbk!19sChIJfaCH4M371y0RXI7NWXI49ic?authuser=0&hl=id&rclk=1","Toko Putri Ayu","Minimarket","·","PQF4+2V2, Jl. Gubeng Kertajaya IX Raya","","","Rute","1,0","(1)","","","","","","","0878-5224-3999","","",""
"https://www.google.com/maps/place/toko+indah+jaya/data=!4m7!3m6!1s0x2dd7fbd7b8b2e9b3:0x53d60019c16556ee!8m2!3d-7.2671587!4d112.7527742!16s%2Fg%2F11b6dfqrzl!19sChIJs-myuNf71y0R7lZlwRkA1lM?authuser=0&hl=id&rclk=1","toko indah jaya","Minimarket","·","pasar Jl. Gubeng Masjid","Tutup","","Rute","","","· Buka Sen pukul 06.00","","","","·","","0812-3344-4617","","",""
"https://www.google.com/maps/place/FamilyMart+-+Manyar+Kertoarjo/data=!4m7!3m6!1s0x2dd7fb6ae4b877a9:0x2ce5f3a2e40a7f93!8m2!3d-7.2794846!4d112.7657525!16s%2Fg%2F11y1znygr3!19sChIJqXe45Gr71y0Rk38K5KLz5Sw?authuser=0&hl=id&rclk=1","FamilyMart - Manyar Kertoarjo","Minimarket","·","·","Jl. Manyar Kertoarjo No.V/79-81","","Situs Web","3,9","(225)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Family Mart yang secara tampilan bagus dan menarik buat didatengin.""","","· Tutup pukul 22.00","","","https://www.instagram.com/familymartid/","","Rute"
"https://www.google.com/maps/place/TOKO+KUDUS+JAYA/data=!4m7!3m6!1s0x2dd7fbd2b7ae2139:0xadae4ec28bf24f06!8m2!3d-7.2752085!4d112.7622316!16s%2Fg%2F11b6xfky5s!19sChIJOSGut9L71y0RBk_yi8JOrq0?authuser=0&hl=id&rclk=1","TOKO KUDUS JAYA","Toko Perlengkapan Rumah","·","Jl. Raya Menur No.2 B","Buka","","Rute","4,5","(4)","· Tutup pukul 21.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga nya murah
Pelayanan nya ramah""","","·","","0821-7399-5178","","",""
"https://www.google.com/maps/place/Toko+Lancar/data=!4m7!3m6!1s0x2dd7fbd0fe5589e7:0x37d3f17b70357fa9!8m2!3d-7.273712!4d112.7537589!16s%2Fg%2F11b6dxkh96!19sChIJ54lV_tD71y0RqX81cHvx0zc?authuser=0&hl=id&rclk=1","Toko Lancar","Minimarket","·","Gubeng Jaya I No.12","Tutup","","Rute","","","· Buka Sen pukul 07.00","","","","·","","(031) 5032827","","",""
"https://www.google.com/maps/place/Toko+Utama/data=!4m7!3m6!1s0x2dd7fbd1d93bccab:0xc417dd84f953e696!8m2!3d-7.2761456!4d112.7550519!16s%2Fg%2F11b6dxqg4q!19sChIJq8w72dH71y0RluZT-YTdF8Q?authuser=0&hl=id&rclk=1","Toko Utama","Minimarket","·","·","Buka","","Rute","","","· Tutup pukul 22.30","","Belanja di toko","","Jl. Gubeng Kertajaya VII C No.1","·","0838-4000-0804","","",""
"https://www.google.com/maps/place/TOKO+JANUR+MUDA/data=!4m7!3m6!1s0x2dd7fb93a8aefcd3:0xb23694887274538b!8m2!3d-7.2753509!4d112.7614094!16s%2Fg%2F11qqq_mk33!19sChIJ0_yuqJP71y0Ri1N0coiUNrI?authuser=0&hl=id&rclk=1","TOKO JANUR MUDA","Minimarket","·","PQF6+VH3","·","","Situs Web","4,0","(2)","Buka 24 jam","","","","","","0813-3006-2500","https://tokojanurmuda.blogspot.com/","","Rute"
"https://www.google.com/maps/place/Toko+Banda/data=!4m7!3m6!1s0x2dd7fbd17645011b:0x1ac035acd7217806!8m2!3d-7.273659!4d112.755936!16s%2Fg%2F11f5gjf6x2!19sChIJGwFFdtH71y0RBngh16w1wBo?authuser=0&hl=id&rclk=1","Toko Banda","Minimarket","·","Jl. Gubeng Airlangga IV No.4","Buka","","Rute","","","· Tutup pukul 22.00","","","","·","","0878-5599-3967","","",""
"https://www.google.com/maps/place/Toko+Rahayu/data=!4m7!3m6!1s0x2dd7fbd5564744af:0x46beaa462ffbd5d0!8m2!3d-7.2667053!4d112.7530372!16s%2Fg%2F1hm2px_v3!19sChIJr0RHVtX71y0R0NX7L0aqvkY?authuser=0&hl=id&rclk=1","Toko Rahayu","Minimarket","·","No Jl. Gubeng Masjid No.45","Tutup","","Rute","","","· Buka Sen pukul 07.00","","","","·","","0858-5033-5536","","",""
"https://www.google.com/maps/place/Point+Coffee+-+Indomaret+Menur/data=!4m7!3m6!1s0x2dd7fbd2c89e946f:0xdf02eaf549d8c495!8m2!3d-7.2744385!4d112.7622205!16s%2Fg%2F11b6zt2_wd!19sChIJb5SeyNL71y0RlcTYSfXqAt8?authuser=0&hl=id&rclk=1","Point Coffee - Indomaret Menur","Kedai Kopi","·","Jl. Karang Menjangan No.2","·","","Situs Web","4,5","(283)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... kebutuhan harian lumayan lengkap, harga standart","","","","(021) 1500280","https://pointcoffee.id/","","Rute"
"https://www.google.com/maps/place/Circle+K+-+Kayoon+fr/data=!4m7!3m6!1s0x2dd7fbd80b6c0483:0xa524d6a1c733d010!8m2!3d-7.2682678!4d112.7482584!16s%2Fg%2F11b66hsvyc!19sChIJgwRsC9j71y0RENAzx6HWJKU?authuser=0&hl=id&rclk=1","Circle K - Kayoon fr","Minimarket","·","·","Jl. Kayoon No.26A","","Situs Web","3,5","(64)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Convenient store favorit untuk beli cemilan dan minum.""","","","·","0817-9000-053","http://circlekindo.com/","","Rute"
"https://www.google.com/maps/place/Rumah+Keena/data=!4m7!3m6!1s0x2dd7fbe74a19e331:0xe201aae7cf1c1500!8m2!3d-7.2744373!4d112.7592752!16s%2Fg%2F11t5y2kgww!19sChIJMeMZSuf71y0RABUcz-eqAeI?authuser=0&hl=id&rclk=1","Rumah Keena","Kafe","·","Jl. Srikana No.144","·","","Situs Web","4,7","(277)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toilet bersih, dekat masjid dan","","· Tutup pukul 23.00","","0812-2666-6080","http://taplink.cc/rumahkeena","","Rute"
"https://www.google.com/maps/place/Mixue+Ice+Cream+%26+Tea+-+Karang+Menjangan/data=!4m7!3m6!1s0x2dd7fb0074c42aef:0xe7679ff16241d690!8m2!3d-7.2719058!4d112.7609311!16s%2Fg%2F11xycwjygl!19sChIJ7yrEdAD71y0RkNZBYvGfZ-c?authuser=0&hl=id&rclk=1","Mixue Ice Cream & Tea - Karang Menjangan","Es Krim","·","·","Jl. Karang Menjangan No.74","","Situs Web","4,6","(500)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya Bersih, Pelayanan Cepat Dan Ramah, Harga Terjakau""","","· Tutup pukul 23.00","","","https://id.mixue.com/","","Rute"
"https://www.google.com/maps/place/Alfamart+SPBU+BP+Gubeng/data=!4m7!3m6!1s0x2dd7fb9d7e2d755d:0x528d9dab5ad22b51!8m2!3d-7.2730939!4d112.7476359!16s%2Fg%2F11flc03nwt!19sChIJXXUtfp371y0RUSvSWqudjVI?authuser=0&hl=id&rclk=1","Alfamart SPBU BP Gubeng","Minimarket","·","·","Buka 24 jam","","Rute","3,9","(28)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""The best, suka alfamart drpd ind""mrt
😊😊🇮🇩""","","Jl. Raya Gubeng No.41, RT.002/RW.06","","","","",""
"https://www.google.com/maps/place/MM+Duta+Jaya/data=!4m7!3m6!1s0x2dd7f97c653098db:0x5c447d97a7520c2b!8m2!3d-7.2598147!4d112.757345!16s%2Fg%2F1tdk7gvl!19sChIJ25gwZXz51y0RKwxSp5d9RFw?authuser=0&hl=id&rclk=1","MM Duta Jaya","Minimarket","·","·","Buka","","Rute","4,1","(201)","· Tutup pukul 21.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap,murah semua ada.""","","Jl. Pacar Keling No.8","·","0819-3931-8111","","",""
"https://www.google.com/maps/place/Omi+Mozza+Minimarket/data=!4m7!3m6!1s0x2dd7fa3686f36c3b:0x266ec0591fb2522c!8m2!3d-7.282432!4d112.766492!16s%2Fg%2F1hm2mms1j!19sChIJO2zzhjb61y0RLFKyH1nAbiY?authuser=0&hl=id&rclk=1","Omi Mozza Minimarket","Supermarket Diskon","·","Jl. Manyar Sabrangan No.100, RT.003/RW.03","Buka","","Rute","4,4","(51)","· Tutup pukul 22.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan nya bagus""","","·","","0838-3013-7321","","",""
"https://www.google.com/maps/place/Pelangi+Rak+Display/data=!4m7!3m6!1s0x2dd7fbcfc64272e7:0x33eed88f91704e0f!8m2!3d-7.2778623!4d112.7547887!16s%2Fg%2F1pzrvhwtc!19sChIJ53JCxs_71y0RD05wkY_Y7jM?authuser=0&hl=id&rclk=1","Pelangi Rak Display","Toko Rak","·","Jl. Kertajaya No.75","·","","Situs Web","4,3","(32)","Tutup","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menjelaskan produk yg dimiliki atau yg dicari oleh customer cukup detail.""","","· Buka Sen pukul 08.00","","(031) 5031619","http://www.pelangiraksupermarket.com/","","Rute"
"https://www.google.com/maps/place/Mini+market/data=!4m7!3m6!1s0x2dd7fb6b4f301167:0xc1563fd3092ea708!8m2!3d-7.276757!4d112.768282!16s%2Fg%2F11lm7mz16_!19sChIJZxEwT2v71y0RCKcuCdM_VsE?authuser=0&hl=id&rclk=1","Mini market","Pasar","·","Jl. Jojoran III E Dalam No.39","Buka 24 jam","","Rute","","","","","","","·","","0812-1791-4424","","",""
"https://www.google.com/maps/place/minimarket+silverbola/data=!4m7!3m6!1s0x2dd7fbc95c477729:0x47a06d397dbf3333!8m2!3d-7.2850304!4d112.7622149!16s%2Fg%2F11rw7mv3r8!19sChIJKXdHXMn71y0RMzO_fTltoEc?authuser=0&hl=id&rclk=1","minimarket silverbola","Toko bahan makanan","·","PQ76+XVP","","","Rute","","","","","","","","","","","",""
"https://www.google.com/maps/place/ATM+BCA/data=!4m7!3m6!1s0x2dd7fbd18ea5b521:0x94e975259dc8e94b!8m2!3d-7.274541!4d112.7564672!16s%2Fg%2F11b6gpssb1!19sChIJIbWljtH71y0RS-nInSV16ZQ?authuser=0&hl=id&rclk=1","ATM BCA","ATM","·","Indomaret, Jl. Dharmawangsa","Buka 24 jam","","Rute","4,4","(5)","","","","","·","","1 500 888","","",""
"https://www.google.com/maps/place/FamilyMart+-+Dharmahusada/data=!4m7!3m6!1s0x2dd7fbdb0e109ce9:0x9cb6765e27438a0b!8m2!3d-7.2681471!4d112.7726931!16s%2Fg%2F11vlj0m8ym!19sChIJ6ZwQDtv71y0RC4pDJ152tpw?authuser=0&hl=id&rclk=1","FamilyMart - Dharmahusada","Minimarket","·","PQJF+P3W, Jl. Dharmahusada","","","Situs Web","3,3","(388)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","· Tutup pukul 00.00","","","https://www.instagram.com/familymartid/","","Rute"
"https://www.google.com/maps/place/Indomaret+-+Raya+Gresikan/data=!4m7!3m6!1s0x2dd7f9e4b51be14f:0x34b2e1990e0b3471!8m2!3d-7.2565771!4d112.7645003!16s%2Fg%2F11gmf8wsw4!19sChIJT-EbteT51y0RcTQLDpnhsjQ?authuser=0&hl=id&rclk=1","Indomaret - Raya Gresikan","Minimarket","·","·","Jl. Gersikan No.17","","Situs Web","4,5","(338)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada jukirnya juga walaupun tulisannya free parking.""","","· Tutup pukul 22.00","","","https://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Mini+Mart/data=!4m7!3m6!1s0x2dd7fb006637be4b:0x6f25c86497193959!8m2!3d-7.2668586!4d112.7684227!16s%2Fg%2F11vqvm1ynd!19sChIJS743ZgD71y0RWTkZl2TIJW8?authuser=0&hl=id&rclk=1","Mini Mart","Minimarket","·","Jl. Prof. DR. Moestopo No.114 - 116","Buka","","Rute","5,0","(3)","· Tutup pukul 20.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disini ada juga AC, tapi saya belum pernah masuk ke dalam","","","","","","",""
"https://www.google.com/maps/place/Kedai+Teh+Poci+Srikana/data=!4m7!3m6!1s0x2dd7fb06862a3f0f:0x5c2f21a2f8adc1e0!8m2!3d-7.2742335!4d112.7576966!16s%2Fg%2F11t5_y1gnw!19sChIJDz8qhgb71y0R4MGt-KIhL1w?authuser=0&hl=id&rclk=1","Kedai Teh Poci Srikana","Kedai Teh","·","Area parkir minimarket Sakinah, Jl. Gubeng Kertajaya IX Raya No.82","Tutup","","Rute","4,9","(9)","· Buka Sen pukul 10.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""estehnya enak, pelayanan cepat, lokasi strategis.""","","·","","0857-3747-9991","","",""
"https://www.google.com/maps/place/Indomaret+Point+Mojopahit/data=!4m7!3m6!1s0x2dd7fbc3efacab0f:0x1cd2b6b3c09a9b1c!8m2!3d-7.2813003!4d112.7441749!16s%2Fg%2F11b6vjnks7!19sChIJD6us78P71y0RHJuawLO20hw?authuser=0&hl=id&rclk=1","Indomaret Point Mojopahit","Minimarket","·","·","Jl. Mojopahit No.1","","Situs Web","3,3","(115)","Buka 24 jam","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalo beli di sini lebih baik cek harga dulu.""","","","·","(031) 5630357","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Airlangga+Food+Point+KAMPUS+B/data=!4m7!3m6!1s0x2dd7fbc3707b2c05:0x9cea0a58f8d682fa!8m2!3d-7.2719373!4d112.760414!16s%2Fg%2F11t5xdcw3f!19sChIJBSx7cMP71y0R-oLW-FgK6pw?authuser=0&hl=id&rclk=1","Airlangga Food Point KAMPUS B","Restoran","·","PQH6+65F Universitas airlangga kampus b","","","Situs Web","4,7","(39)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Emank tempatnya bersih.""","","","","","http://www.ptabada.com/","","Rute"
"https://www.google.com/maps/place/Kost+Kartika/data=!4m7!3m6!1s0x2dd7fb225c7e6d87:0x3e83493f7bcae5ed!8m2!3d-7.2705717!4d112.7541869!16s%2Fg%2F11pzbm6frr!19sChIJh21-XCL71y0R7eXKez9Jgz4?authuser=0&hl=id&rclk=1","Kost Kartika","Pondok","·","Jl. Dharmawangsa VIII No.38","","","Rute","5,0","(7)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan baik ramah, kue nya enak harga terjangkau""","","","","0858-5255-2818","","",""
"https://www.google.com/maps/place/Siti+Jual+Pulsa/data=!4m7!3m6!1s0x2dd7fbd7be3a8493:0xdd47b3d4567a6fc5!8m2!3d-7.2678418!4d112.7525976!16s%2Fg%2F11btmqdh7_!19sChIJk4Q6vtf71y0RxW96VtSzR90?authuser=0&hl=id&rclk=1","Siti Jual Pulsa","Minimarket","·","Jl. Gubeng Masjid VI No.3","Tutup","","Rute","","","· Buka Sen pukul 08.00","","","","","","","","",""
"https://www.google.com/maps/place/Citra+Minimarket/data=!4m7!3m6!1s0x2dd7f9d3c40136d7:0xb7894e57a831ccf9!8m2!3d-7.2491355!4d112.7521504!16s%2Fg%2F11b66fjy1w!19sChIJ1zYBxNP51y0R-cwxqFdOibc?authuser=0&hl=id&rclk=1","Citra Minimarket","Toko Swalayan","·","·","Buka","","Rute","4,6","(34)","· Tutup pukul 20.30","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jama dulu sebelum Indomaret Alfamart toko ini udh lumayan lengkap .""","","Jl. Ngaglik No.32 B","·","0813-5843-4207","","",""
"https://www.google.com/maps/place/RedDoorz+@+Kertajaya+Surabaya/data=!4m10!3m9!1s0x2dd7fb7c4d58e415:0xd56315f37fa23211!5m2!4m1!1i2!8m2!3d-7.2785171!4d112.7620522!16s%2Fg%2F11fklf21hc!19sChIJFeRYTXz71y0RETKif_MVY9U?authuser=0&hl=id&rclk=1","RedDoorz @ Kertajaya Surabaya","Guest house","Hotel bujet simpel dengan Wi-Fi","","","","Situs Web","4,1","(232)","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih nyaman, fasilitas lengkap, pelayanan baik, worth it sih murah.""","","","","0813-2227-795","https://www.reddoorz.com/id-id/hotel/indonesia/surabaya/gubeng/airlangga/reddoorz-kertajaya-surabaya?utm_campaign=webclick&utm_medium=mybusiness&utm_source=google","","Rute"
"https://www.google.com/maps/place/Frans+Minimarket/data=!4m7!3m6!1s0x2dd7f9669a47ad23:0xa48a20c92cfd32f!8m2!3d-7.2601322!4d112.7443923!16s%2Fg%2F11ksgy86hb!19sChIJI61Hmmb51y0RL9PPkgyiSAo?authuser=0&hl=id&rclk=1","Frans Minimarket","Toko bahan makanan","·","Jl. Walikota Mustajab No.40","","","Rute","","","","","","","","","","","",""
"https://www.google.com/maps/place/Indomaret+-+Raya+Dharmahusada+Indah/data=!4m7!3m6!1s0x2dd7fb13a5ba10e7:0x74dad37d079f3065!8m2!3d-7.2756705!4d112.7725195!16s%2Fg%2F11y42hfwdq!19sChIJ5xC6pRP71y0RZTCfB33T2nQ?authuser=0&hl=id&rclk=1","Indomaret - Raya Dharmahusada Indah","Minimarket","·","·","Jl. Raya Dharma Husada Indah No.AA8/86","","Situs Web","3,5","(37)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alfamart menang krn punya Yamazaki Bread yg inovatif.""","","· Tutup pukul 22.00","","","https://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Mini+Market+Asy+Syifa+%27/data=!4m7!3m6!1s0x2dd7f9784502cc3d:0x8b78832785791625!8m2!3d-7.257583!4d112.7608989!16s%2Fg%2F11r8_06m5!19sChIJPcwCRXj51y0RJRZ5hSeDeIs?authuser=0&hl=id&rclk=1","Mini Market Asy Syifa '","Minimarket","·","·","Buka","","Rute","3,9","(32)","· Tutup pukul 22.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko yang menjual kebutuhan rumah sehari-hari dan mainan anak-anak.""","","Jl. Jolotundo No.69","·","(031) 5049372","","",""
"https://www.google.com/maps/place/Alfamart+-+Ambengan/data=!4m7!3m6!1s0x2dd7f97001cfe947:0xba21fb0149eba5aa!8m2!3d-7.2562249!4d112.7509902!16s%2Fg%2F11f04093tn!19sChIJR-nPAXD51y0RqqXrSQH7Ibo?authuser=0&hl=id&rclk=1","Alfamart - Ambengan","Minimarket","·","·","Buka","","Rute","3,8","(100)","· Tutup pukul 22.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Minta pun kadang ndk sesuai harga !""","","Jl. Ambengan Kel No.34","·","1 500 959","","",""
"https://www.google.com/maps/place/Indomaret+-+Urip+Sumoharjo/data=!4m7!3m6!1s0x2dd7fb07a21fd609:0x8e5651637d7c6fb8!8m2!3d-7.2745314!4d112.7420744!16s%2Fg%2F11h2b0s0xl!19sChIJCdYfogf71y0RuG98fWNRVo4?authuser=0&hl=id&rclk=1","Indomaret - Urip Sumoharjo","Minimarket","·","Jl. Urip Sumoharjo No.19, RT.003/RW.01","Buka","","Rute","4,4","(246)","· Tutup pukul 22.30","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dekat jalan raya & dekat pasar""","","","","","","",""
"https://www.google.com/maps/place/Delta+Minimarket/data=!4m7!3m6!1s0x2dd7f971ad41a81f:0xc5795d1e73687c3e!8m2!3d-7.2507993!4d112.7661757!16s%2Fg%2F1tdtyszp!19sChIJH6hBrXH51y0RPnxocx5decU?authuser=0&hl=id&rclk=1","Delta Minimarket","Toko bahan makanan","·","·","Tutup","","Rute","4,4","(322)","· Buka Sen pukul 07.30","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat belanja yg murah & lengkap""","","Jl. Kapas Krampung No.224","·","(031) 5034671","","",""
"https://www.google.com/maps/place/Alfamart+Manyar+Tirtoyoso/data=!4m7!3m6!1s0x2dd7fa49043192f7:0xec116c66def42ace!8m2!3d-7.288418!4d112.771289!16s%2Fg%2F11b6smmbx9!19sChIJ95IxBEn61y0Rzir03mZsEew?authuser=0&hl=id&rclk=1","Alfamart Manyar Tirtoyoso","Minimarket","·","Jl. Manyar Tirtoyoso No.103","Buka","","Rute","4,3","(47)","· Tutup pukul 22.00","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alfamart menang krn punya Yamazaki Bread yg inovatif.""","","·","","0855-8207-731","","",""
"https://www.google.com/maps/place/bp/data=!4m7!3m6!1s0x2dd7f9e12ba381b5:0x12595f7e5b013bad!8m2!3d-7.265525!4d112.747245!16s%2Fg%2F11j8tc9hls!19sChIJtYGjK-H51y0RrTsBW35fWRI?authuser=0&hl=id&rclk=1","bp","Pom bensin/SPBU","·","Jl. Pemuda No.72, RT.001/RW.003","·","","Situs Web","4,5","(362)","Buka","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada alfamartnya, mantap, toilet bersih & GRATIS""","","· Tutup pukul 22.00","","0811-1990-0606","https://map.bp.com/id-ID/ID/pompa-bensin/surabaya/spbu-bp-pemuda/JI007","","Rute"
