"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 6","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/Hemat+Print/data=!4m7!3m6!1s0x2dd7fbd174834803:0x76efc3c35773ba31!8m2!3d-7.2735175!4d112.7555144!16s%2Fg%2F11f03lfnpn!19sChIJA0iDdNH71y0RMbpzV8PD73Y?authuser=0&hl=id&rclk=1","Hemat Print","4,5","(12)","Layanan cetak digital","·","Jl. Gubeng Airlangga IV No.14","·","Buka","0857-3034-4876","","Situs Web","","","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Soponyono+Foto+Copy/data=!4m7!3m6!1s0x2dd7fb1030021255:0x30f9c6454cb857d9!8m2!3d-7.2743099!4d112.7563792!16s%2Fg%2F11tn0rchth!19sChIJVRICMBD71y0R2Ve4TEXG-TA?authuser=0&hl=id&rclk=1","Soponyono Foto Copy","3,9","(7)","Layanan cetak digital","·","Jl. Dharmawangsa No.35","Tutup","·","0852-5782-8539","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy yg worth it si, pelayanan cepat + ramah + murah""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Putra+jasa+mandiri+%28PJM%29+1/data=!4m7!3m6!1s0x2dd7fbe2009b97b7:0xad1ca19feda4d285!8m2!3d-7.2741701!4d112.7599245!16s%2Fg%2F11try9q1y2!19sChIJt5ebAOL71y0RhdKk7Z-hHK0?authuser=0&hl=id&rclk=1","Putra jasa mandiri (PJM) 1","4,8","(38)","Toko Fotokopi","","","","","0821-4326-2407","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan mantap Sangat bersahabat dan harga menawan""","","",""
"https://www.google.com/maps/place/Lucky+Cell/data=!4m7!3m6!1s0x2dd7f97fc93dbb31:0x3dd8819bea16bcb9!8m2!3d-7.2650015!4d112.7603878!16s%2Fg%2F11bwqp_47r!19sChIJMbs9yX_51y0RubwW6puB2D0?authuser=0&hl=id&rclk=1","Lucky Cell","4,5","(4)","Toko Fotokopi","·","Jalan Kedung Sroko No. 121, Pacar Keling","Buka","·","0812-3536-9898","","Rute","","","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/Rajawali+Fotocopy/data=!4m7!3m6!1s0x2dd7fbd188a058cd:0x2887a89d1061d3be!8m2!3d-7.2743238!4d112.7563759!16s%2Fg%2F1pzsmt198!19sChIJzVigiNH71y0RvtNhEJ2ohyg?authuser=0&hl=id&rclk=1","Rajawali Fotocopy","4,5","(36)","Toko Fotokopi","·","·","Tutup","Jl. Dharmawangsa No.35A","0853-3432-3782","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat baik pelayanannya""","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Edipeni+Gravir/data=!4m7!3m6!1s0x2dd7fb5e053768c1:0xfb47dcbf443962ed!8m2!3d-7.2671274!4d112.7528644!16s%2Fg%2F11qqmy17j1!19sChIJwWg3BV771y0R7WI5RL_cR_s?authuser=0&hl=id&rclk=1","Edipeni Gravir","","","Layanan cetak digital","·","Jl. Gubeng Masjid No.49","Buka","·","0822-3393-5550","","Rute","","","· Tutup pukul 22.00","",""
"https://www.google.com/maps/place/Mitra+Jaya+Fotocopy/data=!4m7!3m6!1s0x2dd7fbd18fac50dd:0xbc300c40342e5687!8m2!3d-7.2745238!4d112.7563566!16s%2Fg%2F11clvsnvxm!19sChIJ3VCsj9H71y0Rh1YuNEAMMLw?authuser=0&hl=id&rclk=1","Mitra Jaya Fotocopy","4,6","(25)","Toko Fotokopi","·","Jl. Dharmawangsa No.39","·","Tutup","0896-7783-6951","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fotocopy murah, harga bersahabat, tempatnya strategis dekat unair""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Bumi+Fotocopy+%26+Printing/data=!4m7!3m6!1s0x2dd7fb7dafd04d77:0xaaa076c7e52f62f5!8m2!3d-7.2810291!4d112.7528269!16s%2Fg%2F11q3mp1gqx!19sChIJd03Qr3371y0R9WIv5cd2oKo?authuser=0&hl=id&rclk=1","Bumi Fotocopy & Printing","5,0","(5)","Toko Fotokopi","·","·","Buka","Jl. Juwingan No.57","0895-1462-9395","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""buat yang mau fotocopy ngeprint cetak foto dan lain lain bisa ke sini""","· Tutup pukul 21.00","","·"
"https://www.google.com/maps/place/GUTEN+2+Digital+Fotocopy+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbd15cb280af:0xf5d48f3f74971e5b!8m2!3d-7.2727119!4d112.7562106!16s%2Fg%2F11bc7tkb_j!19sChIJr4CyXNH71y0RWx6XdD-P1PU?authuser=0&hl=id&rclk=1","GUTEN 2 Digital Fotocopy Dharmawangsa","4,5","(45)","Toko Fotokopi","·","·","Tutup","Jl. Dharmawangsa No.80c","0856-4812-4620","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga Murah Dari tempat lain Print Hitam putih cuman 200rupiah""","· Buka Sen pukul 09.00","","·"
"https://www.google.com/maps/place/Snopy+Copy+Center/data=!4m7!3m6!1s0x2dd7fbd36cbb8611:0xb559d5f2811897dc!8m2!3d-7.272187!4d112.76096!16s%2Fg%2F11b6v4p56m!19sChIJEYa7bNP71y0R3JcYgfLVWbU?authuser=0&hl=id&rclk=1","Snopy Copy Center","5,0","(4)","Toko Fotokopi","·","Jl. Karang Menjangan No.82","Tutup","·","0812-1711-3139","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Joyo+Corner+Print+%26+Foto+Copy/data=!4m7!3m6!1s0x2dd7fb4f52847a13:0xf1517c0af64e45f2!8m2!3d-7.2720685!4d112.7610352!16s%2Fg%2F11h4g9ht4w!19sChIJE3qEUk_71y0R8kVO9gp8UfE?authuser=0&hl=id&rclk=1","Joyo Corner Print & Foto Copy","4,8","(21)","Toko Perlengkapan Mesin Fotokopi","·","·","Tutup","Jl. Karang Menjangan No.82, RT.001/RW.08","0856-4507-9609","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mas-masnya baik pooolll, hasilnya hardcovernya juga bagus.""","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/DH+Fotokopi+%28chat+via+WA%29/data=!4m7!3m6!1s0x2dd7f97fe9766701:0x3b4b6197e42fa8f9!8m2!3d-7.265032!4d112.761589!16s%2Fg%2F11g6mx84l_!19sChIJAWd26X_51y0R-agv5JdhSzs?authuser=0&hl=id&rclk=1","DH Fotokopi (chat via WA)","4,3","(24)","Toko Fotokopi","·","Jl. Dharmahusada III No.7","Tutup","·","0851-7506-4869","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa kirim file lewat wa, line, email dan bluetooth""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Foto+Copy+Makmur/data=!4m7!3m6!1s0x2dd7fbd177ff51dd:0xd1e568d4fb06e82a!8m2!3d-7.2737074!4d112.7561957!16s%2Fg%2F11b6c9g98l!19sChIJ3VH_d9H71y0RKugG-9Ro5dE?authuser=0&hl=id&rclk=1","Foto Copy Makmur","4,9","(11)","Toko Fotokopi","·","·","Tutup","Jl. Dharmawangsa No.92","0838-5633-3222","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepat, bisa wa dan langsung ambil, murah, dan bagus.""","· Buka Sen pukul 09.00","","·"
"https://www.google.com/maps/place/Kurnia+Jaya+Foto+Copy/data=!4m7!3m6!1s0x2dd7e40949f2effb:0xb4f5dd066191faf9!8m2!3d-7.2691561!4d112.757037!16s%2Fg%2F11b6yfb3yq!19sChIJ--_ySQnk1y0R-fqRYQbd9bQ?authuser=0&hl=id&rclk=1","Kurnia Jaya Foto Copy","5,0","(1)","Toko Fotokopi","·","·","Tutup","Jl. Pucang Anom No.6","(031) 5019676","","Rute","","","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Fotocopy+%22+Nirwana+%22/data=!4m7!3m6!1s0x2dd7fbd185806e79:0x7d959ae063836afd!8m2!3d-7.2742963!4d112.7563716!16s%2Fg%2F11clw6stjt!19sChIJeW6AhdH71y0R_WqDY-CalX0?authuser=0&hl=id&rclk=1","Fotocopy "" Nirwana ""","4,5","(90)","Toko Fotokopi","·","·","Tutup","Jl. Dharmawangsa Barat No.35b i no","0813-3020-0079","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Walaupun sudah tua dan jadi bos tetap turun langsung ke lapangan.""","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Centro+Dua+%282%29+Digital+Copier/data=!4m7!3m6!1s0x2dd7fbd6c5fe2945:0x76d9c757db0b1628!8m2!3d-7.2707552!4d112.7550617!16s%2Fg%2F11b6dx0v9j!19sChIJRSn-xdb71y0RKBYL21fH2XY?authuser=0&hl=id&rclk=1","Centro Dua (2) Digital Copier","4,2","(21)","Toko Fotokopi","·","·","Tutup","Jl. Dharmawangsa Barat No.31","0821-3156-3619","","Rute","","","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Bintang+Mas+Digital+Printing+-+Offset+Printing+-+Percetakan+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fbce89f3c9c5:0xaecee926f9abd601!8m2!3d-7.2788013!4d112.7560142!16s%2Fg%2F1hm5yjflt!19sChIJxcnzic771y0RAdar-Sbpzq4?authuser=0&hl=id&rclk=1","Bintang Mas Digital Printing - Offset Printing - Percetakan Dharmawangsa","4,3","(128)","Layanan cetak digital","·","·","Dharmawangsa 99 (d/h, Jl. Dharmawangsa No.93","Tutup","0812-3267-3000","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""hasilnya memuaskan,harga murah terimakasih""","· Buka Sen pukul 08.30","","·"
"https://www.google.com/maps/place/Maju+Jaya/data=!4m7!3m6!1s0x2dd7f97fda3d52f7:0x7c98ea360717e498!8m2!3d-7.2657544!4d112.7604605!16s%2Fg%2F11clvm3cq0!19sChIJ91I92n_51y0RmOQXBzbqmHw?authuser=0&hl=id&rclk=1","Maju Jaya","4,0","(4)","Toko Fotokopi","·","Jl. Prof. DR. Moestopo No.55","Tutup","·","0813-3156-1016","","Rute","","Layanan di tempat","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Farra+Foto+Copy/data=!4m7!3m6!1s0x2dd7fbd363307ac9:0x869cf50589f48b5!8m2!3d-7.2712051!4d112.7606923!16s%2Fg%2F11q24kl7nk!19sChIJyXowY9P71y0RtUifWFDPaQg?authuser=0&hl=id&rclk=1","Farra Foto Copy","","","Toko Fotokopi","","","","","","","Rute","","","","",""
"https://www.google.com/maps/place/GUTEN+1+Digital+Fotocopy,+Airlangga/data=!4m7!3m6!1s0x2dd7fbd47bb9bf23:0x8ab885ff00ef4533!8m2!3d-7.2707519!4d112.7602247!16s%2Fg%2F11clvwlbj2!19sChIJI7-5e9T71y0RM0XvAP-FuIo?authuser=0&hl=id&rclk=1","GUTEN 1 Digital Fotocopy, Airlangga","4,7","(13)","Toko Fotokopi","·","Jl. Airlangga No.12","Tutup","·","0812-3888-7548","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mau","· Buka Sen pukul 08.30","",""
"https://www.google.com/maps/place/Pink+Fotocopy/data=!4m7!3m6!1s0x2dd7fbd1929d276f:0x20f6e2ed898a8e9d!8m2!3d-7.2748496!4d112.7560412!16s%2Fg%2F11b6cqm4tv!19sChIJbyedktH71y0RnY6Kie3i9iA?authuser=0&hl=id&rclk=1","Pink Fotocopy","4,5","(33)","Toko Fotokopi","·","·","Tutup","Jl. Dharmawangsa No.112","(031) 5035047","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan cepat dan dikerjakan dengan baik meski cetak sedikit""","· Buka Sen pukul 08.00","","·"
"https://www.google.com/maps/place/Media+Stasionary/data=!4m7!3m6!1s0x2dd7fbd156d8eb05:0xa5f1bda23d0dffc5!8m2!3d-7.271682!4d112.756615!16s%2Fg%2F1ptzm0w5g!19sChIJBevYVtH71y0Rxf8NPaK98aU?authuser=0&hl=id&rclk=1","Media Stasionary","5,0","(2)","Jl. Dharmawangsa No.47","","","","","(031) 5013410","","Rute","","","","",""
"https://www.google.com/maps/place/Duta+Photocopy/data=!4m7!3m6!1s0x2dd7f97ee41dfecf:0x3314220702cc50db!8m2!3d-7.2639126!4d112.7605321!16s%2Fg%2F1pzvwd46g!19sChIJz_4d5H751y0R21DMAgciFDM?authuser=0&hl=id&rclk=1","Duta Photocopy","4,9","(45)","Toko Fotokopi","·","·","Tutup","Jl. Kedung Sroko No.99A 009, RT.009/RW.03","0857-3388-8538","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast response, sumber lengkap, joss""","· Buka Sen pukul 07.30","","·"
"https://www.google.com/maps/place/Fotocopy+murah+Friend%27s+Penjilidan+%26+Print/data=!4m7!3m6!1s0x2dd7fbd48b04eced:0x12777fd2c8d773da!8m2!3d-7.2710248!4d112.760823!16s%2Fg%2F11bc7prmd_!19sChIJ7ewEi9T71y0R2nPXyNJ_dxI?authuser=0&hl=id&rclk=1","Fotocopy murah Friend's Penjilidan & Print","4,2","(32)","Toko Fotokopi","·","Jl. Karang Menjangan VII No.4","Tutup","·","0856-3459-171","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan mantap.. Cepat dan hasil bagus.. Harga terjangkau..""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/CENTRO+%283%29+DUA+DIGITAL+PRINT/data=!4m7!3m6!1s0x2dd7fbc315809d77:0x3f1fb56e4a2b7075!8m2!3d-7.2707552!4d112.7550617!16s%2Fg%2F11fmz8_4sr!19sChIJd52AFcP71y0RdXArSm61Hz8?authuser=0&hl=id&rclk=1","CENTRO (3) DUA DIGITAL PRINT","5,0","(3)","Toko Fotokopi","·","Jl. Dharmawangsa Barat No.31","Tutup","·","0821-3156-3619","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Cathay+Digital+Printing+Dharmawangsa/data=!4m7!3m6!1s0x2dd7fb00501fbdc1:0xc9c5886f3441598f!8m2!3d-7.2731074!4d112.7561562!16s%2Fg%2F11wtdwwxzz!19sChIJwb0fUAD71y0Rj1lBNG-Ixck?authuser=0&hl=id&rclk=1","Cathay Digital Printing Dharmawangsa","4,8","(295)","Toko Percetakan","·","Jl. Dharmawangsa No.84","·","Tutup","0811-3088-6689","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat bersih, wangi, pelayanan baik, sistem toko nya juga bagus banget.""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Agen+Es+Kristal+Bu%27Ci/data=!4m7!3m6!1s0x2dd7fb8fde60d6c5:0xb932fe4463496ca2!8m2!3d-7.2773299!4d112.7585424!16s%2Fg%2F11w4vycpdg!19sChIJxdZg3o_71y0RomxJY0T-Mrk?authuser=0&hl=id&rclk=1","Agen Es Kristal Bu'Ci","5,0","(2)","Toko Fotokopi","·","Jl. Gubeng Kertajaya IX B No.30A","Buka","·","0822-3169-0723","","Rute","","","· Tutup pukul 20.00","",""
"https://www.google.com/maps/place/Fotocopy+Shafa/data=!4m7!3m6!1s0x2dd7fbd3651876ad:0x732046df2cc0d915!8m2!3d-7.2709952!4d112.7606162!16s%2Fg%2F11clvt48h_!19sChIJrXYYZdP71y0RFdnALN9GIHM?authuser=0&hl=id&rclk=1","Fotocopy Shafa","4,5","(2)","Toko Fotokopi","·","Jl. Karang Menjangan No.97","Tutup","·","0822-3393-2407","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/FOTOCOPY+GATRA+1/data=!4m7!3m6!1s0x2dd7fb42562e267f:0xab803bd67913f0bf!8m2!3d-7.2749528!4d112.7563593!16s%2Fg%2F1hm2rlqlv!19sChIJfyYuVkL71y0Rv_ATedY7gKs?authuser=0&hl=id&rclk=1","FOTOCOPY GATRA 1","4,6","(18)","Toko Fotokopi","·","Jl. Dharmawangsa No.47","·","Tutup","0813-3104-0336","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah dan cepat sekali""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/FOTOCOPY+TERANG/data=!4m7!3m6!1s0x2dd7fbd4491e8985:0xf7f4f2929ac383dc!8m2!3d-7.2690522!4d112.7586742!16s%2Fg%2F11c563s5bx!19sChIJhYkeSdT71y0R3IPDmpLy9Pc?authuser=0&hl=id&rclk=1","FOTOCOPY TERANG","4,5","(2)","Toko Fotokopi","·","Jl. Prof. DR. Moestopo No.6-8","Tutup","·","0899-3861-186","","Rute","","Layanan di tempat","· Buka Sen pukul 08.30","",""
"https://www.google.com/maps/place/Toko+Era+Fotocopy/data=!4m7!3m6!1s0x2dd7fbcd87195a63:0x16e2d2d090a8cdfb!8m2!3d-7.2761903!4d112.7594889!16s%2Fg%2F11frdn0rhs!19sChIJY1oZh8371y0R-82okNDS4hY?authuser=0&hl=id&rclk=1","Toko Era Fotocopy","4,0","(2)","Toko Fotokopi","·","Jalan karang wismo III 29, Jl. Karang Wismo III No.29, RW.07","Tutup","·","0813-3054-2653","","Rute","","","· Buka Sen pukul 07.00","",""
"https://www.google.com/maps/place/Media+Fotocopy/data=!4m7!3m6!1s0x2dd7fbd18d1e87f5:0xaaa036c8b3ab6d01!8m2!3d-7.2749262!4d112.7563616!16s%2Fg%2F11b6gqwl3_!19sChIJ9YcejdH71y0RAW2rs8g2oKo?authuser=0&hl=id&rclk=1","Media Fotocopy","4,1","(16)","Toko Fotokopi","·","Jl. Dharmawangsa No.47","Tutup","·","0858-5099-9179","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maaf mau tanya apakah toko ini bisa pesan buku untuk di jual lagi?""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/UD.+AMAN+Kertas+%2B+Digital+Print/data=!4m7!3m6!1s0x2dd7fbd237e7c967:0x235e183a449b767a!8m2!3d-7.274183!4d112.756959!16s%2Fg%2F1hc8r3f80!19sChIJZ8nnN9L71y0RenabRDoYXiM?authuser=0&hl=id&rclk=1","UD. AMAN Kertas + Digital Print","5,0","(29)","Layanan cetak digital","·","Jl. Srikana No.44","Tutup","·","0817-0337-8299","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""termurah di antara yang termurah, gercep dan pengerjaannya bagusssss""","· Buka Sen pukul 08.30","",""
"https://www.google.com/maps/place/Entry+Copier/data=!4m7!3m6!1s0x2dd7fbf57fc1aff9:0x955ca15102ceb44c!8m2!3d-7.2686648!4d112.7647217!16s%2Fg%2F11nybjyk4y!19sChIJ-a_Bf_X71y0RTLTOAlGhXJU?authuser=0&hl=id&rclk=1","Entry Copier","5,0","(3)","Toko Fotokopi","·","Jl. Mojo V No.17","Buka","·","0857-4520-6853","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kebutuhan sekolah cukup lengkap""","· Tutup pukul 21.00","",""
"https://www.google.com/maps/place/CV.+Sentra+Mandiri+Lestari/data=!4m7!3m6!1s0xac5d70f7e319bde7:0x3ddab595a9adb3f9!8m2!3d-7.2738947!4d112.7525838!16s%2Fg%2F11t6z0_9f9!19sChIJ570Z4_dwXawR-bOtqZW12j0?authuser=0&hl=id&rclk=1","CV. Sentra Mandiri Lestari","4,6","(11)","Pemasok peralatan percetakan","·","Jl. Gubeng Kertajaya 1 G No.27e","Tutup","·","0838-3122-1133","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendasi sewa dan service mesin fotocopy dan printer laser.""","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Hafiz+fotocopy/data=!4m7!3m6!1s0x2dd7fbd18faedc13:0x7b0ed4eb68cd2d80!8m2!3d-7.2745054!4d112.7563581!16s%2Fg%2F11krpr2hk0!19sChIJE9yuj9H71y0RgC3NaOvUDns?authuser=0&hl=id&rclk=1","Hafiz fotocopy","4,0","(4)","Toko Fotokopi","·","Jl. Dharmawangsa No.39","·","Tutup","0857-0777-0871","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat print dan foto copy terbaik, orangnya juga ramah""","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Agung+Media+Fotocopy/data=!4m7!3m6!1s0x2dd7fbd50fff45ff:0xaa4f05e02b45c1eb!8m2!3d-7.2678551!4d112.7606282!16s%2Fg%2F11b76ty0tj!19sChIJ_0X_D9X71y0R68FFK-AFT6o?authuser=0&hl=id&rclk=1","Agung Media Fotocopy","","","Toko Fotokopi","·","Jl. Karang Menjangan No.16","Tutup","·","0878-5276-1945","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Central+Media/data=!4m7!3m6!1s0x2dd7fbd4e956e467:0x855199aa4ef2624a!8m2!3d-7.26779!4d112.7606024!16s%2Fg%2F1hc2w4320!19sChIJZ-RW6dT71y0RSmLyTqqZUYU?authuser=0&hl=id&rclk=1","Central Media","4,5","(209)","Layanan cetak digital","·","·","Tutup","Jl. Karang Menjangan No.14","(031) 5046969","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kualitas bagus, harga cocok banget, gak pake lama lama""","· Buka Sen pukul 08.30","","·"
"https://www.google.com/maps/place/RAM+FOTOCOPY+DAN+PRINT/data=!4m7!3m6!1s0x2dd7fbd37d64c9d3:0xe102852a524f0941!8m2!3d-7.2710693!4d112.7604167!16s%2Fg%2F11b6x3rgdj!19sChIJ08lkfdP71y0RQQlPUiqFAuE?authuser=0&hl=id&rclk=1","RAM FOTOCOPY DAN PRINT","4,3","(6)","Toko Fotokopi","·","Jl. Karang Menjangan No.97","Tutup","·","0812-2903-0090","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Adilah+Fotocopy/data=!4m7!3m6!1s0x2dd7fbc62799f023:0x924a938593c9539!8m2!3d-7.2834466!4d112.7509001!16s%2Fg%2F11clg_qjq8!19sChIJI_CZJ8b71y0ROZU8WTipJAk?authuser=0&hl=id&rclk=1","Adilah Fotocopy","4,5","(53)","Toko Fotokopi","·","·","Buka","No Pucangan IX No.24","(031) 5010923","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Melayani","· Tutup pukul 23.30","","·"
"https://www.google.com/maps/place/BENGKEL+PRINT+INDONESIA/data=!4m7!3m6!1s0x2dd7fa52bcb4660b:0xa6fab756ab0f1b5a!8m2!3d-7.2747886!4d112.7526347!16s%2Fg%2F1pzwy8kv7!19sChIJC2a0vFL61y0RWhsPq1a3-qY?authuser=0&hl=id&rclk=1","BENGKEL PRINT INDONESIA","4,5","(438)","Printer Digital","·","·","Tutup","Jl. Gub. Kertajaya V Raya No.31A","(031) 99443406","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recomend untuk pembelian mesin dan segala kebutuhan digital printing""","· Buka Sen pukul 09.00","","·"
"https://www.google.com/maps/place/FOTOCOPY+GATRA+2/data=!4m7!3m6!1s0x2dd7fbd1313a1359:0x59c49cd506c957d6!8m2!3d-7.2718109!4d112.755008!16s%2Fg%2F11v9q2gkb9!19sChIJWRM6MdH71y0R1lfJBtWcxFk?authuser=0&hl=id&rclk=1","FOTOCOPY GATRA 2","5,0","(7)","Toko Fotokopi","·","Jl. Gubeng Airlangga I No.12b","Tutup","·","0882-0226-05708","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lengkap dan murah sekali""","· Buka Sen pukul 07.00","",""
"https://www.google.com/maps/place/Tinta+Digital+Printing/data=!4m7!3m6!1s0x2dd7fbd1e01f196d:0x2dfd5e86d0255820!8m2!3d-7.2766659!4d112.7571137!16s%2Fg%2F1pzth2qdd!19sChIJbRkf4NH71y0RIFgl0IZe_S0?authuser=0&hl=id&rclk=1","Tinta Digital Printing","5,0","(1)","Layanan cetak digital","·","Jl. Gubeng Kertajaya VIIC No. 56","Tutup","·","0813-3527-2790","","Rute","","","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Fotocopy+Elta/data=!4m7!3m6!1s0x2dd7fbd2e8fb8a49:0xfd43cb452a964e86!8m2!3d-7.2742208!4d112.761167!16s%2Fg%2F11clt8j9qx!19sChIJSYr76NL71y0Rhk6WKkXLQ_0?authuser=0&hl=id&rclk=1","Fotocopy Elta","","","Toko Fotokopi","·","Jl. Srikana No.4","Tutup","·","0877-5887-3921","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Dapur+Print/data=!4m7!3m6!1s0x2dd7fbd043b1e793:0xae77ec22ddfa817a!8m2!3d-7.2747678!4d112.7526703!16s%2Fg%2F11ssdmvsrx!19sChIJk-exQ9D71y0ReoH63SLsd64?authuser=0&hl=id&rclk=1","Dapur Print","4,6","(76)","Produsen pakaian dan kain","·","·","Jl. Gub. Kertajaya V Raya No.31 A","Tutup","(031) 99443409","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengerjaannya rapi, barangnya berkualitas, tentu dengan cetakannya.""","· Buka Sen pukul 09.00","","·"
"https://www.google.com/maps/place/Insatsu+One+Stop+Printing/data=!4m7!3m6!1s0x2dd7fb003403c5cd:0xce5d99bf8b499247!8m2!3d-7.2709797!4d112.7562175!16s%2Fg%2F11ldhx2z_n!19sChIJzcUDNAD71y0RR5JJi7-ZXc4?authuser=0&hl=id&rclk=1","Insatsu One Stop Printing","5,0","(26)","Toko Kaos Custom","·","Jl. Dharmawangsa No.54","·","Tutup","0822-2657-2700","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""suka sama tempatnya bersih, rapi, kualitas produknya juga bagus.""","· Buka Sen pukul 09.00","",""
"https://www.google.com/maps/place/Fotokopi/data=!4m7!3m6!1s0x2dd7fbd5bc806da1:0xefc6d34dde5b1023!8m2!3d-7.2821916!4d112.7663185!16s%2Fg%2F11v5vljth6!19sChIJoW2AvNX71y0RIxBb3k3Txu8?authuser=0&hl=id&rclk=1","Fotokopi","","","Toko Fotokopi","·","Jl. Manyar Sabrangan No.113, RT.006/RW.03","Buka","·","0812-1603-5572","","Rute","","","· Tutup pukul 21.30","",""
"https://www.google.com/maps/place/iZONA+GRAPHIA/data=!4m7!3m6!1s0x2dd7fbdd89296d99:0x798f39b8dc3468d5!8m2!3d-7.2759282!4d112.7539189!16s%2Fg%2F11fr1nltxm!19sChIJmW0pid371y0R1Wg03Lg5j3k?authuser=0&hl=id&rclk=1","iZONA GRAPHIA","4,3","(13)","Layanan cetak digital","·","Jl. Gubeng Kertajaya V C No.31","Tutup","·","0813-3436-6836","","Rute","","","· Buka Sen pukul 08.00","",""
"https://www.google.com/maps/place/Arfi+Sablon/data=!4m7!3m6!1s0x2dd7f940ebb5bd5d:0x483d483e55700f5c!8m2!3d-7.275067!4d112.757608!16s%2Fg%2F1hm2lklcj!19sChIJXb2160D51y0RXA9wVT5IPUg?authuser=0&hl=id&rclk=1","Arfi Sablon","3,9","(34)","Toko Peralatan Sablon","·","·","Tutup","Jl. Gubeng Kertajaya IX F No.1a","0812-3239-935","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat ramah 👍🏻""","· Buka Sen pukul 07.30","","·"
