"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 6","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Kuliner+22+dan+Es+Teh+Suroboyo/data=!4m7!3m6!1s0x2dd7fba8f52ef433:0x7a6b016c0e25d877!8m2!3d-7.2740767!4d112.759217!16s%2Fg%2F11kbb1s52f!19sChIJM_Qu9aj71y0Rd9glDmwBa3o?authuser=0&hl=id&rclk=1","Kuliner 22 dan Es Teh Suroboyo","5,0","(5)","","","Kedai Kopi","·","Jl. Srikana Tim. No.22","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDxUCgYuwR9th7uukZo6kCiRmSEbbT5456l8xSkm9pPJ4OGGT7A6xjcSDAz4ls9IHjc0nJlNmIe3Oggd4QOPVkrO5z2vXk-3qpPOEVT-nzpkW2-wP54E46j1W8bQFnypI66ngH=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Es coklatnya juga enak berasa coklatnya pake van houten ya pak.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrYmIxczUyZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warkomindo+DapuRangga/data=!4m7!3m6!1s0x2dd7fb00143fce83:0x4cbd8aae8e0d2d9e!8m2!3d-7.2760589!4d112.7549933!16s%2Fg%2F11ww70393t!19sChIJg84_FAD71y0Rni0Njq6KvUw?authuser=0&hl=id&rclk=1","Warkomindo DapuRangga","5,0","(13)","","","Kedai Kopi","·","Jl. Gubeng Kertajaya VII Raya No.38","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPGAAHeSIvjWaO1nsirKlW7Id-gCrVXlOhwPMi70uUQLm8NazGANCTbxuIQI7dhVemOcSmeQbzYlEaop0Of5mHUa_rD3cUyhEECNEKOQrKxnNC1XKVHBOVl5x6U6AN2op0fHe06-DSt_sk=w80-h132-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3dzcwMzkzdBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","beraneka macam dengan harga hemat sesuai kantong anak kost 👍👍"""
"https://www.google.com/maps/place/Sate+%26+Gule+Cak+Wit/data=!4m7!3m6!1s0x2dd7fbd4e4544487:0xe5be9d92baec707d!8m2!3d-7.2690352!4d112.7609644!16s%2Fg%2F11cm0mljf8!19sChIJh0RU5NT71y0RfXDsupKdvuU?authuser=0&hl=id&rclk=1","Sate & Gule Cak Wit","4,3","(704)","·","Rp 25–50 rb","Sate","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRIdl5Pqk44ZlygcV_c5PNIRrYfmDoWKGWWyXuEVBEMHc_wViFMjKfcwO-yvL6Oua0VGkgV-YFeMmGfTGoiTsqlAHRWFwxDD8clV99spH6HzF69WUoW3utpf6p4DPYesKqIKCq=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Satenya enak, lembut dagingnya dan harganya cukup murah..""","","Jl. Karang Menjangan No.61","","","","",""
"https://www.google.com/maps/place/Pecel+Suzanna+Kertajaya/data=!4m7!3m6!1s0x2dd7fb33c3cb9063:0x24678d7f8ea39f61!8m2!3d-7.278818!4d112.760226!16s%2Fg%2F11glb9ww6m!19sChIJY5DLwzP71y0RYZ-jjn-NZyQ?authuser=0&hl=id&rclk=1","Pecel Suzanna Kertajaya","4,5","(161)","·","Rp 1–25.000","Restoran","·","·","Tutup","· Buka Sen pukul 02.00","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lauk byk bgt macemnya, porsi nasi cukupan bwt cwek, harga relatif""","","PQC6+F3H, Jl. Gubeng Kertajaya XIII","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnbGI5d3c2bRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Kedai+Sembari/data=!4m7!3m6!1s0x2dd7fb00017050bd:0xb780d10e9194aadc!8m2!3d-7.2744826!4d112.7587782!16s%2Fg%2F11ywrkkh1x!19sChIJvVBwAQD71y0R3KqUkQ7RgLc?authuser=0&hl=id&rclk=1","Kedai Sembari","5,0","(41)","","","Kedai Kopi","·","Jl. Srikana No.140","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEWPloiGEE0fepOZnqNXnquXnKrgw007Z8NZckWjfx8Hf68geQu0QhogIlJBdZN9BnCXpcEc-19ZkUzujzBw5ZqOC8suIorvCsqjEuAiFyJ68Pl_ZMUjO00KxTg7mBASMJ2nXv44jEI6KtS=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya enak nyaman, ada musholla dan toilet bersih juga.""","","","","","","",""
"https://www.google.com/maps/place/Curry+On+Kitchen/data=!4m7!3m6!1s0x2dd7fb000e74eec7:0x5964cf96c6280d0a!8m2!3d-7.2748654!4d112.7550346!16s%2Fg%2F11vpwfxr99!19sChIJx-50DgD71y0RCg0oxpbPZFk?authuser=0&hl=id&rclk=1","Curry On Kitchen","4,6","(125)","","","Dapur Umum","·","Jl. Gubeng Kertajaya VII Raya No.41","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFxXvH_SId09BzT6EUIaxxpBAClPqkZf4hG34RvgCK2yse2QJbI8WcbVCMiTEjeS9ILF9iSPMu0PaRrMK1FI5PWbb8qF7epA8lDhQLvJ9IrOSApsnS8r0UPMdEDPvAsOtz8a9oluQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2cHdmeHI5ORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","higeinis enak banget mantappp pokoknya dijamin enk banget"""
"https://www.google.com/maps/place/Tasty+Resto+%26+Caf%C3%A9/data=!4m7!3m6!1s0x2dd7fbd48dd5b393:0xe01c11f9268581cc!8m2!3d-7.2700625!4d112.760472!16s%2Fg%2F11b76mgtjj!19sChIJk7PVjdT71y0RzIGFJvkRHOA?authuser=0&hl=id&rclk=1","Tasty Resto & Café","4,2","(316)","·","Rp 25–50 rb","Hidangan Laut","·","Jl. Karang Menjangan No.34","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHDZcuikOgCvEhw-wDNmJD0J5NkL1XhpCIbhaO926mxFXvzoFQh28u2LBkbVKhKPRcW-rzsFPR_3Ouqkwl1WIlwFfyXaBDah6X7ELXnBk1rOy69yLuF6xbYhXlMuPfXOxD4K-z2dg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","","","Makanan","rasanya enak, cocok dgn selera saya."""
"https://www.google.com/maps/place/Gemilang+jaya/data=!4m7!3m6!1s0x2dd7f97d6b41701b:0xf69de20ebbdd8720!8m2!3d-7.2661728!4d112.753272!16s%2Fg%2F11f5h5ts16!19sChIJG3BBa3351y0RIIfduw7infY?authuser=0&hl=id&rclk=1","Gemilang jaya","3,8","(4)","","","Rumah Makan","·","Pojok UMKM, Jl. Stasiun Gubeng Stand No. 3","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHj99HK_argsR9KUSMwpCKeiMiNwFOy1yjelrlBTAG5EFHf9K1zXI0J5bP3cCfXi9J0w1bMfEaleRDdkn7FGeNVGfyewWrGqqFSOlxOnuoUtYko961QZ0hKDlHdnPBDuY0Lk6Y=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya juga nggak murah, nasinya keras.""","","","","","","",""
"https://www.google.com/maps/place/depot+bu+nur/data=!4m7!3m6!1s0x2dd7fba0e585ec39:0xed74bf12af6f2303!8m2!3d-7.27838!4d112.759506!16s%2Fg%2F11gjm6y5f4!19sChIJOeyF5aD71y0RAyNvrxK_dO0?authuser=0&hl=id&rclk=1","depot bu nur","4,5","(15)","","","Restoran","·","Jl. Gubeng Kerta Jaya XI A No.2A, RT.010/RW.06","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8CNwBaUfrpDvhN8DillIJbarshqGBlOvj5JDtKlzUNISQuQJNN8mHPEO8Y6f9qPuTxgl5zmKrGv3ZXX34OfZxM2ebKniacQt-MoT3jNxxxmsmZJ0m1fIVOI2Q9LgBA-SDcg0o=w92-h92-k-no","","Makan di tempat","","","","","","Bawa pulang",""
"https://www.google.com/maps/place/Nasi+Goreng+Dok+Dok/data=!4m7!3m6!1s0x2dd7fbd1994c24e9:0x7ba123dd1fc47c9c!8m2!3d-7.2741318!4d112.7557339!16s%2Fg%2F11b6c97mjv!19sChIJ6SRMmdH71y0RnHzEH90joXs?authuser=0&hl=id&rclk=1","Nasi Goreng Dok Dok","4,5","(64)","","","Nasi Goreng","·","·","Buka","· Tutup pukul 00.00","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pedas yg bervariasi dengan berbagai macam topping.""","","Jl. Gubeng Kertajaya VII I No.14","","","","",""
"https://www.google.com/maps/place/Loko+Cafe+Surabaya+-+Stasiun+Gubeng+Surabaya/data=!4m7!3m6!1s0x2dd7fbd7e6dd7341:0x7cfc1dcd6af793ad!8m2!3d-7.2656872!4d112.7523443!16s%2Fg%2F11np7l316q!19sChIJQXPd5tf71y0RrZP3as0d_Hw?authuser=0&hl=id&rclk=1","Loko Cafe Surabaya - Stasiun Gubeng Surabaya","4,6","(209)","·","Rp 25–50 rb","Kafe","·","Jl. Gubeng Masjid","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1XKAaNOu4q4EIsRNFAxErXaKg76dxhD5DbmVu_gXEoZcMnZ8hoQwuvyXumy1p2itYRPfOYJHPUVHXkodNM7uF3hVIWhXe0qMRxmd4Y8FnKVD8aPezZm-T0Bq0YkoGT7F7LW4i=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cocok sambil nunggu kereta datang, bolognese tambah irican cabe mantap""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFucDdsMzE2cRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Ayam+Gepuk+Pak+Gembus+Airlangga+University/data=!4m7!3m6!1s0x2dd7fb45fd5362dd:0x81217ce7e60ab94a!8m2!3d-7.2727286!4d112.7562202!16s%2Fg%2F11lnzkt_s8!19sChIJ3WJT_UX71y0RSrkK5ud8IYE?authuser=0&hl=id&rclk=1","Ayam Gepuk Pak Gembus Airlangga University","4,3","(257)","·","Rp 25–50 rb","Ayam","·","Jl. Dharmawangsa No.80B","Buka","· Tutup pukul 04.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFderfJn8ZMJExr2iIXruHVWqo6MvAz10B30s1F43hm5nAXn4V3-fwQT_Mt1S_E-ffJT7zXz4GYEaFynEyJhKCuInelu9QDs2sADQrZ9OyJd0wDdpldFRHzTPtEP14ZDc7ssDnbyw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsbnprdF9zOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","nya sangat mantap sambal nya enak bersih playanan ramah"""
"https://www.google.com/maps/place/Kedai+Kopi+32/data=!4m7!3m6!1s0x2dd7fbd2481d157d:0x1ccd30a96aa39181!8m2!3d-7.2742503!4d112.7584447!16s%2Fg%2F11fz9x47ms!19sChIJfRUdSNL71y0RgZGjaqkwzRw?authuser=0&hl=id&rclk=1","Kedai Kopi 32","4,7","(361)","·","Rp 1–25.000","Kedai Kopi","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEsN1kwLkEFJer8JYrf_Z7kig9LieUMB0pZM-cqEnKS3rwNHO6EI3oW8aJCPGIvw_bhHDEqq2F-UXM2xllFdCyJFyWRsPBN0T-WwOyeudSskDvEQP3H9G9WSiEqcQnBbA7549Rj=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kalau lapaaar, ada nasgor miegor, mie ayam, pecel, wah banyak pokonya.""","","Jl. Srikana No.32","","","","",""
"https://www.google.com/maps/place/CFC+-+Stasiun+Gubeng/data=!4m7!3m6!1s0x2dd7f94b5a1871f7:0xa1d3a62a8e8df90c!8m2!3d-7.2656457!4d112.7525514!16s%2Fg%2F11gx_f515d!19sChIJ93EYWkv51y0RDPmNjiqm06E?authuser=0&hl=id&rclk=1","CFC - Stasiun Gubeng","3,0","(168)","·","Rp 25–50 rb","Makanan Siap Saji","·","PQM3+P2V, Surabaya Gubeng, Jl. Stasiun Gubeng","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFAQJYkaXU-TZFIbpX_OAl7EbNNDKUEKZTWxVIvq5beOnVzGVvUbjm6i52v1DuBCBbv5lTTLIJYkdk9JV0p2aUhYZMsXAi3Qtc8PPwhk4MtZJwjkcOVnj0KHlFjpi5ARskcxCb2=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak, tempatnya sejuk dan nyaman buat nunggu kereta.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFneF9mNTE1ZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NTD3aZ-_DoGr4-EPzKmCgAY&ei=NTD3aZ-_DoGr4-EPzKmCgAY&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Tomoro+Coffee+-+Moestopo/data=!4m7!3m6!1s0x2dd7f997c3365c1d:0xe8c59141173a8c9!8m2!3d-7.2657816!4d112.7553943!16s%2Fg%2F11y_w_w590!19sChIJHVw2w5f51y0RyahzERRZjA4?authuser=0&hl=id&rclk=1","Tomoro Coffee - Moestopo","4,9","(83)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Prof. DR. Moestopo No.4","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFUNub65iH7BaY85UxMaptj--m5IU5t5n814ZWcA0xsPc0voRePbnB8l1E37MFX7SEGrW2pTF-0NPSW38gS4ANtqz3N2Pi6KjQEgyL-RLHRhw9JcNgBDlI6ZcIV6k4ZrmFo40fHH7OAtXM=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya juga fresh dan porsinya pas.""","","","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5X3dfdzU5MBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NjD3aYahMoqr4-EPjMmK2Ao&ei=NjD3aYahMoqr4-EPjMmK2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Warung+Biru/data=!4m7!3m6!1s0x2dd7f97d7ce70e93:0xfd5a637db0f046c2!8m2!3d-7.2662163!4d112.7533419!16s%2Fg%2F11b6btvbbw!19sChIJkw7nfH351y0RwkbwsH1jWv0?authuser=0&hl=id&rclk=1","Warung Biru","4,0","(37)","","","Rumah Makan","·","·","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFflG1l-aPyFJIGeJm6RFPmPKAcG3S6SmkLKJGiMuO6Q0_wubAWEmFkb1S_9aXjyzWkKT-T4LiRFK2s1qSp4J8qNucX164kQlRq7JIv7QtUgL98xqDvHL1hcVBfJlT11lwOR3fs=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya pun lumayan baik.""","","Jl. Gubeng Masjid No.37","","","","",""
"https://www.google.com/maps/place/sego+krenyes/data=!4m7!3m6!1s0x2dd7fbd144407cd3:0x34066399c6dcc704!8m2!3d-7.276286!4d112.7571504!16s%2Fg%2F11c208qzy7!19sChIJ03xARNH71y0RBMfcxpljBjQ?authuser=0&hl=id&rclk=1","sego krenyes","4,0","(61)","·","$","Pengiriman Makanan","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEvpbs8u-XSIv0EeBbqlJtTcer3OLsR0ROjZuaKXD-fH2iZ7XlDZqeGXZVCE_uhX0IKJ1IV7AF169DF28rwDmy4jQl3z333XFDeHsTzypnuYBnGMf5eOGfLmWX0x8ulk0gmyjRyUg=w92-h92-k-no","","Makan di tempat","","004, Jl. Gubeng Kertajaya VII D No.52","","","","Bawa pulang","Pesan antar"
"https://www.google.com/maps/place/Nasi+Goreng+SEMPAL/data=!4m7!3m6!1s0x2dd7fbd49bbd90fd:0x855ac312e2d7e095!8m2!3d-7.2706007!4d112.7609148!16s%2Fg%2F11hd7dzcmj!19sChIJ_ZC9m9T71y0RleDX4hLDWoU?authuser=0&hl=id&rclk=1","Nasi Goreng SEMPAL","4,3","(528)","·","Rp 1–25.000","Nasi Goreng","·","·","Tutup","· Buka Sen pukul 15.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHGrIOeMlp-hiLqRZagA0AE6WkLSaDPOU0mMW8ySdPYEhW0K0Hz3RsVXuXce0nn9RPclQQrOvAjEc52VLo_DPCnvu7Kdv-dqLgXgQ3liuWQR1w03m6t5ZDoY1kCcuCDISdLTjCBA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","Jl. Karang Menjangan No.77","","","","makanan","enak dan harga murah, rasanya mantap"""
"https://www.google.com/maps/place/Sela+Sela+House/data=!4m7!3m6!1s0x2dd7fb614e1e4305:0x5ed667b856307999!8m2!3d-7.2766519!4d112.7558043!16s%2Fg%2F11ygsp7vwm!19sChIJBUMeTmH71y0RmXkwVrhn1l4?authuser=0&hl=id&rclk=1","Sela Sela House","4,9","(29)","·","Rp 25–50 rb","Kafe","·","Jl. Dharmawangsa No.138A","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEGFNkGKdG-UCyDIvpSFiyLbX-yquAI1OOJUTBOulyClI3OQ9eS7HLrdR2JwNcL2NQ_nOsj6OKGKPtEbhs-ifjfa2rQQ0RrHSfLZf0YfFscP6t7lVD4xE0NMBrcOqQJuJPNgfciPJ8vlT9f=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""padahal cafe tapi makanannya enak""","","","","","","",""
"https://www.google.com/maps/place/Nasi+Goreng+Ranjau+Kertajaya/data=!4m7!3m6!1s0x2dd7fbcfea7a8505:0x735cc57ec4ea84af!8m2!3d-7.2779818!4d112.7529874!16s%2Fg%2F11c37qd_fx!19sChIJBYV66s_71y0Rr4TqxH7FXHM?authuser=0&hl=id&rclk=1","Nasi Goreng Ranjau Kertajaya","4,2","(397)","·","Rp 1–25.000","Nasi Goreng","·","·","Tutup","· Buka Sen pukul 18.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF8xLwtWSxCKn-Frs2WX44L0ZRqBra99o5k7b3uu2K5rDyFQmqEXXeMHdqn3Cvgo0RXYjvLe5ZYxr84TjaGRH1Gnq_zsk8xzVURnj8jMXVEGMobkFIqtMLme2cgeeXs1HKApLYD=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""jujur pas","","Jl. Kertajaya No.33","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMzdxZF9meBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NjD3aYahMoqr4-EPjMmK2Ao&ei=NjD3aYahMoqr4-EPjMmK2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","dateng kaget, porsinya gede tapi cukup buat 1 orang."""
"https://www.google.com/maps/place/Fudokato+%28+spesial+japanese+fried+chicken+%29/data=!4m7!3m6!1s0x2dd7fb8544c315b5:0x718832e4b66ba28f!8m2!3d-7.2720187!4d112.7559234!16s%2Fg%2F11qyljfqnd!19sChIJtRXDRIX71y0Rj6JrtuQyiHE?authuser=0&hl=id&rclk=1","Fudokato ( spesial japanese fried chicken )","5,0","(1)","","","Toko Makanan Jepang","·","Jl. Gubeng Airlangga II No.12","Buka","· Tutup pukul 21.10","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFhA1lyjXQO5g3SiS0brhiX-qmkTi7gnxrAXRikivomPP_qJkl9Ue5J6s3T7vcYmBYVkcrEIz6UmtVjdd_MWJlDjeBEDSgKx6v0v3ACoptB0rt3m82ya_xdxAYuqMRZEnxZhq1U=w80-h142-k-no","","Pesan antar","","","","","","",""
"https://www.google.com/maps/place/Kedai+Loteng/data=!4m7!3m6!1s0x2dd7fbd1a1895e55:0xe8da710cc0d48e!8m2!3d-7.2741116!4d112.755352!16s%2Fg%2F11c20bbbyc!19sChIJVV6JodH71y0RjtTADHHa6AA?authuser=0&hl=id&rclk=1","Kedai Loteng","4,6","(319)","·","Rp 1–25.000","Kafe","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFmWIP_zaRDjbJti8VD80NdrgtIsFTbb16PfiRiD5h2S4aMGBeI5JhqdNGScUpxXmgPrRgSsBRO4lIrHtPlCOSqJJuPhW1SQ0c1gD7NVRD1v7ul2WvAbi5hqzC3qIKLAUM5X6c=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","Jl. Gubeng Kertajaya VII H No.4","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMjBiYmJ5YxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NjD3aYahMoqr4-EPjMmK2Ao&ei=NjD3aYahMoqr4-EPjMmK2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","dan minumannya recommended, harganya affordable banget."""
"https://www.google.com/maps/place/KARMENSEVE+Coffee+Shop/data=!4m7!3m6!1s0x2dd7fbd49a32bf13:0xa41d1f0b078e68b1!8m2!3d-7.2704953!4d112.7609238!16s%2Fg%2F11bw_5mp3f!19sChIJE78ymtT71y0RsWiOBwsfHaQ?authuser=0&hl=id&rclk=1","KARMENSEVE Coffee Shop","4,6","(454)","·","Rp 25–50 rb","Kafe","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEzLWu_qjDp6yiz50stQFCdkdyhUtcsJzk3Yu0FbA88stMludnujA6_NkAkvBxTkI1vB1ZSMGzjPM0ovBpt0JtCMSnlHQJrZjWkDVjIM2BOzqbeXR2e3Myi4MYaEo4Pz_W4NgklJw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu menu modern tapi enak dan terjangkau harganya.""","","Jl. Karang Menjangan V No.8","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFid181bXAzZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=NjD3aYahMoqr4-EPjMmK2Ao&ei=NjD3aYahMoqr4-EPjMmK2Ao&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","",""
"https://www.google.com/maps/place/Tarantula+Barak+Coffee/data=!4m7!3m6!1s0x2dd7f97fd150dacd:0x69b73bd2f505f12e!8m2!3d-7.2657292!4d112.7604638!16s%2Fg%2F11mtd05j9w!19sChIJzdpQ0X_51y0RLvEF9dI7t2k?authuser=0&hl=id&rclk=1","Tarantula Barak Coffee","4,8","(142)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Kedung Sroko No.135, RW.03","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGIZF2oHPMcatuxjp_vc9wQN5sTbxUcr_8OUq_xxG9ArA5CwMiGVXv_lR8Xmj6PziNqR-Rxc19lHngj3xJzus69RqhxkUfnhSL3hra5IqLDKToLfl9cgPEZoRqE_ftmTvMe284PLw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cukup nyaman untuk WFC, harga","","","","","","makanan","juga relatif affordable"""
