"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1"
"https://www.google.com/maps/place/Warung+Makan+Lesehan+Bu+Mar/data=!4m7!3m6!1s0x2dd7fbedbbb52635:0xd42b70b87cd53456!8m2!3d-7.2717088!4d112.7541279!16s%2Fg%2F11g19r0qfx!19sChIJNSa1u-371y0RVjTVfLhwK9Q?authuser=0&hl=id&rclk=1","Warung Makan Lesehan Bu Mar","4,6","(161)","·","Rp 1–25.000","Rumah Makan","·","","·","Jl. Gubeng Jaya II No.61","Buka","· Tutup pukul 19.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFh1Iz17-i1WoI8kIxG4hNYLRqVlLJrsRLigJpadsWPFgjpazORmRQAAXSMc__O-ifbtl2grC1SUMeFkz57DjHvJjPi3gFzupjFWHUhDzu1U_tNqhGf0NVVm1pzFDQd5WqlUVPqmg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, murah bangetttt lagiii.""","","",""
"https://www.google.com/maps/place/HAMRA+CAFE+%26+RESTO/data=!4m7!3m6!1s0x2dd7f94943171221:0x45245ec18f556025!8m2!3d-7.2560806!4d112.7476695!16s%2Fg%2F11k4s4w49f!19sChIJIRIXQ0n51y0RJWBVj8FeJEU?authuser=0&hl=id&rclk=1","HAMRA CAFE & RESTO","4,9","(117)","·","Rp 75–100 rb","Timur Tengah","·","","Jl. Ambengan No.22","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgmKnv9GX8bqzi5jNfhl6kJWtbzArKeQnJqd0uyQGI8bRHXDhNJcMAGJfyJt0XcqWotJEJo088ojOAr4xg37BzHDS79-NvFmrfikmv1Ii9s9wkT3S_QtNoW9kEKSMZYE5GRnLQKMVnsn32=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Waitersnya ramah bangett, restonya bersih wangi, makanannya enak bangett""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFrNHM0dzQ5ZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AjH3acvDJ9uQ4-EPzs29uQs&ei=AjH3acvDJ9uQ4-EPzs29uQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Rumah+Makan+Idaman+Manyar+-+Manyar+Kertoarjo+5/data=!4m7!3m6!1s0x2dd7fa3398cd8fb1:0xec22972ed782e4e5!8m2!3d-7.2790823!4d112.765846!16s%2Fg%2F1hc2rbz3w!19sChIJsY_NmDP61y0R5eSC1y6XIuw?authuser=0&hl=id&rclk=1","Rumah Makan Idaman Manyar - Manyar Kertoarjo 5","4,7","(2.783)","·","Rp 25–50 rb","Indonesia","·","","·","Jl. Manyar Kertoarjo V No.65, RT.007/RW.11","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEfdbl67d_nEAUUjB_-e7hxYUq4TAQep4yV4LUvcTy7dVNmiZ5gqH4NTt1v6AGMsHaK5unfe0CSg7Ix7ktjFLkljGumDQv8OIpgRyMiA7QxwuQl_A1FcTNngMqdokJ2Lb5-6XBIEw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya cozy, makanannya enak enak, pelayanannya ramah.""","","",""
"https://www.google.com/maps/place/Warung+Anda/data=!4m7!3m6!1s0x2dd7fbd0cc361797:0x72cc6d99a4bdc28f!8m2!3d-7.2717247!4d112.752896!16s%2Fg%2F11f1l87jlg!19sChIJlxc2zND71y0Rj8K9pJltzHI?authuser=0&hl=id&rclk=1","Warung Anda","4,6","(87)","","","Jawa","·","","·","Jl. Gubeng Jaya II No.30","Tutup","· Buka Sen pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHP8IXG6CGAqb88ZAchyDl9HijHl5GI7hHymYPoCez7qvcz4tR5-yJeq0QzxL2M7nfoGNznBNYXD_zXJyAN_C7fVTsnSTxRTsKkJjjFpWJK_e6B3o9fsxJIB8465BLGRVbB6HzkGw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan rumahan cocok di lidah""","","",""
"https://www.google.com/maps/place/Sansekerta+-+The+Authentic+Taste+Of+Indonesia/data=!4m7!3m6!1s0x2dd7f964852dc18b:0x25c2a828000aadff!8m2!3d-7.2611209!4d112.7486801!16s%2Fg%2F11f5dz5xms!19sChIJi8EthWT51y0R_60KACiowiU?authuser=0&hl=id&rclk=1","Sansekerta - The Authentic Taste Of Indonesia","4,4","(1.182)","·","Rp 50–75 rb","Indonesia","·","","Jl. Walikota Mustajab No.67","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnBcmB9Rhw0n5UoobTAWu8Mqu7WzTa8PGNAHG7Duxjg0QGzrvTFiQLGsqE5hS20ORM2rHQGKDKW2djZoDEM9VX9GA4XUxgPoYB_WwaL-Ncj_GTlMAJnJ2VGnKoPkmiP1NpAEjC=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pengin ke sini lagi,
Menu nya unik dan enak enak,
Suasana nyaman.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFmNWR6NXhtcxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AjH3acvDJ9uQ4-EPzs29uQs&ei=AjH3acvDJ9uQ4-EPzs29uQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Sego+Sambel+Ho-Ha+GTLC/data=!4m7!3m6!1s0x2dd7fbd15b1c9391:0xfc531c12919d14dd!8m2!3d-7.2745922!4d112.7552301!16s%2Fg%2F1hf35z88v!19sChIJkZMcW9H71y0R3RSdkRIcU_w?authuser=0&hl=id&rclk=1","Sego Sambel Ho-Ha GTLC","4,4","(600)","·","Rp 1–25.000","Jawa","·","","·","Jl. Gubeng Kertajaya VII Raya No.70","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoPLiUk2W3757ZKftozN6MBY639MLb4TpYJE0Nq9vwBAy0gRhWd3zfHhE5A9pjCb7SGTTLmAq3e5FXuGAUuA6yp4gxQJpXUFikWeItRBBRYPAnC6EDGjQtlbCrN85ceoY9li2g=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Gatau pake nasi apa pokokny nasinya enak, kepyur, gak kyk bubur.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhmMzV6ODh2GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AjH3acvDJ9uQ4-EPzs29uQs&ei=AjH3acvDJ9uQ4-EPzs29uQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Warung+Prasmanan+Shafira/data=!4m7!3m6!1s0x2dd7fbd02cb28525:0xa0fb6203e75de12a!8m2!3d-7.2743434!4d112.7527633!16s%2Fg%2F11bwf7_t8n!19sChIJJYWyLND71y0RKuFd5wNi-6A?authuser=0&hl=id&rclk=1","Warung Prasmanan Shafira","4,6","(571)","·","Rp 1–25.000","Prasmanan","·","","·","Jl. Gub. Kertajaya V Raya No.37","Tutup","· Buka Sen pukul 06.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsKlOj8VYSHvo_Q42KxTjrv1shW7Tmlch9RngSgeuY3zQScamwkBfBGXTeFHnurDkD65ddNcZpkkE7U6w88af21LlP_ytEfqDGrMOzN9DnvbluuWS0aD_2B9AdBcrWsK9I8GnVTA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak menu pilihannya, enak dan murah juga bersih..""","","",""
"https://www.google.com/maps/place/Depot+Mustikarasa/data=!4m7!3m6!1s0x2dd7fb36a098586f:0x36fd7e893007c850!8m2!3d-7.2756286!4d112.7573724!16s%2Fg%2F11v_8y556v!19sChIJb1iYoDb71y0RUMgHMIl-_TY?authuser=0&hl=id&rclk=1","Depot Mustikarasa","4,8","(296)","·","Rp 1–25.000","Makanan Kecil","·","","Jl. Gubeng Kertajaya IX Raya No.46","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLQiQyxlBWBwcg7TGTGWPyqiQ-kKzyEDj7EaAOEvoca0Esv3MYcohWu85DatqxLpdVdJZPLOHc1ZOggITt7MuQ1DXS4ivSFbWNZm3UsYEz4qCrZLEbpwFcs-YeXNv8eB_Vd0pI2w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan dan minuman nya enak, harga pas, segar!""","","",""
"https://www.google.com/maps/place/Rumah+Keena/data=!4m7!3m6!1s0x2dd7fbe74a19e331:0xe201aae7cf1c1500!8m2!3d-7.2744373!4d112.7592752!16s%2Fg%2F11t5y2kgww!19sChIJMeMZSuf71y0RABUcz-eqAeI?authuser=0&hl=id&rclk=1","Rumah Keena","4,7","(277)","·","Rp 25–50 rb","Kafe","·","","Jl. Srikana No.144","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGV4liyw-gRJLa9U8uLSBYhDsUG9NdyKg6OWyNgYxGD3NWfBKup-gwMZ-COOpCEeSXbh8vUsIeuOz7sCJD-RuTAOZA5cUlB1ubDdJKw0DkDS4ZPFwYdjS2rdq8EWxzcuhtk4n7P2bdhJKU=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak, tempatnya cozy, bisa buat chill dan gosip bareng temen🥰🖤""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0NXkya2d3dxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AjH3acvDJ9uQ4-EPzs29uQs&ei=AjH3acvDJ9uQ4-EPzs29uQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Nasi+Goreng+Hoki/data=!4m7!3m6!1s0x2dd7fbd6a2c311c1:0x6e26bc03d14cfb1f!8m2!3d-7.270087!4d112.756257!16s%2Fg%2F1hc5n_slf!19sChIJwRHDotb71y0RH_tM0QO8Jm4?authuser=0&hl=id&rclk=1","Nasi Goreng Hoki","4,3","(203)","·","Rp 25–50 rb","Nasi Goreng","·","","·","PQH4+XG7, Jl. Dharmawangsa No.32","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcPpDA8TwABrhD3xPCtq14vk_L3dzeYGiTx0VgVDK5bcm4nhw6_bh2FF_Zd8-ooiIcN4J6Y5irzfo9pGcagIXcsUdcPEeu5UgJwgzncUZxMjtgbEHgWD9wpAop3bGnZUB4lSv6nQ=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Porsi nasi gorengnya besar.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhjNW5fc2xmGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=AjH3acvDJ9uQ4-EPzs29uQs&ei=AjH3acvDJ9uQ4-EPzs29uQs&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Mie+Hokkian+Rejeki+-+Profesor+DR.+Moestopo/data=!4m7!3m6!1s0x2dd7f97dfa1d2423:0x64507f1c9e10a35e!8m2!3d-7.2660273!4d112.7563667!16s%2Fg%2F1hm2msn9p!19sChIJIyQd-n351y0RXqMQnhx_UGQ?authuser=0&hl=id&rclk=1","Mie Hokkian Rejeki - Profesor DR. Moestopo","4,4","(47)","·","Rp 50–75 rb","Mi","·","","Jl. Prof. DR. Moestopo No.6a","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7YS5OsVhGHrKLGIRRceBdOHqD8PIHwzoMDaBAusOh3dEq5NjPoUY9tRtkig25PKTGqHZhOnQqgzENK9SzpI35CsBToYR_ayo_QQ4xFfN4vY_UerHsfuwRpyVxWSi5X3HL2edcmA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bakmie gr terenak menurutku.menu lainya juga recomended""","","",""
"https://www.google.com/maps/place/Warung+Makan+SK/data=!4m7!3m6!1s0x2dd7fb676d131b01:0x13be9d344ec9f7ba!8m2!3d-7.2703948!4d112.7563045!16s%2Fg%2F11tsc_kyxn!19sChIJARsTbWf71y0RuvfJTjSdvhM?authuser=0&hl=id&rclk=1","Warung Makan SK","2,8","(79)","·","Rp 1–25.000","Indonesia","·","","PQH4+RGM, Jl. Dharmawangsa Dalam","","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG0n2niHBxMcuty8c398gysMKW1gXZMVYceXMlFkbYlzUxsbO7ZaC3dW52EyeK72VAMURHaoSR7Zp_NBk9-gJPgqKpKpjdmVO44sSHNBe5W115t1e_9SxEf50BbA5wd0HydXHYwmw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Salah satu tempat rekomendasi untuk makan sahur dengan harga terjangkau""","","",""
"https://www.google.com/maps/place/Ngikan+-+Dharmahusada+Surabaya/data=!4m7!3m6!1s0x2dd7fbdfb0444f17:0xa34116bb4aeba785!8m2!3d-7.2660274!4d112.7618125!16s%2Fg%2F11xvdp3ckf!19sChIJF09EsN_71y0RhafrSrsWQaM?authuser=0&hl=id&rclk=1","Ngikan - Dharmahusada Surabaya","4,7","(141)","·","Rp 25–50 rb","Makanan Siap Saji","·","","Jl. Dharmahusada No.16","","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH8x6x-sbztGf2Viaw9AYHHQ5BS3LtXlmWd5uIJpoC2ozfYIfAKl5vP5h_B1IvXibo5UXfJdDqsp3rjTaxXowt_USH9rV6GXu-0vlWJZgQa2EUCpkN5WqnLzh5J_7uuJrHovePbIYdTZ3t0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya masih hangat, nasi uduknya enak, dan tempatnya bersih.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4dmRwM2NrZhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Ronde+Moon+Moon/data=!4m7!3m6!1s0x2dd7fbd1e48459e5:0xf18d7f54ec3493a9!8m2!3d-7.2758983!4d112.7559411!16s%2Fg%2F1jkyd7xgp!19sChIJ5VmE5NH71y0RqZM07FR_jfE?authuser=0&hl=id&rclk=1","Ronde Moon Moon","4,2","(477)","·","Rp 25–50 rb","Indonesia","·","","·","Jl. Dharmawangsa No.130","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-ZG348tac9vFmR-loksy5LnYdm39goAFj7GtXAyujMzLIv55LqGB_L0hasZoAFL5I-VQRWJMw3bi2r_a4LT7EZjoK_SpPaXicVQPcXz8WQ-1RDDWqf6mPGv_gi1MgKF7mSXQK=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa enak tapi biasa aja bukan yang enak banget.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWpreWQ3eGdwGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Bubur+Ayam+Bang+Rossi/data=!4m7!3m6!1s0x2dd7fbce124c356d:0x53e6e6bee6d06a6b!8m2!3d-7.2771431!4d112.7560343!16s%2Fg%2F11cly1lz1n!19sChIJbTVMEs771y0Ra2rQ5r7m5lM?authuser=0&hl=id&rclk=1","Bubur Ayam Bang Rossi","4,4","(588)","·","Rp 1–25.000","Bubur","·","","·","Jl. Dharmawangsa No.81A","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHavkeBf9cgHufUGSQDuW-smjsIh4mkOOk-XBmS0mOXmn1AdZRmXU5tFg8cm6Me9J-IJbImDJLHCBiEtsVCZbL5Ybd-L_nhMaPVyn2QzT9EsFlETnYcIEDISV8sIBlhv3MW56tf0mUVYsI=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa sama enaknya dengan Bubur Ayam Bang Rossi ditempat lainnya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjbHkxbHoxbhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Sego+Babat+Mbok+Moro/data=!4m7!3m6!1s0x2dd7fb0869948f29:0x69ff4fd9840d0d6!8m2!3d-7.2712645!4d112.760625!16s%2Fg%2F11gj74m1v6!19sChIJKY-UaQj71y0R1tBAmP30nwY?authuser=0&hl=id&rclk=1","Sego Babat Mbok Moro","4,8","(21)","·","Rp 1–25.000","Jawa Timur","·","","·","Jl. Karang Menjangan No.97C","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAETrzLTXXjRDw0db1lteXcaaSkHR9UghxOATpA_fVtUe2cRA8G1Os7s-e2sD_d-TLWFm_PnCCs-je_oyZsuD5KKtllsZ5nJ1G44l92A91Uf2RfardK73tKnqSdBGXBPtMUe5VRVVw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantap sambalnya Mbok...""","","",""
"https://www.google.com/maps/place/Nasi+Kebuli+La+Tahzan+Khas+Ampel+-+Karang+Menjangan/data=!4m7!3m6!1s0x2dd7fb4a95471721:0x56d969b5c683da41!8m2!3d-7.2683206!4d112.7609933!16s%2Fg%2F11s1yy0_29!19sChIJIRdHlUr71y0RQdqDxrVp2VY?authuser=0&hl=id&rclk=1","Nasi Kebuli La Tahzan Khas Ampel - Karang Menjangan","4,9","(123)","·","Rp 1–25.000","Timur Tengah","·","","Jl. Karang Menjangan No.45","","Tutup","· Buka Sen pukul 06.20","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHZEAnZAMAstwjs-jUomcchHdkOmZxtOA4_mp6Prfg0dv_SkH6slgvgeXC4lsYFtW5Qd4DODh30Erv_2JGwBTVngmlyn8ohJX2y71Jhgg6MbAnqXQcmXYvgYIaX_yKEclPSdVo=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi kebulinya wangi rempah, nasi enak poll dan daging super empuk.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzMXl5MF8yORgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/DK26+RESTO/data=!4m7!3m6!1s0x2dd7fbbef692bd69:0x8772bc69b74ef511!8m2!3d-7.2904493!4d112.7422359!16s%2Fg%2F11dzsnkw3y!19sChIJab2S9r771y0REfVOt2m8coc?authuser=0&hl=id&rclk=1","DK26 RESTO","4,6","(1.152)","·","Rp 25–50 rb","Restoran","·","","·","Jl. Darmokali No.26","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEivQZvMZouzsSCgYScmdLo5bjfQVx66r2jZ_3cdaJ6V2QCPuOmMQetVHoxXgbG1IppsAWTP6kEv0TySuoB4MYPbt--DmkoEUhbL747iPpZQJAuREIo9Hsd5tklZshehX5Rnqcd=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu makanan nya mantap 👍
Daging nya empuk dan rasa nya top markotop.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkenNua3czeRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Bakso+Pajero+Surabaya/data=!4m7!3m6!1s0x2dd7fb0be360f129:0x57bbdd344fd6388d!8m2!3d-7.2721265!4d112.7562419!16s%2Fg%2F11n4xhr2zs!19sChIJKfFg4wv71y0RjTjWTzTdu1c?authuser=0&hl=id&rclk=1","Bakso Pajero Surabaya","4,7","(387)","·","Rp 25–50 rb","Bakso","·","","Jl. Dharmawangsa No.72a","","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGGherGM9o4Edj8O1otOmhJUttguvtcrKSknYubisI3H-aYBuGanUWET_ATdDX5l_YI-hncMX2u5NoOk4VxgVPHERO-X-S4Me-hJ1AqiCDCwTjbiM1jOnAxvAtV466Q27zYdTEbR1nZtytJ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kuah baksonya enak dagingnya kerasa banget, sangat recommend""","","",""
"https://www.google.com/maps/place/Makan+Kitchen+Surabaya/data=!4m7!3m6!1s0x2dd7f90ad1df2373:0x25deb57115e7d4f6!8m2!3d-7.2569375!4d112.7365341!16s%2Fg%2F11n0rt2d9n!19sChIJcyPf0Qr51y0R9tTnFXG13iU?authuser=0&hl=id&rclk=1","Makan Kitchen Surabaya","4,7","(152)","·","Rp 250.000+","Restoran","·","","Jl. Tunjungan No.12","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFLuDGUiPrfqr2rtWIk9ex768cnF9fhblCyh1pR4SKd5C1UTsipk44aEQG6BudVytbW1O5wmURkdANc3vLeNxcF7D12v788lVaeQcepArePrBDkAAfwDZ0tHJNThNY13Z0HwdQ=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget, tasty, homey, cozy.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFuMHJ0MmQ5bhgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online",""
"https://www.google.com/maps/place/Makan+Time%27s+-+Next+Level/data=!4m7!3m6!1s0x2dd7f90e51ecfcb3:0xe2f29215d318cc7e!8m2!3d-7.2664282!4d112.7403632!16s%2Fg%2F11f9j8j6qr!19sChIJs_zsUQ751y0RfswY0xWS8uI?authuser=0&hl=id&rclk=1","Makan Time's - Next Level","4,6","(107)","·","Rp 25–50 rb","Restoran","·","","·","Jl. Pregolan No.1,3,5","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1uGQgfAufaB7XkIZXR4AXw3sYQ2L1ZIWe-eLG5Q2MuPaVmqCZFTb2rPOl6A58_CQG9RXkuX1hv5x22HGODGPmC1G_UL7kMv8p8gcYZbqAUEaU28JOTsEqbb-P3PVrDsjUoTXn=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan enak, harga pas, live music bagus.""","","",""
"https://www.google.com/maps/place/Depot+%22Chi-Ki%22+Bu+Liem/data=!4m7!3m6!1s0x2dd7fbce1fb97dd3:0xd376fc2a16fd9e09!8m2!3d-7.2764484!4d112.7556393!16s%2Fg%2F11b6dw08nr!19sChIJ0325H8771y0RCZ79Fir8dtM?authuser=0&hl=id&rclk=1","Depot ""Chi-Ki"" Bu Liem","4,5","(221)","·","Rp 25–50 rb","Nasi Goreng","·","","·","Jalan Gubeng Kertajaya No.7c No. 20, Airlangga, Gubeng","Buka","· Tutup pukul 19.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGxxMV2I2XgNLV6eO2SxZCvFXXuAImhfHiYuOLVFumTKyvSm-_CN9rBpjL8ToCb8po2OXGZ0oyyMOP2Es3K9x-9y0sNcVZJIfqCyfam9wjw-wkI0PVXFioizPHYEl5djD_wSRw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi goreng babat tahu pong nya jossss""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNmR3MDhuchgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=BDH3ae6HCaGr4-EPyt-SyQU&ei=BDH3ae6HCaGr4-EPyt-SyQU&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online",""
