"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","M4A5Cf"
"https://www.google.com/maps/place/Kedai+83/data=!4m7!3m6!1s0x2dd7fb2329b7ce77:0x3f60b0caef52e6e2!8m2!3d-7.2981684!4d112.7611147!16s%2Fg%2F11kqzv84qp!19sChIJd863KSP71y0R4uZS78qwYD8?authuser=0&hl=id&rclk=1","Kedai 83","5,0","(1)","","","Kedai Kopi","·","PQ26+PCQ, Gg. Bengkok II","Buka","· Tutup pukul 23.16","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGTuVhPeXFVNtFlnLrzgDWF7JUXHvJHwm0MN4sSgKE8x6Y5iBnZXrpEkpk7f5HXhbLIB4rr_YOyfRFO3cdgWrozzbWi1OZYZ4Fv2FRnyGFX7VHoCKZfSD9zNaogK_i7_dm_sfPv=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga cocok & rasanya enak""","",""
"https://www.google.com/maps/place/Kedai+Pitube/data=!4m7!3m6!1s0x2dd7fb93780a5961:0xd29d427b1dffae60!8m2!3d-7.2767595!4d112.7553757!16s%2Fg%2F11j7j29z3p!19sChIJYVkKeJP71y0RYK7_HXtCndI?authuser=0&hl=id&rclk=1","Kedai Pitube","3,0","(2)","","","Makanan Sehat","·","Jl. Gubeng Kertajaya VII B No.15","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHB9SaoZUPYyB-A1-Ol_YPQ1_ZZFSKOlXnZYdYrxoS7i5ych7pERjcb6HNUFt5PbLBDCyoZTskXTqNcbBQQMXpmS6CBKce42GWwAmZJZeeKwqXruQlg2OzesdxDy9Bv-jjdHcge=w129-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Warkop+Kedai+Kopi+Djoeang/data=!4m7!3m6!1s0x2dd7fb0023cf93dd:0xab1cabd5403148b4!8m2!3d-7.2727348!4d112.7623509!16s%2Fg%2F11w2nmrpl6!19sChIJ3ZPPIwD71y0RtEgxQNWrHKs?authuser=0&hl=id&rclk=1","Warkop Kedai Kopi Djoeang","5,0","(7)","","","Kedai Kopi","·","Jl. Jojoran IV No.24, RT.001/RW.08","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGL3zP5Q3nVw9rD4sjilF0dS3J3ilmqqnyV1mVfgOuyvck4XsOmwkE9ITYvwUUwZiJeeQPEJdNKOhZ7ldelLUatZX2knUUzard29NPjAF7mZzGgzagdPULyLwk3zd35RUWLNBjU=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya luas enak, family friendly.""","",""
"https://www.google.com/maps/place/WARKOP+HIJAU+%28Movie,+Music,+Sport%29/data=!4m7!3m6!1s0x2dd7fbd19e7893a7:0xd7042a27cd1c627d!8m2!3d-7.2738776!4d112.7558975!16s%2Fg%2F11cs2bs104!19sChIJp5N4ntH71y0RfWIczScqBNc?authuser=0&hl=id&rclk=1","WARKOP HIJAU (Movie, Music, Sport)","4,3","(8)","·","$","Kedai Kopi","·","·","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaFruiCan4JKVEchWLAxe9YrdvthzuAWoHEnzbc7wkNu6sJ3dJyosQNrJeAdBbYUqJKNErwAm-u0Ka9C53tq0T9E4-jr8qYXR-c745Z5_VR3ziXmv53LWC4NmZEKxBr2qnSyQ=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Kopi+Musa/data=!4m7!3m6!1s0x2dd7fbd040b34b89:0x1a8f8d24e0c024ce!8m2!3d-7.2751308!4d112.752861!16s%2Fg%2F11gdkq0lw7!19sChIJiUuzQND71y0RziTA4CSNjxo?authuser=0&hl=id&rclk=1","Kedai Kopi Musa","4,2","(23)","","","Kedai Kopi","·","·","Tutup","· Buka Sen pukul 16.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEy4GDzW3eMmtHUkAdjSIdJUAcMJBk9S5ux1fpqudjQqTbQlAOAt0a-y_jLLYDH_1OnKQAmIBHxgsOshezZT0aeXT-_4_FgyRnLQjASbVop77ZyNynP4oQk7PxKxmd-YtIukj2_=w163-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Cappucino+Cincau+Asweger+%28Capcin%29/data=!4m7!3m6!1s0x2dd7fbd19a61f14d:0xc57d36f40a6e86!8m2!3d-7.2722081!4d112.7617418!16s%2Fg%2F11txs6zrps!19sChIJTfFhmtH71y0Rhm4K9DZ9xQA?authuser=0&hl=id&rclk=1","Cappucino Cincau Asweger (Capcin)","5,0","(6)","","","Kedai Kopi","·","PQH6+4M8, Jl. Jojoran I","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFGklN6KOx0w0Y4drWFXTHDhXwSPdWZMZn0NS2LmPCozhZ3gH7w9Fyp85EIAKmhYVuKXDsGsvPXiLfnRzGomlulfoncLy7Om9KgjZBeAaofHr3hFK8gZ_HZWD7ZkKw0MtCM_1Ud4w=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah  , sekarang ada yg jumbo""","",""
"https://www.google.com/maps/place/Giras+Devic/data=!4m7!3m6!1s0x2dd7fba74be3daa5:0xaf02066e217abf66!8m2!3d-7.2684977!4d112.7527442!16s%2Fg%2F11hd9ld1mg!19sChIJpdrjS6f71y0RZr96IW4GAq8?authuser=0&hl=id&rclk=1","Giras Devic","","","","","Kedai Kopi","·","Jl. Gubeng Klingsingan No.32","Buka","· Tutup pukul 23.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EONriBwc24acZegZNxnlsA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=245.34987&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/STMJ+TEMPUR+%26+REMPAH/data=!4m7!3m6!1s0x2dd7fbe02dcc6179:0xa29211c8bd0acfa1!8m2!3d-7.2677637!4d112.7610861!16s%2Fg%2F11qwrv0wzl!19sChIJeWHMLeD71y0Roc8KvcgRkqI?authuser=0&hl=id&rclk=1","STMJ TEMPUR & REMPAH","4,8","(4)","","","Kedai Kopi","·","PQJ6+VCW, Jl. Karang Menjangan","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHme3DpZ6NnzBoTZ_9OIlgUdPaTnB2KMrtKmlrdOW52SeVCys3tAt-J2zQlvVjff8xSrqMCBUJxrjtDx1fNb9Lb7L3qlimOLeqgQybGA98WBSexhaKT1cBP40bF5lM9M1h_XF_I=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Mie+Srikana/data=!4m7!3m6!1s0x2dd7fbb9c58488b3:0xa5fb7eaf3dbc6c03!8m2!3d-7.2762768!4d112.757143!16s%2Fg%2F11xkm3rz3r!19sChIJs4iExbn71y0RA2y8Pa9--6U?authuser=0&hl=id&rclk=1","Kedai Mie Srikana","5,0","(91)","·","Rp 1–25.000","Mi","·","Jl. Gubeng Kertajaya Gg 7D No.52","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFXHY0-VefCVTlAcdHv4zkGtg1dQbhofG3_pRnpKjGRLzJg9_V06Xie98h7OndIIeptnVQBQwXjgXshcV7_DarP7NqdAiC3mLBxQXa4-yMoEiMf3ddqqIYFZrG2CE3i7uehqDsVY5xYZ-_4=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pertama kali makan disini, mienya enak harganya murah.""","",""
"https://www.google.com/maps/place/Kedai+Renjana/data=!4m7!3m6!1s0x2dd7fb000fe2c591:0xdae4333a11298fcd!8m2!3d-7.2673699!4d112.761267!16s%2Fg%2F11y198j0h2!19sChIJkcXiDwD71y0RzY8pEToz5No?authuser=0&hl=id&rclk=1","Kedai Renjana","","","","","Brunch","·","Jl. Karang Menjangan No.21","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hMexAjnncDq8ZRYejtzkAg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=86.41853&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Kopi+Seroepa/data=!4m7!3m6!1s0x2dd7fbf2e24de7b7:0xbbc17ce6be86a6d4!8m2!3d-7.2697704!4d112.7705856!16s%2Fg%2F11g23_83ds!19sChIJt-dN4vL71y0R1KaGvuZ8wbs?authuser=0&hl=id&rclk=1","Kedai Kopi Seroepa","5,0","(1)","","","Kedai Kopi","·","no, Jl. Mojo Kidul No.5 111","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHFveiLSCpUNmqhXi597HxhUFPVWEMoi9ZFivd1QudgksekSPb3TjEBqiWdtgF1-4wf4dP60a_2dWMdLkzeZPj1zUDsjTyk8Cpcqfi1ukepBC17mK1vdYBnVWib4OytHvyomr6rbg=w92-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kopi+ireng/data=!4m7!3m6!1s0x2dd7fbb40ac0ed87:0x3a0af6203eecf11!8m2!3d-7.2709598!4d112.7562381!16s%2Fg%2F11nm9r9pl1!19sChIJh-3ACrT71y0REc_uA2KvoAM?authuser=0&hl=id&rclk=1","Kopi ireng","","","","","Kedai Kopi","·","Jl. Dharmawangsa No.54","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGFEs6XaQEThpuvsjE4TiY6bYEln8ycZAgNyOam2IDQRJFel795ukLeJPzdDI6mgJqGbyN9vreSm5eF3SO8AJLv7t-XAtyLyWASNdqB3zI9mWa1FLWQcf-oVP6swSnqHrd_J3mb=w80-h106-k-no","","Makan di tempat","Drive-through","·"
"https://www.google.com/maps/place/Warung+Kopi+Rizky/data=!4m7!3m6!1s0x2dd7fb09786837c5:0xa6346651471775b!8m2!3d-7.2732633!4d112.7552368!16s%2Fg%2F11pdycq6yw!19sChIJxTdoeAn71y0RW3dxFGVGYwo?authuser=0&hl=id&rclk=1","Warung Kopi Rizky","5,0","(8)","","","Kedai Kopi","·","Jl. Gubeng Airlangga IV No.25, RT.006/RW.02","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHbSuOo4W3LEKp2Vk9YXYubCLqgs9M_H6IA1ggSgj_gc6BNS5NzPvD93RAlpg7aP7w66XgKCuIpe9H6pUC1B32daLtOzyW2YONy12RVx0wKXlwK-tzJ8ujgTxQcSu7EI7X5mbPl=w80-h142-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Safa+-+Sifa/data=!4m7!3m6!1s0x2dd7fb004be0d6a3:0xdd8dd622e34a87a8!8m2!3d-7.2740563!4d112.7569492!16s%2Fg%2F11y8k785bw!19sChIJo9bgSwD71y0RqIdK4yLWjd0?authuser=0&hl=id&rclk=1","Kedai Safa - Sifa","","","","","Kedai Kopi","·","PQG4+9QG, Jl. Srikana","Buka","· Tutup pukul 20.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFmZYRtQzEYb_pYWDYauOr6jSNJ6j0QA-FB5kJ30EBi7prQTRnqpeu7Fq3OTxe6UN6T1R_oWEdJal4B4vTLlXUrkKZQn5i73YxgKmX1yUPN3Q2yJ0px4ZVj_FFb8RxM8kyoGC2n=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+De%27OCID+Nasi+Goreng+Jawa/data=!4m7!3m6!1s0x2dd7fbb882934263:0x807029cc1ba47ee7!8m2!3d-7.2724299!4d112.752473!16s%2Fg%2F11fkq62740!19sChIJY0KTgrj71y0R536kG8wpcIA?authuser=0&hl=id&rclk=1","Kedai De'OCID Nasi Goreng Jawa","4,8","(4)","","","Jawa","·","Gubeng Jaya III No.11-A, RT.003/RW.02","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGE_fbwiPKRA3eg2xnpbzDGfZc48WCWRrFz_4QjtvcaVQ-4BO-cEYVzAiW5hFnUJgBap671THI15E9ASx2SKNox3jz8xYYBAoJSFbICOgXkRNi3chG5mxbg7bUrxirDMrUvTe5G=w80-h169-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nyaman, enak, keren""","",""
"https://www.google.com/maps/place/Kedai+27+Derajad/data=!4m7!3m6!1s0x2dd7fa4cc1eb422b:0xce87f01fb3fa0c90!8m2!3d-7.2924562!4d112.7642585!16s%2Fg%2F11hd6zhn8x!19sChIJK0LrwUz61y0RkAz6sx_wh84?authuser=0&hl=id&rclk=1","Kedai 27 Derajad","5,0","(3)","","","Kafe","·","Jl. Manyar Kartika Barat No.19","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHEd_LaHmS4zwJUpd51ihq_ktisUZkICQU42pGBgRwk0WFyyX9jMc3o8e6CEaeR6kCpJQpztaojAAGJ7RMUuZcWKYhqp8Tq1TvGGvPZdHx8Wx64ze53W5i2xenrEkv2yyUpx_4=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Lin%27s+kedai/data=!4m7!3m6!1s0x2dd7fbd185c9a1b7:0x2adad2746b03999d!8m2!3d-7.2732461!4d112.7543133!16s%2Fg%2F11jfsc44bc!19sChIJt6HJhdH71y0RnZkDa3TS2io?authuser=0&hl=id&rclk=1","Lin's kedai","5,0","(4)","","","Kedai Kopi","·","Jl. Gubeng Airlangga IV No.43","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFFQtlf45lr6xIYu5FG9AnWzkJcW37fGYEhJu2Nh1gV1fmuyrvfT0cq4x1FljlRGWZgdgS68QnfMd0jSTPJXtpnEmE8_91u5ERe7Gu7RNTz__-EbbWljHz--L37J9Zejhhg7mzvIg=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+STMJ+%26+Kopi+Mat+Kodak/data=!4m7!3m6!1s0x2dd7f9bee7fdf995:0x4ed89d7e9e92ecb7!8m2!3d-7.2574087!4d112.7719201!16s%2Fg%2F11ghq5yx_c!19sChIJlfn957751y0Rt-ySnn6d2E4?authuser=0&hl=id&rclk=1","Kedai STMJ & Kopi Mat Kodak","4,9","(11)","","","Kedai Kopi","·","Jl. Ploso Baru No.20","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGeY6ZfcAZ7i1LRPDz231ZIzzkxnK8Vp8fmnMZ5ifvi045uzb5SqwAOAGLUCu8hMaGlhRUM6I6cIKqKlLzOnyPnQjBygXq_W0VoFWzqzoFHzFlYKzZXN-sAMn5Bmyf4syVoVUET=w197-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mantul gaes STMJ nya murah.. tempat bisa buat poto2.. instagramable..""","",""
"https://www.google.com/maps/place/Kedai+5758/data=!4m7!3m6!1s0x2dd7fbbb690558c1:0x4d33b7bc8cab2923!8m2!3d-7.295495!4d112.745984!16s%2Fg%2F11cmy4w4qm!19sChIJwVgFabv71y0RIymrjLy3M00?authuser=0&hl=id&rclk=1","Kedai 5758","4,2","(9)","","","Kedai Kopi","·","·","Buka","· Tutup pukul 01.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=koPuhpbZH-9NNKOjFJ4ydw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=120.88061&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/KEDAI+CUKUR+BRO+%2F+BARBERSHOP/data=!4m7!3m6!1s0x2dd7fb00465176b5:0x55122f4305cb4fd7!8m2!3d-7.2781496!4d112.7592487!16s%2Fg%2F11w9tv3wrv!19sChIJtXZRRgD71y0R10_LBUMvElU?authuser=0&hl=id&rclk=1","KEDAI CUKUR BRO / BARBERSHOP","4,9","(214)","","","Tempat Cukur Rambut","·","Gubeng Kertajaya XI Jalan No.5","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF6KIlY3jmUZ0tSun2bO11or3DIcfLoF9kgkoDulPApQnmsb0Zg8tKJ175IB5FUR5F9f8y7zh4AqqROv4GUpEyBqCjg2jAINdZo-s5bYy12WP09LHJiyUy98zKMA2Z_s30PgxNODA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ownernya seru, tempatnya bersih, harganya worth it....wajib kesini""","",""
"https://www.google.com/maps/place/%27@rumdalu+kedai%27/data=!4m7!3m6!1s0x2dd7fb89e9d389d3:0xbc852aba7f8a3f10!8m2!3d-7.2591637!4d112.7343392!16s%2Fg%2F11h4gv8zyn!19sChIJ04nT6Yn71y0RED-Kf7oqhbw?authuser=0&hl=id&rclk=1","@rumdalu kedai","4,6","(24)","","","Kedai Kopi","·","·","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF19uKfIFjKwjqkpGQh_HM8RCQb3I9dk1747eNIT5smLEEy44WEp1h3iyfXqvrqpivQkkUzTwLkySC-sQRxdPGOLVjw9kS7I1KzvXAIXB9j80gRcNAf6fG79_C7-5t7V79zu8ND=w80-h106-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Semampir/data=!4m7!3m6!1s0x2dd7faf626474937:0x7a488fe28147dcbb!8m2!3d-7.305506!4d112.778622!16s%2Fg%2F11b6xhgb7m!19sChIJN0lHJvb61y0Ru9xHgeKPSHo?authuser=0&hl=id&rclk=1","Kedai Semampir","4,4","(94)","·","$","Kedai Kopi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGKkyOBhi-3G7h1MoBOtWYTzLIcfQV5U18Ul9DmNME-vIX5KpMG77ZwzSjm0ZyUP5amUaciOSjdUrHw5HdskqwCNFlYmEsLOS936XvnyOZcqNFyjahc18M_uKbh2dsC5v9_j82G=w134-h92-k-no","","Makan di tempat","Tidak menyediakan layanan pengiriman","·"
"https://www.google.com/maps/place/Warung+Kopi+%26+Warung+Nasi+Vinda/data=!4m7!3m6!1s0x2dd7fbd557928e69:0x954ac1db590bf323!8m2!3d-7.2659759!4d112.7621888!16s%2Fg%2F11jzw7mn7w!19sChIJaY6SV9X71y0RI_MLWdvBSpU?authuser=0&hl=id&rclk=1","Warung Kopi & Warung Nasi Vinda","5,0","(1)","","","Kedai Kopi","","","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=w9r1XS82o6nQrZBA31qokA&cb_client=search.gws-prod.gps&w=80&h=92&yaw=177.7907&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/KEDAI+PLATAG/data=!4m7!3m6!1s0x2dd7fbd37c31d32f:0x3e27f9d0363ba6e2!8m2!3d-7.2973686!4d112.7242952!16s%2Fg%2F11kymt2878!19sChIJL9MxfNP71y0R4qY7NtD5Jz4?authuser=0&hl=id&rclk=1","KEDAI PLATAG","4,6","(124)","","","Kedai Kopi","·","·","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG8o8Bzz6LmcrI-7sbAaVop5s_YtUJyzvFO3ek8J2_yMMvEOnEYqE_7jhCwzuGDU2lCrJhyuD9sL1oeXDeUV5NC9tD78Qfq1FPKfnK9zAVfSdEr4Pj6dRKOBJda0rpSvv3rLnSj=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya bagus dan ramai kopinya enak""","",""
"https://www.google.com/maps/place/KEDAI+PULO/data=!4m7!3m6!1s0x2dd7fb88cf17c77f:0xf973cff7fa5f9e05!8m2!3d-7.3029717!4d112.7283468!16s%2Fg%2F11frq260n7!19sChIJf8cXz4j71y0RBZ5f-vfPc_k?authuser=0&hl=id&rclk=1","KEDAI PULO","4,5","(174)","·","Rp 1–25.000","Kafe","·","Jl. Pulo Wonokromo No.251","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEO8ACpzQjUZ-R17takEbF-86Pg7H_6iAfGCGjtcr1oVLugdtDoUfdehNIFQk8XS6iwU23XYuesJCA1WUPXPvesynIRWvatfKDzvXRYh_uFbVtyrBUm8qRzDpFCjDck00rWG3T0=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harganya murah banget dan enak.""","",""
"https://www.google.com/maps/place/Jagung+Bakar+Nikmat/data=!4m7!3m6!1s0x2dd7fb005c6ae9cf:0x70c91b3e46b20033!8m2!3d-7.2701166!4d112.7605181!16s%2Fg%2F11ygglftcd!19sChIJz-lqXAD71y0RMwCyRj4byXA?authuser=0&hl=id&rclk=1","Jagung Bakar Nikmat","5,0","(6)","·","Rp 1–25.000","Kedai Kopi","·","PQH6+X66","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvWevpoE4R-BgGjo4uffUGpe5PebzoXLJIDHNWfeqkMWNqWnjnjbESbYNPzqE_xk9gBePyArqbCOlL2Wd2bsty-h-qMzj8KFSZofs4QM7Jxm721ofTm9zUgS68wLqlu1XvTLG4hWAgvjIJ=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak bangeet camilan tusukannya, murah terus pelayanannya cepet.""","",""
"https://www.google.com/maps/place/Kedai+DBS/data=!4m7!3m6!1s0x2dd7fbf0167b0f43:0x9d07673b3e2f3026!8m2!3d-7.2696832!4d112.7553574!16s%2Fg%2F11l4crbsn8!19sChIJQw97FvD71y0RJjAvPjtnB50?authuser=0&hl=id&rclk=1","Kedai DBS","","","","","Kedai Kopi","·","Jl. Dharmawangsa IV No.18","","","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7VZo00IVZr6n61NY5QCzfw&cb_client=search.gws-prod.gps&w=80&h=92&yaw=38.23167&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Mana/data=!4m7!3m6!1s0x2dd7f941091f0a87:0xb2cea7152014c74!8m2!3d-7.2331745!4d112.7629569!16s%2Fg%2F11smc2kp7g!19sChIJhwofCUH51y0RdEwBUnHqLAs?authuser=0&hl=id&rclk=1","Kedai Mana","4,8","(22)","·","Rp 25–50 rb","Kafe seni","·","Jl. Platuk No.71","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG9-tNXew4YhxS1hcgsLdfQlGJssW2OMCeKjnPRd4CBUW28wwkJU1hD8mlOHv-BPYeeEax4BIyojTd6vdF_EPWkCuiAav-mzjC9FG_He7ApLf_LK3G6u6pTBIL7qtDVZ0wYS85mb7748cq5=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, murah, dekat rumah dan kids friendly krn banyak mainan dan komik.""","",""
"https://www.google.com/maps/place/Salad+Buah+SIHASZ/data=!4m7!3m6!1s0x2dd7fb1bc8d2cbbb:0xb1801465a822d9e7!8m2!3d-7.2679949!4d112.761079!16s%2Fg%2F11j0008cjt!19sChIJu8vSyBv71y0R59kiqGUUgLE?authuser=0&hl=id&rclk=1","Salad Buah SIHASZ","4,8","(22)","","","Salad","·","Jl. Karang Menjangan No.33","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEeqKBNQxdGjwckRKUNGO3tuuiP697HeJ-o9jkXlyu9rxQDX_Us4jZV0dVtkNNmVNFOk9sXhUNBXrsZVoLaWUfEyuPn5ZijEIg0Jz_MkdzQGxtJ5t5Zkh-ZFkbpYags7ZYFrfia=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Made by order, salad buah kita di kemas saat kita pesan.""","",""
"https://www.google.com/maps/place/Pitulikur+warkop/data=!4m7!3m6!1s0x2dd7fbcadbd5adf9:0xf055f5ae6d95d541!8m2!3d-7.2742437!4d112.7579135!16s%2Fg%2F11svw4y7yl!19sChIJ-a3V28r71y0RQdWVba71VfA?authuser=0&hl=id&rclk=1","Pitulikur warkop","4,3","(3)","","","Kedai Kopi","·","Jl. Srikana No.40","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF0BsWCPKHoO02S-6gEW3T3pKyXys38RZ--sOHCVho52SS8fgTCaYuQxs6TlxAkhv4Z_SoO230NecQdLC5OYDQmlvh14Tv6Yi_J2OZ6Q-hZYlxzFyTP8DXMmAm2pYNdWNIHWBdgHg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kelihatannya sudah pindah atau ganti tempat""","",""
"https://www.google.com/maps/place/Kedai+Saling+Temu+Surabaya/data=!4m7!3m6!1s0x2dd7fddffbad07ff:0x70e321b3e6c2096c!8m2!3d-7.3178032!4d112.7221969!16s%2Fg%2F11p5rj6f_4!19sChIJ_wet-9_91y0RbAnC5rMh43A?authuser=0&hl=id&rclk=1","Kedai Saling Temu Surabaya","4,9","(44)","·","Rp 1–25.000","Toko Makanan","·","Jl. Ketintang Madya V No.2A","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFaOHXWMemndLG1RTOH2zlFu-H0duNPo7btEHhC9yUkIo-lLvBYQLG98Sz0mDCxYxYfFkKM9PPT1RlijAcbuNwiQFOIr4z8OxYCvyb3Xy54-9CjD-soJ8KqH0nc3McNsAte96ZD=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat enak buat santai, rasa makanannya enak, juara banget""","",""
"https://www.google.com/maps/place/Kedai+Cafetaria/data=!4m7!3m6!1s0x2dd7fbf7ab806305:0x2ee5cf64a2d5a7f9!8m2!3d-7.3001465!4d112.7663065!16s%2Fg%2F11gxwr0_rb!19sChIJBWOAq_f71y0R-afVomTP5S4?authuser=0&hl=id&rclk=1","Kedai Cafetaria","3,9","(7)","","","Restoran","·","Jl. Nginden Semolo No.42 Blok A-01, RT.000/RW.00","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFsoNfVN8KRbrDNBp5Sidudz7RRIcQ02iB57-2mlJnGtkPnUK8E_LfNwgoyzXg33qnlZEnKOcn2h3L_x6M7-wyFHUtgp44t6qp-o0qcJnhBx2brMuWDrJLG9-MHzDpbqA-jKiV_=w137-h92-k-no","","Makan di tempat","Bawa pulang","·"
"https://www.google.com/maps/place/Kedai+Kayuramist/data=!4m7!3m6!1s0x2dd7fb098494bc19:0x72fde11e894527e!8m2!3d-7.3092716!4d112.7314812!16s%2Fg%2F11gdsg9ht7!19sChIJGbyUhAn71y0RflKU6BHeLwc?authuser=0&hl=id&rclk=1","Kedai Kayuramist","4,7","(11)","","","Kedai Kopi","·","Jl. Jetis Kulon VI No.22","Buka","· Tutup pukul 02.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFeUOJFQxFV2lmLiZIUBzBxRMkwF7A9nYd8j9d19aj-CpIDpwdYWuBW0xARKWfSaBr7bVCrfvcRG0BOrBz78fVO7F9mNCbkJ1EKY-Vi7FtIKycfT9pViElNvbJQ4COKg6nbiXPu=w122-h92-k-no","","Makan di tempat","Bawa pulang","·"
