"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","doJOZc","W4Efsd 7","lcr4fd href","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/Aulia+Fotocopy+%28Tempat+Fotokopi+%26+Print%29/data=!4m7!3m6!1s0x2e7a597f4d46be65:0x843cc28e2b564f07!8m2!3d-7.763897!4d110.3744534!16s%2Fg%2F11rtp8ysmx!19sChIJZb5GTX9Zei4RB09WK47CPIQ?authuser=0&hl=id&rclk=1","Aulia Fotocopy (Tempat Fotokopi & Print)","4,3","(26)","Toko Fotokopi","·","Jl. Selokan Mataram","Buka","· Tutup pukul 21.00","·","0813-2981-2229","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""langganan nge","print","di sinii, murah dan file bisa dikirim lewat wa."""
"https://www.google.com/maps/place/Anaya+Copy+Center+%28+Fotokopi,+Print,+Penjilidan+%26+ATK+%29/data=!4m7!3m6!1s0x2e7a59005173ec65:0xc2850d53731eff15!8m2!3d-7.7666957!4d110.385916!16s%2Fg%2F11yw0yygs9!19sChIJZexzUQBZei4RFf8ec1MNhcI?authuser=0&hl=id&rclk=1","Anaya Copy Center ( Fotokopi, Print, Penjilidan & ATK )","5,0","(2)","Toko","·","Jl. Apokat","Tutup","· Buka Sen pukul 08.00","·","0822-2036-3177","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pesen kupon pagi siang sudah selesai, mantap sekali""","",""
"https://www.google.com/maps/place/Fotokopi+Restu+Abadi/data=!4m7!3m6!1s0x2e7a59bbf030c779:0x3d31ca128e135c89!8m2!3d-7.7678355!4d110.3958084!16s%2Fg%2F11b64mbfkz!19sChIJeccw8LtZei4RiVwTjhLKMT0?authuser=0&hl=id&rclk=1","Fotokopi Restu Abadi","3,3","(79)","Toko Fotokopi","·","Jl. Tantular No.91","Buka","· Tutup pukul 21.00","·","0882-1486-6609","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sering","print","disini.. sekaligus jual alat tulis yg lengkap.."""
"https://www.google.com/maps/place/Fotocopy+Artomoro/data=!4m7!3m6!1s0x2e7a59c5c469e9b7:0x2994c1cd4eb8a04f!8m2!3d-7.7766313!4d110.3931909!16s%2Fg%2F1pt_bzw53!19sChIJt-lpxMVZei4RT6C4Ts3BlCk?authuser=0&hl=id&rclk=1","Fotocopy Artomoro","3,4","(62)","Toko Fotokopi","·","Jl. Demangan Baru No.30C","Segera tutup","· 18.00 · Buka Sen pukul 06.00","·","(0274) 583981","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomendsd buat yang butuh","print","cepet."""
"https://www.google.com/maps/place/Print+Jogja+Spektrum+Graphic+Studio/data=!4m7!3m6!1s0x2e7a59cb17baba5f:0x779de2bda7fd987b!8m2!3d-7.7780979!4d110.379999!16s%2Fg%2F1pzsr2zrf!19sChIJX7q6F8tZei4Re5j9p73inXc?authuser=0&hl=id&rclk=1","Print Jogja Spektrum Graphic Studio","4,0","(410)","Kantor Perusahaan","·","·","Tutup","· Buka Sen pukul 08.00","Jl. Prof. Dr. Ir. Herman Johannes No.1099","(0274) 545480","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Langgananku digital printing.. harga oke.. hasil memuaskan.""","",""
"https://www.google.com/maps/place/dien+copy+center/data=!4m7!3m6!1s0x2e7a59b53f3d3acb:0x657d2d58c8a69e4f!8m2!3d-7.7734219!4d110.3890581!16s%2Fg%2F11j4sghjpw!19sChIJyzo9P7VZei4RT56myFgtfWU?authuser=0&hl=id&rclk=1","dien copy center","5,0","(15)","Toko Percetakan","·","Gg. Guru","","","","0823-2209-0400","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apalagi ngeprint skripsi yg ratusan lembar""","",""
"https://www.google.com/maps/place/Ngeprint+Jogja+%E2%80%93+Digital+print+%26+percetakan/data=!4m7!3m6!1s0x2e7a590060197f2d:0xd19c65466968ca9a!8m2!3d-7.7533199!4d110.3970114!16s%2Fg%2F11whbmf__w!19sChIJLX8ZYABZei4RmspoaUZlnNE?authuser=0&hl=id&rclk=1","Ngeprint Jogja – Digital print & percetakan","4,8","(367)","Toko Percetakan","·","PT Cetak Laba Bersih, Jl. Mangga No.71 B","·","Tutup","· Buka Sen pukul 07.30","0878-9327-0000","","Situs Web","","","https://ngeprintonline.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Super nyaman cepat dan harga sangat bersahabat","print","poster start Rp."""
"https://www.google.com/maps/place/Foto+Copy+Rahmat/data=!4m7!3m6!1s0x2e7a59b263e54fe9:0xf9279caef3d10938!8m2!3d-7.7651174!4d110.3818587!16s%2Fg%2F11b75fcmz4!19sChIJ6U_lY7JZei4ROAnR866cJ_k?authuser=0&hl=id&rclk=1","Foto Copy Rahmat","3,1","(22)","Toko Fotokopi","·","·","Buka","· Tutup pukul 21.00","Jl. Kaliurang Blok CT 3 No.17","(0274) 8552958","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat fotokopi ini cukup lengkap dan praktis.""","",""
"https://www.google.com/maps/place/Print,+copy,+jilid/data=!4m7!3m6!1s0x2e7a59744f128c97:0x37187a28d48a7992!8m2!3d-7.7646581!4d110.4057855!16s%2Fg%2F11kbsns1dy!19sChIJl4wST3RZei4RknmK1Ch6GDc?authuser=0&hl=id&rclk=1","Print, copy, jilid","1,0","(1)","Toko","·","Blk. F Jl. Perumnas No.1A","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Bakoel+Printing/data=!4m7!3m6!1s0x2e7a584860105853:0x314e30635aa8125f!8m2!3d-7.7728945!4d110.3680388!16s%2Fg%2F11b8_2nvx_!19sChIJU1gQYEhYei4RXxKoWmMwTjE?authuser=0&hl=id&rclk=1","Bakoel Printing","4,1","(869)","Toko Percetakan","·","Jl. A.M. Sangaji No.63B","Tutup","· Buka Sen pukul 09.00","·","0878-3878-2998","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat langganan buat cetak-cetak dengan harga bersahabat.""","",""
"https://www.google.com/maps/place/Sampurna+Print+Jakal/data=!4m7!3m6!1s0x2e7a591950e36355:0x5a22b67e3d146410!8m2!3d-7.7586652!4d110.3816215!16s%2Fg%2F11xp38fcn1!19sChIJVWPjUBlZei4REGQUPX62Ilo?authuser=0&hl=id&rclk=1","Sampurna Print Jakal","","","Layanan cetak digital","·","Jl. Kaliurang No.10B","Buka","· Tutup pukul 19.00","·","0888-0611-4814","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/GKM+Print/data=!4m7!3m6!1s0x2e7a590ba48191e3:0xb2372c37bec7565d!8m2!3d-7.7493155!4d110.3991191!16s%2Fg%2F1pzr6xfq4!19sChIJ45GBpAtZei4RXVbHvjcsN7I?authuser=0&hl=id&rclk=1","GKM Print","4,4","(795)","Layanan cetak digital","·","·","Jl. Sukoharjo No.1A1","Buka","· Tutup pukul 23.00","(0274) 887144","","Situs Web","","·","http://instagram.com/gkm_print","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat printing dengan kwalitas & harga yang affordable bgt.""","",""
"https://www.google.com/maps/place/POLYFLEX+EXPERT+JOGJA/data=!4m7!3m6!1s0xad61eb642dbd71c3:0xcec92f80ac4d53f!8m2!3d-7.7785!4d110.392794!16s%2Fg%2F11rqyqxzb8!19sChIJw3G9LWTrYa0RP9XECviS7Aw?authuser=0&hl=id&rclk=1","POLYFLEX EXPERT JOGJA","4,3","(28)","Toko Pakaian","·","Jl. Demangan Baru No.Kav. B","Buka","· Tutup pukul 19.00","·","0811-2955-237","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Order DTF respon cepat dan selesainya juga cepat.""","",""
"https://www.google.com/maps/place/print/data=!4m7!3m6!1s0x2e7a590077b7b86f:0x4c08066b5576eb14!8m2!3d-7.7708911!4d110.3833807!16s%2Fg%2F11vy3w85y7!19sChIJb7i3dwBZei4RFOt2VWsGCEw?authuser=0&hl=id&rclk=1","print","4,0","(1)","Jasa percetakan 3D","·","69HM+M96","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Resolusi+Jogja+Print/data=!4m7!3m6!1s0x2e7a5986a52da6c1:0x9c6672400c1486cf!8m2!3d-7.7695447!4d110.4072938!16s%2Fg%2F11j0xqfzp_!19sChIJwaYtpYZZei4Rz4YUDEByZpw?authuser=0&hl=id&rclk=1","Resolusi Jogja Print","5,0","(42)","Printer Digital","·","Jl. Seturan I No.236","Tutup","· Buka Sen pukul 08.00","·","0811-2803-0222","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Print","cepat kualitas bagus harga bersahabat"""
"https://www.google.com/maps/place/Vios+Print/data=!4m7!3m6!1s0x2e7a59d1dd437ce1:0x352275a78ba80365!8m2!3d-7.785056!4d110.3863622!16s%2Fg%2F11b75jyt3h!19sChIJ4XxD3dFZei4RZQOoi6d1IjU?authuser=0&hl=id&rclk=1","Vios Print","4,7","(33)","Printer Digital","·","·","Tutup","· Buka Sen pukul 07.00","Jl. Tri Brata No.#2","0822-2663-2171","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","print","semua jenis kertas terbaik"""
"https://www.google.com/maps/place/Win+Foto+Copy+%26+Print+Center/data=!4m7!3m6!1s0x2e7a59002489904b:0xb530222057256b0a!8m2!3d-7.7689647!4d110.3891632!16s%2Fg%2F11yzb2hl_z!19sChIJS5CJJABZei4RCmslVyAiMLU?authuser=0&hl=id&rclk=1","Win Foto Copy & Print Center","","","Warnet","·","Jl. Flamboyan No.6 No.CT- X no","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Ficha+Photo+Copy/data=!4m7!3m6!1s0x2e7a584c16bcc155:0x260ceb0a7d0c476d!8m2!3d-7.7701918!4d110.3733351!16s%2Fg%2F11c0qkhgd0!19sChIJVcG8FkxYei4RbUcMfQrrDCY?authuser=0&hl=id&rclk=1","Ficha Photo Copy","3,5","(6)","Toko Fotokopi","·","Jl. Kesehatan No.B 49","Tutup","· Buka Sen pukul 07.00","·","0857-9938-1844","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat langganan fotokopi laporan dan catatan tugas jaman kuliah.""","",""
"https://www.google.com/maps/place/Jogja+Print+Online/data=!4m7!3m6!1s0x2e7a595cd0c5171d:0x1ec5f81f77959c60!8m2!3d-7.7659914!4d110.4184768!16s%2Fg%2F11td_fy623!19sChIJHRfF0FxZei4RYJyVdx_4xR4?authuser=0&hl=id&rclk=1","Jogja Print Online","","","Toko Percetakan","·","Jl. Lele IV No.3","Buka 24 jam","","·","0813-8898-2940","","Rute","","","","","","","Pesan antar","",""
"https://www.google.com/maps/place/NUGRAHA+Foto+Copy,+Print+dan+Penjilidan/data=!4m7!3m6!1s0x2e7a590f005448ab:0xb5aa4246cd65f0e!8m2!3d-7.7728543!4d110.3860541!16s%2Fg%2F11pzlx2th8!19sChIJq0hUAA9Zei4RDl_WbCSkWgs?authuser=0&hl=id&rclk=1","NUGRAHA Foto Copy, Print dan Penjilidan","4,5","(22)","Printer Digital","·","Jl. Amarta I","Tutup","· Buka Sen pukul 07.00","·","0821-1644-060","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mas nya gercepann, kualitas printnya bagusss, yg berwarna juga cakepp""","",""
"https://www.google.com/maps/place/Service+Komputer,+Pengetikan,+Print,+Cetak+Foto+Digital/data=!4m7!3m6!1s0x2e7a5957f5e57fc9:0xe7973e9acec199f!8m2!3d-7.7927766!4d110.3788136!16s%2Fg%2F11fkr38vb5!19sChIJyX_l9VdZei4RnxnsrOlzeQ4?authuser=0&hl=id&rclk=1","Service Komputer, Pengetikan, Print, Cetak Foto Digital","5,0","(2)","Servis Komputer","·","694H+VGP","Buka","· Tutup pukul 21.00","·","0821-1126-8068","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Foto+copy+dan+print/data=!4m7!3m6!1s0x2e7a59006bf7c7f9:0x231f4eae8433bd2f!8m2!3d-7.7535853!4d110.3841739!16s%2Fg%2F11wx6xq8x3!19sChIJ-cf3awBZei4RL70zhK5OHyM?authuser=0&hl=id&rclk=1","Foto copy dan print","5,0","(1)","Toko Fotokopi","·","Jl. Kaliurang No.43B","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Nusa+Indah+1+Photo+Copy+Dan+Print/data=!4m7!3m6!1s0x2e7a599bf8a6cf63:0x810e66b1af6da04e!8m2!3d-7.7579198!4d110.4087735!16s%2Fg%2F11wwx2gw_5!19sChIJY8-m-JtZei4RTqBtr7FmDoE?authuser=0&hl=id&rclk=1","Nusa Indah 1 Photo Copy Dan Print","3,7","(3)","6CR5+RGJ, Jl. Nusa Indah","","","","","","0881-6596-539","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Clik+Print+Shpp/data=!4m7!3m6!1s0x2e7a59c8426e7def:0x4267ca85c6fc6d9d!8m2!3d-7.7759467!4d110.3888671!16s%2Fg%2F11hd9ql4wp!19sChIJ731uQshZei4RnW38xoXKZ0I?authuser=0&hl=id&rclk=1","Clik Print Shpp","5,0","(1)","Kantor Perusahaan","·","Jl. Affandi Jl. Komp. Colombo No.1","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Achel+Print+Photocopy+Penjilidan/data=!4m7!3m6!1s0x2e7a59b9c5e25bcb:0x887df6118374a328!8m2!3d-7.773199!4d110.391936!16s%2Fg%2F1pzrk2_jh!19sChIJy1vixblZei4RKKN0gxH2fYg?authuser=0&hl=id&rclk=1","Achel Print Photocopy Penjilidan","3,7","(15)","Toko Fotokopi","·","Jalan STM Pembangunan No.15B Mrican Depok Sleman","Tutup","· Buka Sen pukul 06.00","·","(0274) 557673","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dikasih diskon kalo ngeprint/ fotocopy jumlahnya banyak.""","",""
"https://www.google.com/maps/place/Media+Centerlink/data=!4m7!3m6!1s0x2e7a59cf0660691d:0x4ca6bb42d3a0a121!8m2!3d-7.7818405!4d110.3880867!16s%2Fg%2F1pzrc31nd!19sChIJHWlgBs9Zei4RIaGg00K7pkw?authuser=0&hl=id&rclk=1","Media Centerlink","4,2","(154)","Percetakan Komersial","·","Jl. Affandi No.16","Tutup","· Buka Sen pukul 08.00","·","(0274) 566755","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan fast respon dan hasil cetak bagus""","",""
"https://www.google.com/maps/place/Grafiti+Print+System/data=!4m7!3m6!1s0x2e7a59ed2ba57155:0x75def77f82a5ae3a!8m2!3d-7.7732025!4d110.4107241!16s%2Fg%2F11by_y8ysl!19sChIJVXGlK-1Zei4ROq6lgn_33nU?authuser=0&hl=id&rclk=1","Grafiti Print System","4,2","(16)","Printer Digital","·","Ruko Babasari, Jl. Kledokan Babarsari no. 13","Tutup","· Buka Sen pukul 10.00","·","0877-0033-1005","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bengkel khusus printer ...""","",""
"https://www.google.com/maps/place/Enjooy+Print/data=!4m7!3m6!1s0x2e7a5953e3efe813:0xe2e46516395f1f9b!8m2!3d-7.7535912!4d110.3921409!16s%2Fg%2F11z38wn124!19sChIJE-jv41NZei4Rmx9fORZl5OI?authuser=0&hl=id&rclk=1","Enjooy Print","","","Toko Percetakan","·","Jl. Aster II, RT.2/RW.52","","","","0851-8728-2307","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Duta+Solusi+Print/data=!4m7!3m6!1s0x2e7a59934fb75d7d:0x7cac0b9157a0cea!8m2!3d-7.7547302!4d110.3770655!16s%2Fg%2F11s_tw9c_l!19sChIJfV23T5NZei4R6gx6FbnAygc?authuser=0&hl=id&rclk=1","Duta Solusi Print","4,6","(9)","Percetakan Komersial","·","·","Jl. Pogung Lor No.237, RT.02/RW.46","Tutup","· Buka Sen pukul 08.00","0858-6961-6635","","Situs Web","","·","https://shopee.co.id/dutasolusiprint","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil cetak bagus sesuai dengan harapan.""","",""
"https://www.google.com/maps/place/Oke+Print+Pusat+Refil+Tinta+%26+Toner/data=!4m7!3m6!1s0x2e7a58343b2e9ff1:0xdf00626e63b3ef01!8m2!3d-7.7786541!4d110.3732506!16s%2Fg%2F1hf2qjtp2!19sChIJ8Z8uOzRYei4RAe-zY25iAN8?authuser=0&hl=id&rclk=1","Oke Print Pusat Refil Tinta & Toner","4,7","(292)","Toko Isi Ulang Tinta Printer","·","·","Tutup","· Buka Sen pukul 08.30","utara bank panin, Jl. C. Simanjuntak No.77","0877-0556-9276","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya ramah dan ada diskon KTM, sukses selalu oke","print",""""
"https://www.google.com/maps/place/Get+Print+Jogja/data=!4m7!3m6!1s0x2e7a590dc41312fd:0x833c1f9f016af183!8m2!3d-7.7898691!4d110.3972803!16s%2Fg%2F11j4nd3t7m!19sChIJ_RITxA1Zei4Rg_FqAZ8fPIM?authuser=0&hl=id&rclk=1","Get Print Jogja","","","Perusahaan elektronik","·","Jl. Timoho Jl. Puri Timoho Asri II","·","Tutup","· Buka Sen pukul 08.30","0821-5863-2212","","Situs Web","","","http://www.linktr.ee/getprint","","Rute","","","",""
"https://www.google.com/maps/place/Essa+Fotocopy+Print+dan+Penjilidan/data=!4m7!3m6!1s0x2e7a5933995e140f:0xdcbfe274adbe52ef!8m2!3d-7.7660307!4d110.3882708!16s%2Fg%2F11wq0chj3f!19sChIJDxRemTNZei4R71K-rXTiv9w?authuser=0&hl=id&rclk=1","Essa Fotocopy Print dan Penjilidan","4,8","(21)","Toko Fotokopi","·","Jl. Gambir Karangasem Baru","Tutup","· Buka Sen pukul 07.00","·","0852-3223-3779","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bisa","print","by wa, cepat, reccomended"""
"https://www.google.com/maps/place/Bengkel+Print+Jogja+%2F+Joy+Print+Solution/data=!4m7!3m6!1s0x2e7a57883e9417cb:0xfe5abd6def5a536!8m2!3d-7.7686082!4d110.3893845!16s%2Fg%2F11ggr583hr!19sChIJyxeUPohXei4RNqX13tar5Q8?authuser=0&hl=id&rclk=1","Bengkel Print Jogja / Joy Print Solution","4,7","(187)","Jasa Reparasi Printer","·","CTX II, Gg. Hortensia No.11","·","Tutup","· Buka Sen pukul 08.00","0819-3103-0016","","Situs Web","","","http://www.joyprintsolution.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recomen buat benerin printer dan beli printilannya👍""","",""
"https://www.google.com/maps/place/Print+Kain+Jogja+-+KAEN+Indonesia/data=!4m7!3m6!1s0x2e7a59443a057d91:0x5e5dcac3664ca8f7!8m2!3d-7.7602377!4d110.3695938!16s%2Fg%2F11mfn7s6j0!19sChIJkX0FOkRZei4R96hMZsPKXV4?authuser=0&hl=id&rclk=1","Print Kain Jogja - KAEN Indonesia","4,8","(44)","Layanan cetak digital","·","Ruko Gemawang No 5, Monjali St No.KM 5","·","Tutup","· Buka Sen pukul 08.00","0878-9091-4669","","Situs Web","","","https://kainprint.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","print","kain jenis scuba disini untuk keperluan booth."""
"https://www.google.com/maps/place/Amanah+Print/data=!4m7!3m6!1s0x2e7a590022f1ba75:0xe2e775c14474fcc3!8m2!3d-7.778341!4d110.395281!16s%2Fg%2F11nc03r4z2!19sChIJdbrxIgBZei4Rw_x0RMF15-I?authuser=0&hl=id&rclk=1","Amanah Print","","","69CW+M35, Jl. Petung - Gg. Mushola","","","","","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Sekar+Langit+Print+%26+Copy+Centre/data=!4m7!3m6!1s0x2e7a59ecce20dd09:0x24d9935525c4854f!8m2!3d-7.7743464!4d110.4153533!16s%2Fg%2F12lst5y0h!19sChIJCd0gzuxZei4RT4XEJVWT2SQ?authuser=0&hl=id&rclk=1","Sekar Langit Print & Copy Centre","3,7","(7)","Toko Alat Tulis","·","6CG8+749, Jl. Babarsari","·","Tutup","· Buka Sen pukul 08.00","(0274) 7882229","","Situs Web","","","http://jasaprintjogja.blogspot.com/","","Rute","","","",""
"https://www.google.com/maps/place/YUSUF+Copy+Centre+%26+Print+Shop/data=!4m7!3m6!1s0x2e7a59b7c100d733:0xb5e34f0419aa345b!8m2!3d-7.7663764!4d110.3816057!16s%2Fg%2F11b6c5wf2j!19sChIJM9cAwbdZei4RWzSqGQRP47U?authuser=0&hl=id&rclk=1","YUSUF Copy Centre & Print Shop","3,2","(14)","Toko Fotokopi","·","Gg. Arumsari Jl. Selokan Mataram No.01","Tutup","· Buka Sen pukul 08.00","·","0856-4910-8404","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/G+PRINT+-+DIGITAL+PRINTING/data=!4m7!3m6!1s0x2e7a59cb44b2d949:0x3529cfd9a1bbf7b!8m2!3d-7.7677286!4d110.3894161!16s%2Fg%2F11spvwt1vy!19sChIJSdmyRMtZei4Re78bmv2cUgM?authuser=0&hl=id&rclk=1","G PRINT - DIGITAL PRINTING","4,3","(11)","Toko Percetakan","·","Jl. Flamboyan No.17 B","Tutup","· Buka Sen pukul 08.00","·","0812-2700-7009","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Percetakan rekomendet jogja hanya di
G -","print","🙂✌️"""
"https://www.google.com/maps/place/Bhimaja+fotocopi-print/data=!4m7!3m6!1s0x2e7a59ada3cbf1bd:0xf39c3a69ef8d426b!8m2!3d-7.7865274!4d110.3944688!16s%2Fg%2F11h1m43ll8!19sChIJvfHLo61Zei4Ra0KN72k6nPM?authuser=0&hl=id&rclk=1","Bhimaja fotocopi-print","","","Kantor Perusahaan","·","Jl. Bimo Kurdo No.74","Buka","· Tutup pukul 21.00","","","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Servis+Laptop+Jogja+I+Jual+-+Beli+Laptop+I+Komputer+I+Printer+I+Duta+Condong+Media+Catur/data=!4m7!3m6!1s0x2e7a5981dfa9a303:0xaed21a563062541d!8m2!3d-7.7560485!4d110.405413!16s%2Fg%2F11sjldls5j!19sChIJA6Op34FZei4RHVRiMFYa0q4?authuser=0&hl=id&rclk=1","Servis Laptop Jogja I Jual - Beli Laptop I Komputer I Printer I Duta Condong Media Catur","4,8","(95)","Toko Kaos Custom","·","Jl. Apokat No.54","·","Tutup","· Buka Sen pukul 08.00","0831-0427-8639","","Situs Web","","","http://www.sablonkaos-murah.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Service laptop di sini pelayanannya baik, bagus.""","",""
"https://www.google.com/maps/place/Elsa+photocopy+dan+print/data=!4m7!3m6!1s0x2e7a599d757bf773:0x7412e6647d8c4242!8m2!3d-7.7804134!4d110.4165093!16s%2Fg%2F11sk3h0yfv!19sChIJc_d7dZ1Zei4RQkKMfWTmEnQ?authuser=0&hl=id&rclk=1","Elsa photocopy dan print","5,0","(3)","Jasa percetakan 3D","·","Jl. Tambak Bayan VII","Tutup","· Buka Sen pukul 07.00","·","0877-3893-5405","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cepat dan ramah, hasil rapi""","",""
"https://www.google.com/maps/place/Solusi+Print+Yogyakarta/data=!4m7!3m6!1s0x2e7a59110ec733cd:0xa85b5686d912e165!8m2!3d-7.7658862!4d110.3910877!16s%2Fg%2F11s1qv3cnn!19sChIJzTPHDhFZei4RZeES2YZWW6g?authuser=0&hl=id&rclk=1","Solusi Print Yogyakarta","","","Balai masyarakat","·","69MR+JCW, Jl. Cemp. Putih","","","","0898-7514-466","","Situs Web","","","https://shopee.co.id/dutasolusiprint","","Rute","","","",""
"https://www.google.com/maps/place/fotocopy+Daniswara/data=!4m7!3m6!1s0x2e7a59fc63a9fcb9:0xe9f7d0d95d9f4b70!8m2!3d-7.7732905!4d110.416044!16s%2Fg%2F11s8_6z212!19sChIJufypY_xZei4RcEufXdnQ9-k?authuser=0&hl=id&rclk=1","fotocopy Daniswara","4,9","(12)","Toko Percetakan","·","16 6A, Jl. Babarsari Jl. Tambak Bayan","","","","0895-3230-98924","","Rute","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jilid","print","."""
"https://www.google.com/maps/place/DESYA+photo+Copy+%26+print/data=!4m7!3m6!1s0x2e7a59f0694a9c65:0x88643b98c5add747!8m2!3d-7.7822913!4d110.4161938!16s%2Fg%2F11f15mk2m8!19sChIJZZxKafBZei4RR9etxZg7ZIg?authuser=0&hl=id&rclk=1","DESYA photo Copy & print","4,2","(9)","Toko Fotokopi","·","Jl. Tambak Bayan III No.1","Tutup","· Buka Sen pukul 06.00","·","0878-3038-9910","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Photo+Copy+%22Tampalo%22/data=!4m7!3m6!1s0x2e7a59ac5d48e46d:0xa52cb439bf831eca!8m2!3d-7.7605924!4d110.3823029!16s%2Fg%2F11cp7qx8fn!19sChIJbeRIXaxZei4Ryh6Dvzm0LKU?authuser=0&hl=id&rclk=1","Photo Copy ""Tampalo""","4,8","(13)","Toko Fotokopi","·","Jalan Kaliurang km.5 Karangwuni Blok H-1, Caturtunggal","Tutup","· Buka Sen pukul 07.30","·","0896-1894-7734","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/LG+Copy+Center+%26+Print+Shop/data=!4m7!3m6!1s0x2e7a59c7ff27e577:0x493aafb430045c26!8m2!3d-7.7744121!4d110.3909803!16s%2Fg%2F11c0xp86sp!19sChIJd-Un_8dZei4RJlwEMLSvOkk?authuser=0&hl=id&rclk=1","LG Copy Center & Print Shop","","","Toko Fotokopi","·","Jalan STM Mrican No.8A Mrican Depok Sleman","Tutup","· Buka Sen pukul 08.00","·","0819-0128-0081","","Rute","","","","","","","","",""
"https://www.google.com/maps/place/Fotocopy+Pelangi/data=!4m7!3m6!1s0x2e7a59b0e2c1bd73:0x92de2dba3940b427!8m2!3d-7.7678301!4d110.3874802!16s%2Fg%2F1pzx2w606!19sChIJc73B4rBZei4RJ7RAObot3pI?authuser=0&hl=id&rclk=1","Fotocopy Pelangi","4,4","(66)","Toko Fotokopi","·","·","Tutup","· Buka Sen pukul 07.00","Jl. Gambir Jl. Karang Asem No.1","0859-3482-2372","","Rute","","·","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ramah, murah, mantul""","",""
"https://www.google.com/maps/place/Amel+Fotocopy+%26+Print/data=!4m7!3m6!1s0x2e7a597452e629bf:0x2613fc188b305d3e!8m2!3d-7.7817296!4d110.3955184!16s%2Fg%2F11shjgckhf!19sChIJvynmUnRZei4RPl0wixj8EyY?authuser=0&hl=id&rclk=1","Amel Fotocopy & Print","","","Produsen","·","Jl. Ampel No.7b","Tutup","· Buka Sen pukul 08.00","·","0852-2853-6667","","Rute","","","","","","","","",""
