"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","ah5Ghc 2","doJOZc","W4Efsd 6"
"https://www.google.com/maps/place/Warmindo+Aldy%2FEs+Doger+Bandung/data=!4m7!3m6!1s0x2e7a59b1ea3c6771:0x30e67d19b678eccd!8m2!3d-7.7651793!4d110.3859366!16s%2Fg%2F11b64gl2j0!19sChIJcWc86rFZei4Rzex4thl95jA?authuser=0&hl=id&rclk=1","Warmindo Aldy/Es Doger Bandung","4,4","(360)","·","Rp 1–25.000","Mi","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHzTOCUc6_VWAZh5rDd8_3GeO40nO8SaaRyD0d2eNBuW98ao0tD_18QZn1t557ge3ol3PN9tn1LtrH7vtPQ-sCud-FZMJJH3RMZa0RmGH2QFM1L2KE17IdMdN4fnsU6HVzXP5rgkw=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya enak dan murah""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjRnbDJqMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uin3adWIJoWq4-EP18W1iA8&ei=uin3adWIJoWq4-EP18W1iA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","klebengan, Jl. Mangga"
"https://www.google.com/maps/place/Olive+Fried+Chicken+-+Monjali/data=!4m7!3m6!1s0x2e7a5850e12d4fb9:0x66df46c92af84e44!8m2!3d-7.7611201!4d110.3692733!16s%2Fg%2F11b674qw4k!19sChIJuU8t4VBYei4RRE74KslG32Y?authuser=0&hl=id&rclk=1","Olive Fried Chicken - Monjali","4,4","(2.453)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHoQxYTXlP7w0bqX6v5PEwyzkcSBNGS_1BuEPiyyv6P8-NIfxY6ftCpzruN88ehle9gcWQNLvZK89Yy_IFe8NnXE9gxTGHV9wXDQohLAF17cCW2g4CdizEGmw0Fghht1YqzR_U=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fast food nya mahasiswa soalnya enak trus harganya terjangkau banget""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjc0cXc0axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uin3adWIJoWq4-EP18W1iA8&ei=uin3adWIJoWq4-EP18W1iA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Monjali No.106"
"https://www.google.com/maps/place/Toko+Ayam+Elianos/data=!4m7!3m6!1s0x2e7a59a4f5a2e5fd:0x597794abb6e69766!8m2!3d-7.7728959!4d110.4023022!16s%2Fg%2F11xz04rwd6!19sChIJ_eWi9aRZei4RZpfmtquUd1k?authuser=0&hl=id&rclk=1","Toko Ayam Elianos","4,6","(16)","·","Rp 25–50 rb","Makanan Siap Saji","·","jln wahid hasyim Rt06/28, Gg. Salak No.44H","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFTvlTwLDNi_12ivtNrYlIsZE0tZhshNqSOhnRTCUvl9vuQ_0mYnq8pu-HyfvTf5tswhGc_da6Yrq7rh2CJ500UWU5IWwUrfs722OdvQ8AufeJueOtd6wgXDoG06Tx9LBRt9xFBRPiMiSw=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ya memang enak sausnya kena ayamnya, cuman ya too much.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF4ejA0cndkNhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uin3adWIJoWq4-EP18W1iA8&ei=uin3adWIJoWq4-EP18W1iA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warmindo+Mekar+Mulya/data=!4m7!3m6!1s0x2e7a59e50f94d53b:0x22c463b093fe068e!8m2!3d-7.7852331!4d110.4119968!16s%2Fg%2F11cm855855!19sChIJO9WUD-VZei4Rjgb-k7BjxCI?authuser=0&hl=id&rclk=1","Warmindo Mekar Mulya","3,9","(36)","·","$","Jawa","·","·","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEent-sEPDQ5VDK2PLyXLyh2dSigkZRdG4Ky8yLKjpTqUEXEIFMAI70XMuN_Bavu3DcQctn_HJrCl2q7FWFzGhdeXvtPcHVkA7LnLFYP9uj4mTztqof-qFjz9kGpLXdBrPOB-cqwA=w80-h106-k-no","","Makan di tempat","","","","Bawa pulang","","Jl. Raya Janti Gg. Kruwing II No.2a"
"https://www.google.com/maps/place/Olive+Fried+Chicken+Babarsari/data=!4m7!3m6!1s0x2e7a59f297f5dec7:0x4c0474ecdbe3435!8m2!3d-7.7743188!4d110.4148915!16s%2Fg%2F11b66d4q2c!19sChIJx971l_JZei4RNTS-zU5HwAQ?authuser=0&hl=id&rclk=1","Olive Fried Chicken Babarsari","4,4","(1.142)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2pWa_luP17oYb411rhMu62vgbJ4fhMSFu8kAq5fadrkWQ_caiXkd3QP8z5AN4a2TiQ2caCZx1wjZJVBx0mlt5z3Iexu-1tRFBx6pg6y55lzIQ7I3kb3KZTk-0Wq8REZhct8UR=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak, harganya murah""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjZkNHEyYxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uin3adWIJoWq4-EP18W1iA8&ei=uin3adWIJoWq4-EP18W1iA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Babarsari No.6A"
"https://www.google.com/maps/place/YASSALAM+RESTO+JOGJA/data=!4m7!3m6!1s0x2e7a592795abaf5d:0x53c94ed791bd505f!8m2!3d-7.7937266!4d110.3926708!16s%2Fg%2F11vd8xbhmm!19sChIJXa-rlSdZei4RX1C9kddOyVM?authuser=0&hl=id&rclk=1","YASSALAM RESTO JOGJA","4,6","(995)","","","Timur Tengah","·","Jl. Timoho No.56","Buka","· Tutup pukul 22.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE7Cg-xHqgmQroqy2r94iH56iB9Cd4-xLXQR9qLRDIz94C3-AM2lHWFii8bSdgQJpycvOIC-p2hV0qNbiKVqJm5aW7ws3r9fZrRuaMbmKXJmruFkFcnLveophvpfkPCf-duqU58Kg=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2ZDh4YmhtbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uin3adWIJoWq4-EP18W1iA8&ei=uin3adWIJoWq4-EP18W1iA8&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","",""
"https://www.google.com/maps/place/Tottori_ID+Japanese+Fusion+Food+-+Restaurant+-+Mrican/data=!4m7!3m6!1s0x2e7a59512a2c5f71:0x21a3293d23c687c7!8m2!3d-7.7732214!4d110.3921978!16s%2Fg%2F11t6fnr1r5!19sChIJcV8sKlFZei4Rx4fGIz0poyE?authuser=0&hl=id&rclk=1","Tottori_ID Japanese Fusion Food - Restaurant - Mrican","4,9","(289)","·","Rp 25–50 rb","Jepang","·","Jl. Gatotkaca No.1G","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH4SGDy-4hLZkgOqG8aoZMDC0XT64m_ftsuNv9sTm2wImDSj1qgFPj7sEcTqdMLNtdsXCdudK5JjI5gYAzoDXJCzOSTNTcMlmh3yX63ABIBQd8f-SVKyhXDq4aJJrvVYpBBct5Fn7Y-RVJg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Katsu curry , nasi hainan ,gyoza enak , pelayanan ok, harga terjangkau""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF0NmZucjFyNRgAOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=uin3adWIJoWq4-EP18W1iA8&ei=uin3adWIJoWq4-EP18W1iA8&fo_s=OA&opi=79508299&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/A%26W+Plaza+Ambarrukmo/data=!4m7!3m6!1s0x2e7a59c29202e62f:0xdb7434c3ef7f0a09!8m2!3d-7.7819627!4d110.4009125!16s%2Fg%2F1hc17f43j!19sChIJL-YCksJZei4RCQp_78M0dNs?authuser=0&hl=id&rclk=1","A&W Plaza Ambarrukmo","4,5","(576)","·","Rp 50–75 rb","Makanan Siap Saji","·","Jl. Laksda Adisucipto No.3","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGhsEFeFB1QZmECor9REzuWTmLa-7-o-Xxsvv1oh7m4yvEQX7DD_efcqc9eQWsPh-pY8Q4-YdG7U53eutmv8gzD65DTkc6v-sEE11FbcYhtgimcBZcb-qNh8ZjJW6j9gE6pGrWD_A=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Menu ayam gorengnya juga gurih dan crispy, cocok banget buat makan siang.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhjMTdmNDNqGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Restoran cepat saji burger & root beer"
"https://www.google.com/maps/place/EATFIT+%28%231+Healthy+Geprek+Bakar+Goreng%29+-+001Condongcatur/data=!4m7!3m6!1s0x2e7a59fed58ba055:0xdd2b98b3420daee0!8m2!3d-7.7508199!4d110.4006186!16s%2Fg%2F11wwgjsfxk!19sChIJVaCL1f5Zei4R4K4NQrOYK90?authuser=0&hl=id&rclk=1","EATFIT (#1 Healthy Geprek Bakar Goreng) - 001Condongcatur","3,6","(40)","·","Rp 1–25.000","Makanan Sehat","·","Jl. Anggajaya 2 No.16B","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH1G1RRJQUZ3tOrMTXEasZicvy2FS9bmS62ja0QxVbgcoGdBVgEGOf9kAY4ib2Qs2xu-lFIOaBOaqJgu3mhyQUctX6p_NdurqR-Hj2IWduq9b0w7VzkJheGjnfE2Q9xLJ4CavA=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayam geprek enak sambel bawang banyak to engga berminyak pedes pas.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF3d2dqc2Z4axgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Popeneeye+Chicken+Express+Hayam+Wuruk/data=!4m7!3m6!1s0x2e7a582a00f04311:0x251d29fea1174d97!8m2!3d-7.7956616!4d110.3728654!16s%2Fg%2F11bbw_x0mj!19sChIJEUPwACpYei4Rl00Xof4pHSU?authuser=0&hl=id&rclk=1","Popeneeye Chicken Express Hayam Wuruk","4,3","(329)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGmxXIt_uNTIUW9ePyg1tPpEI3_ag1I9W-LE6EX1jXiCOWElzQbYBLsyehKhICUDMrSuJUoJKg9qKHdqCdCdzmPhirL3Xe_rgjpnxQBtG1mpOikgZfhVNb5LNkmjVV0jz5_A09E=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ayamnya agak alot
kulit nya keras
harga terjangkau""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYndfeDBtahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Hayam Wuruk No.16"
"https://www.google.com/maps/place/Ayam+Geprek+%26+Susu+%28Preksu%29+Deresan/data=!4m7!3m6!1s0x2e7a59b03f0e30e5:0x68ed523029c2b796!8m2!3d-7.7652122!4d110.3887766!16s%2Fg%2F11c5r630_q!19sChIJ5TAOP7BZei4RlrfCKTBS7Wg?authuser=0&hl=id&rclk=1","Ayam Geprek & Susu (Preksu) Deresan","4,6","(7.673)","·","Rp 1–25.000","Makanan Siap Saji","·","·","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEV2p7nV1E4j9rmJOeuHj8kqzP9YPieFdgzAp7DpbEe1NNPjIwcFfrlPhE5jcG5fJka9yhBddwFCw0A_0YMevupoBObaorCJ3QxRRvNr7j5HsY5P4CUTeFvXXhZtX0qo89ySOI=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak banget, murah, crispy, porsi nasi bebas, dan es teh sepuasnya.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjNXI2MzBfcRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","Jl. Gambir Karangasem Baru"
"https://www.google.com/maps/place/Dafroz+%22Frozen+Food%22/data=!4m7!3m6!1s0x2e7a59f1c53321f3:0xdb09348b01350834!8m2!3d-7.787457!4d110.3803057!16s%2Fg%2F11n0k5jsn7!19sChIJ8yEzxfFZei4RNAg1AYs0Cds?authuser=0&hl=id&rclk=1","Dafroz ""Frozen Food""","4,6","(10)","","","Toko makanan beku","","","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAENHrsQuVSCPWfhejnBlnHqH20luKozfqiTzOXCb0nHN3TveMDSA1ifejjcHIkhww75I8OVXFowwTD1T3VfttAhvInBQOzdlG1TFJg9TYT7SDzTUstVKl_uHzf5aWPfhAQFj-hCjQ=w80-h142-k-no","","Pesan antar","","","","","",""
"https://www.google.com/maps/place/KatsUP/data=!4m7!3m6!1s0x2e7a59003ab06f0f:0x5744c8690300a64!8m2!3d-7.7575245!4d110.3897842!16s%2Fg%2F11x_rqb_ck!19sChIJD2-wOgBZei4RZAowkIZMdAU?authuser=0&hl=id&rclk=1","KatsUP","5,0","(1)","","","Makanan Siap Saji","·","Perumahan, Jl. Sawitsari Jl. Bunga","Tutup","· Buka Sen pukul 11.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHgMxLiPA_nD7fa-lT6K4GHr0FeF12eSSl0Jf4v-zmUMqIokWr5-CrHrQ3kI9vNK43nKLHJtOwCVIM_yEstsNEeLcK-Czuik6f-GOE5F-CIvXvVJPdZNtmf5PRLdSgZF8HKMUYlnohlNQRx=w184-h92-k-no","","Makan di tempat","","","","Bawa pulang","",""
"https://www.google.com/maps/place/Kantin+Makan+-+Makanan+Siap+Saji/data=!4m7!3m6!1s0x2e7a57540defbce9:0xd33a52fc86e1fb8b!8m2!3d-7.8014728!4d110.3954734!16s%2Fg%2F11fjy4fvkb!19sChIJ6bzvDVRXei4Ri_vhhvxSOtM?authuser=0&hl=id&rclk=1","Kantin Makan - Makanan Siap Saji","5,0","(2)","","","Makanan Siap Saji","·","Jl. Kenari No.83","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHrWN5YS-wglO5q6byJ1Nv-DpP8db-NcABwOkPcxDFIKze1n-kondCrN4W0tQe-u5b0ycrnuzMTKBOEK47f8kvdATWD_Lsb473SDrQDPcLzZ87l6EI7RFnBxg0y6K7N3fpnYtP-=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Buat saya semua masakan enak""","","","","","",""
"https://www.google.com/maps/place/Warung+Makan+Pak+Kelik/data=!4m7!3m6!1s0x2e7a59001dee4753:0xc64531a0ea75ae15!8m2!3d-7.7875479!4d110.4078381!16s%2Fg%2F11wjnwb91m!19sChIJU0fuHQBZei4RFa516qAxRcY?authuser=0&hl=id&rclk=1","Warung Makan Pak Kelik","","","","","Nasi","·","Jl. Kluwih No.8-8b","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwT4g7ZhhAHS3beXQAYtMgsJfvGR-wjoih3Y49TbFzeAXIoZ-kleWNACUL11oOME6Ho5WAvi7gb9Ab1Mf0bwdDcL_5VWYbgNY3zqfQXzCgDDuF9P5w6I3MNvCGhXAmXlNEAJE=w80-h106-k-no","","Makan di tempat","","","","Bawa pulang","",""
"https://www.google.com/maps/place/Hokben+Pakuwon+Mall+Yogyakarta/data=!4m7!3m6!1s0x2e7a59b19bf49ecf:0x2e1b2e9a445c0a08!8m2!3d-7.7588094!4d110.3992739!16s%2Fg%2F11sf5p6kxj!19sChIJz570m7FZei4RCApcRJouGy4?authuser=0&hl=id&rclk=1","Hokben Pakuwon Mall Yogyakarta","4,8","(1.362)","·","Rp 25–50 rb","Makanan Siap Saji","·","Jl. Ring Road Utara","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFMLzuorAU7KFIw9G20amcdGlIEYN7J9f0rA2V4zu2AmLDo1naQz62lA3OkxFKU5TJBK51IkaKlEBwT5RSd8p1BkYN7IfDXnGqC9hMwVj2bACzoKEpLeex3zngcSUWAM4YpuWbMykpRpFw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFzZjVwNmt4ahgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","Makanan","",""
"https://www.google.com/maps/place/Mister+Burger+Corporation/data=!4m7!3m6!1s0x2e7a584ebbf939df:0xa04cede32c980782!8m2!3d-7.7831447!4d110.3735845!16s%2Fg%2F11b6gncgth!19sChIJ3zn5u05Yei4RggeYLOPtTKA?authuser=0&hl=id&rclk=1","Mister Burger Corporation","4,4","(2.433)","·","Rp 25–50 rb","Makanan Siap Saji","·","·","Buka","· Tutup pukul 23.35","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHexKr4TboqPUYzWO1JB8wBCj6gAcW79Rz8ZjEMXwvdMLvhjuf2DMxuefyAxOYNlBta8f_FTTJjscf1qG24l75jp002QK6XvKmEtgyPScSBhRRljlHX2TwVLdnT0qJRFEI330U3sA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Recomended
Harga murah
Rasa enak""","","","","","","Jl. Jend. Sudirman"
"https://www.google.com/maps/place/Dadar+Beredar+-+Yogyakarta/data=!4m7!3m6!1s0x2e789f36da31262b:0xb9a95b44910d7521!8m2!3d-7.7596357!4d110.3949115!16s%2Fg%2F11vbjdyg4w!19sChIJKyYx2jafeC4RIXUNkURbqbk?authuser=0&hl=id&rclk=1","Dadar Beredar - Yogyakarta","4,4","(1.742)","·","Rp 25–50 rb","Rumah Makan","·","·","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGB4tow1qgRoI4VDiY74U5J4-FckWnkTeT_bksgtYXQAg3pjP2ZXQO0rHcC6pdmghRLc_CyDYvzIYZLi7co1Y0kFzTAQ7M2u42OR0yNS_vvToMm-gR6Oyed3uBTRDVvzLF6Hh7aKfkEwWEX=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF2YmpkeWc0dxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","makanan","","Jl. Affandi No.8C"
"https://www.google.com/maps/place/Rocket+Chicken+Sorowajan/data=!4m7!3m6!1s0x2e7a59dc24aba815:0xe3948a9184bd1c3f!8m2!3d-7.7887244!4d110.3985962!16s%2Fg%2F11df0n3zxc!19sChIJFairJNxZei4RPxy9hJGKlOM?authuser=0&hl=id&rclk=1","Rocket Chicken Sorowajan","4,3","(1.295)","·","Rp 1–25.000","Makanan Siap Saji","·","Jl. Sorowajan Baru No.11","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH0kt9rtdXXxYKT-uX_mAlQlyE0IhM_fG_bcZ_dN1Mwhe47fltTDYJGZzVtCpvjshgvWHcgAjfgVfoVymMqELg_fvIgToXKefQB5oKbqKH1f-srUE8Xw2oZ9knTH9273PDSGeI=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya cukup luas, harga murah rasa enak""","","","","","",""
"https://www.google.com/maps/place/Gabahe+Express+Sariharjo/data=!4m7!3m6!1s0x2e7a591230b15e6b:0x1128eb75a286b932!8m2!3d-7.7328601!4d110.3843193!16s%2Fg%2F11llc_k1yx!19sChIJa16xMBJZei4RMrmGonXrKBE?authuser=0&hl=id&rclk=1","Gabahe Express Sariharjo","4,7","(72)","·","Rp 1–25.000","Makanan Siap Saji","·","Jl. Arjuna","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEtlDIwhr6quKajH2O-LYrDGZ4JIhBNraGw6f7_u3guzAxH23pAk57g7IGWBAyxUxpZUQ4Si-iE964JbRi0CkBYMkd_S6pa71EkO00cjgmtxK2eF__3MZLIK4PRLpBxXOkc2jiO=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ayamnya enak bumbunya meresap sampe tulang""nya, rekomendasi bgt pokoknya""","","","","","",""
"https://www.google.com/maps/place/Rumah+Makan+RATA+RATA/data=!4m7!3m6!1s0x2e7a58564db8de4f:0xaa30710c38e91fe2!8m2!3d-7.7565529!4d110.3699103!16s%2Fg%2F11g8lj8b64!19sChIJT964TVZYei4R4h_pOAxxMKo?authuser=0&hl=id&rclk=1","Rumah Makan RATA RATA","4,3","(527)","·","Rp 1–25.000","Indonesia","·","Jl. Monjali No.65","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHol1Xn-Ifzbtkc8nj7UDwBscg5bxezoyZYidXMdWj5Lxmx4Vx25vVFuIQFASI9JwDFtDedeSyEIhVzU9zmki0gXJ-t5xqUZZ1fQmkAOoAvwRA-JV-IJGYPnG36-vim0Wc_FMM=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi ambil sendiri sekenyangnya, setelah ambil nasi, langsung bayar.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnOGxqOGI2NBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=vCn3afqJK8OMqfkPqKePoAE&ei=vCn3afqJK8OMqfkPqKePoAE&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","",""
"https://www.google.com/maps/place/Warung+Makan+Burjo+Manis+Lor/data=!4m7!3m6!1s0x2e7a5849b3f82a75:0xaede496be4203b75!8m2!3d-7.7736892!4d110.3699938!16s%2Fg%2F11c6r1thbd!19sChIJdSr4s0lYei4RdTsg5GtJ3q4?authuser=0&hl=id&rclk=1","Warung Makan Burjo Manis Lor","4,5","(171)","·","Rp 1–25.000","Mi","·","·","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG91LNr1dsG18YHQvnEGBSulA7uBLwefMHvSIdDsgUvjb0HGcoAOUOUa09VKEyGvB_QDGI-dnXgKwtmyTMrAqLjINYVlII6jFKiIV3_2UZLIaQX5MSqM53wYqLq-uDjel8XJWP9OA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tempatnya bersih, untuk rasa masakan standart seperti burjo pada umumnya""","","","","","","Jl. Sendowo G No.135"
