"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","FQ2IWe src","Jn12ke src","ah5Ghc","A1zNzb href","J8zHNe","bbPy1","AJB7ye","AJB7ye 2","W4Efsd 4","doJOZc","W4Efsd 5","W4Efsd 6","ah5Ghc 2","ah5Ghc 3"
"https://www.google.com/maps/place/RM.+Padang+Payakumbuah+Yogyakarta/data=!4m7!3m6!1s0x2e7a590033d881ab:0x965f116d871231a8!8m2!3d-7.7830157!4d110.3953698!16s%2Fg%2F11y67t4hlh!19sChIJq4HYMwBZei4RqDESh20RX5Y?authuser=0&hl=id&rclk=1","RM. Padang Payakumbuah Yogyakarta","4,2","(1.457)","Padang","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHl91LwtVkD-enhpFCQ8dGfECGP6myxsNPkBAv8cDrTWwWShavnaLNSOoDLGwF9Yidf9hlaZYNjKr040-VEkODXT4UiBAahAuBeI2F3JAm3GuDu7LNBMfVYE28f8VLvWMJiqEhS=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Apalagi ternyata mereka punya menu rendang dan dendeng vegetarian.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTF5Njd0NGhsaBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nCr3aa_bFNjh4-EPu5mTiQg&ei=nCr3aa_bFNjh4-EPu5mTiQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","","","·","","Gedung Ex Gelael, Jl. Laksda Adisucipto No.178 Kav. 7-8","","",""
"https://www.google.com/maps/place/Joglo+Minang/data=!4m7!3m6!1s0x2e7a58567992906d:0xf856de097aff92f7!8m2!3d-7.756622!4d110.3722563!16s%2Fg%2F11b74tvj_0!19sChIJbZCSeVZYei4R95L_egneVvg?authuser=0&hl=id&rclk=1","Joglo Minang","4,3","(257)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG7aiPNNI9o5YKMZN5mqi1Irmw2WLgbTojDqEu8S89exRTUZ6Mht2TZFgLPUg2bDkcGzHT8XmI99bxPv4wkJLklOu_J32mEI0N53hQ5rldLJZOOe5z6hzH0eMojAkqROE2mXxE9=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi ayam 10k, nasi rendang 13k, lauk-laukan telor, perkedel cuma 3k.""","","","","·","Rp 1–25.000","·","","·","69VC+9W2, Jalan Pandega Marta, Sinduadi, Mlati","",""
"https://www.google.com/maps/place/Rumah+Makan+Batu+Sangkar/data=!4m7!3m6!1s0x2e7a59bc3c680cad:0x243cf98148aea500!8m2!3d-7.7681498!4d110.3960919!16s%2Fg%2F11b630bp8h!19sChIJrQxoPLxZei4RAKWuSIH5PCQ?authuser=0&hl=id&rclk=1","Rumah Makan Batu Sangkar","4,8","(51)","Padang","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFIPf2grjAQ_aQPOOlFh6xG8WFvN8PokbtsWcSq-NPQnjyGpyKt0EMd-8bWBHRwxg55j3w2dDKJFMcfkC_k9KXUTIlR4ELeiBYcLZU6IBy_GV1E4pAzyHA-qowla-KCi21gxlo4=w80-h113-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nikmat, asli","","","","·","Rp 1–25.000","·","","·","Jl. Selokan Mataram No.106, RW.2","padang",", dan terjangkau pastinya"""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Sabana+Murah+3+UGM/data=!4m7!3m6!1s0x2e7a59b27c697f51:0xd7a55772a2bf67f1!8m2!3d-7.7648278!4d110.38174!16s%2Fg%2F11gfb4xd6v!19sChIJUX9pfLJZei4R8We_onJXpdc?authuser=0&hl=id&rclk=1","Rumah Makan Padang Sabana Murah 3 UGM","4,5","(1.606)","Padang","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEAWk7zZZdY2Lfcbl4OXn-f-MQ3vgYGn1KeizhBtH1S-ODkvqhNTa65w1Kbv3qIW5gK8DWScuOrXKe-t6MqSXM3bQ72MletGxJuHayoq3geRDuOJEw8UuAjBkY8XKmJ8RHkphgDmQ=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rmh","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnZmI0eGQ2dhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nCr3aa_bFNjh4-EPu5mTiQg&ei=nCr3aa_bFNjh4-EPu5mTiQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","·","Gg. Swakarya","makan padang","andalan zaman kuliah ini,, Enak, Banyak, Murah.."""
"https://www.google.com/maps/place/DUTA+MINANG+family+AFFANDI/data=!4m7!3m6!1s0x2e7a595af8e908a9:0x605f9075f450d610!8m2!3d-7.7801569!4d110.3880678!16s%2Fg%2F11gh6b8bpm!19sChIJqQjp-FpZei4RENZQ9HWQX2A?authuser=0&hl=id&rclk=1","DUTA MINANG family AFFANDI","4,4","(709)","Padang","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHw-rUTvjTvCvWvEsCNqYiW4sdEby19oXXLEfyHKKFWAJWfvJoKmGEe0aj3C5IAERY2g8pVjkVbNEFaXYAdOYTgvZ8ZOvs9yX7Xjx1DkI8r2af9T9YHB2sBoCTB0mft2_TnsIc=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kemarin coba","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFnaDZiOGJwbRgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nCr3aa_bFNjh4-EPu5mTiQg&ei=nCr3aa_bFNjh4-EPu5mTiQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 25–50 rb","·","","·","Jl. Affandi No.17C","makan","nasi rendang harganya 23.000, dan nasi tunjang 24.000."""
"https://www.google.com/maps/place/Warung+Makan+Padang+Amak/data=!4m7!3m6!1s0x2e7a591cf4d10a9d:0x1acddf6cba8a5892!8m2!3d-7.7625625!4d110.4017274!16s%2Fg%2F11xl86l4pd!19sChIJnQrR9BxZei4RkliKumzfzRo?authuser=0&hl=id&rclk=1","Warung Makan Padang Amak","4,8","(32)","Padang","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFF0WOSOHBcpLsMv2IF7Q2lu52c5WAluJJ25Tvbl1rhwJzFgO1K9t6uKD7pCeMG9ygboZ35oQO0vhdZJ98xiQWrsm9mcWhioBchWv0thbnIo1wKPdkIYN2F9-PDHiZJa_YxEeULWBq9BF86=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Wajib coba rendang sm ayam bumbunya.""","","","","·","Rp 1–25.000","·","","Gg. Menur No.81D","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Murah/data=!4m7!3m6!1s0x2e7a582a32a7ebf1:0x51e361cf92105cde!8m2!3d-7.7931483!4d110.3733351!16s%2Fg%2F11bbyn4tty!19sChIJ8eunMipYei4R3lwQks9h41E?authuser=0&hl=id&rclk=1","Rumah Makan Padang Murah","4,4","(1.327)","Padang","Buka","· Tutup pukul 20.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIi075kEbf4acS-bJG11PUU1vtivkxXvZ3IAP-IAq-oPszGjR5zy-jBl2VpHc0oXsQu_8jhBgw-16Mh3J1qtNvSkIgGzIInOCHNhUeB2sl8AuEjbV-HBGMGPakOImQqHN0w8hf=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""...","","","","·","Rp 1–25.000","·","","694F+P8W, Jl. Hayam Wuruk","","padang","murah meriah, rasanya enak, lumayan lah buat"
"https://www.google.com/maps/place/Munggur+Minang/data=!4m7!3m6!1s0x2e7a59d0e0ff42cf:0x96ba60736aaddbc1!8m2!3d-7.7883255!4d110.3876116!16s%2Fg%2F1hm5g398g!19sChIJz0L_4NBZei4RwdutanNgupY?authuser=0&hl=id&rclk=1","Munggur Minang","4,5","(1.306)","Padang","Segera buka","· 18.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHRxVcyGWOxJrSZHg11SFQciGSdDQ06EOfqQURPLEOEbjARQMZwKVt_QsadWVXEuYdRx6MWzwlaBIU1T7GMatDhCphYiT8v9GhOfFoenBnKGF3bMaUCz138FhH0SEZr9bCiyC-V=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanannya dimasak dengan bumbu","","","","·","Rp 1–25.000","·","","·","Jl. Munggur No.26","padang",", enak dan ekonomis."""
"https://www.google.com/maps/place/Padang+Murah/data=!4m7!3m6!1s0x2e7a59916ea1ba55:0xa81781e14344fadc!8m2!3d-7.7671707!4d110.4102873!16s%2Fg%2F11c60781qn!19sChIJVbqhbpFZei4R3PpEQ-GBF6g?authuser=0&hl=id&rclk=1","Padang Murah","4,2","(458)","Padang","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTwWG9vSY3CDJWcnOQxN0hAHtBA-fUq6vkEK-KuYNYNei98GnR_fpVo-ydvIoS3zlHPWBdhKKxvKJI9PVkTBM_BI9aqeIRpGiiaRvPUSTDJv7hbxY-MZiPr4f5hPcEQALaPI9xRA=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Masakan padangnya enak.""","","","","·","Rp 1–25.000","·","","·","Jl. Seturan Raya No.15","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Asli/data=!4m7!3m6!1s0x2e7a5830acd36425:0x154ed1d94a858d7b!8m2!3d-7.7806081!4d110.3672495!16s%2Fg%2F1hm5vmpvm!19sChIJJWTTrDBYei4Re42FStnRThU?authuser=0&hl=id&rclk=1","Rumah Makan Padang Asli","4,4","(429)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEx47kdvIbdd99HCu4VoVkTbRrNF3NpnUeE3L66B_pMTVx0RBfgKzaB1LWL713EYCzfp0h9C3vlPkF9EsTRjwNJwEv8mo3nNa38eU2C1wBevRoedot1fCWbDBSoeucivj9oiaE=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtNXZtcHZtGAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nCr3aa_bFNjh4-EPu5mTiQg&ei=nCr3aa_bFNjh4-EPu5mTiQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","·","6998+QV5, Jl. A.M. Sangaji","Rumah Makan Padang","dengan lokasi mudah untuk ditemukan dan rasa enak."""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Ar+-Razzaq/data=!4m7!3m6!1s0x2e7a59d119131325:0xcf7bebbd95c0c34b!8m2!3d-7.7883287!4d110.3872552!16s%2Fg%2F1hm2935ly!19sChIJJRMTGdFZei4RS8PAlb3re88?authuser=0&hl=id&rclk=1","Rumah Makan Padang Ar -Razzaq","4,4","(296)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF2i2fHRwJBZlNli3UKFUc1HcazUfBlWrQ_5FFZWoGeEgW4wVviHfNbILYvZ0n6kpQg4pURih4n_Fdf9RC2qubGFhgGWTRF9CkQzJBlTEcrX2xInmmqS0YnNKE149Bq2PkT4ehiXA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan padangnya enak, kuahnya itu lho wiih, pokoknya enak disini.""","https://www.google.com/searchviewer/42?cvd=CLw_EiYKJOICITIfEhgiFtLX29IPEAoML2cvMWhtMjkzNWx5GAE6AwjwDQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nCr3aa_bFNjh4-EPu5mTiQg&ei=nCr3aa_bFNjh4-EPu5mTiQg&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","·","Jl. Munggur No.15","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Takanajuo/data=!4m7!3m6!1s0x2e7a58515da10e69:0x56ec690fe67218dc!8m2!3d-7.7609362!4d110.3720514!16s%2Fg%2F11b6f199t5!19sChIJaQ6hXVFYei4R3Bhy5g9p7FY?authuser=0&hl=id&rclk=1","Rumah Makan Padang Takanajuo","4,6","(23)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHTeeLkJ6TjNMj0ho3onUO593EM0ZyGMgZwgdHaSoSBbvj0GoocRkRxYsxXLPmgHQRuaTSrNThIm9JHIe68EI5t-WW-yD8HyDVpUbMNmulEum1IW1t4vVwS8KWpkSLomToVifs=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""makanannya enak.""","","","","·","$","·","","69QC+JRF, Jl. Pogung Raya","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Murah/data=!4m7!3m6!1s0x2e7a59a0d20f515b:0xde34d02a0c586e66!8m2!3d-7.7553459!4d110.3968189!16s%2Fg%2F11b69d_j8c!19sChIJW1EP0qBZei4RZm5YDCrQNN4?authuser=0&hl=id&rclk=1","Rumah Makan Padang Murah","4,1","(403)","Padang","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPSLJc-1EP0YaeROpu87jppbc-c7R28ZmW3wl8979CsU4YinRnFd2s9G6R7bxixlmJPbP3qyVx4uiB50bY4iDO6ie2tBF7meVp81nbKhZ0xjQOWL3uaqvk2nr54RgO9u758iBN=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa cukup enak,khas","","","","·","Rp 1–25.000","·","","Jl. Anggajaya 1 No.268a","","padang",",dan yg pasti harga sangat terjangkau"""
"https://www.google.com/maps/place/Rumah+Makan+Chaniago/data=!4m7!3m6!1s0x2e7a59975c6d759b:0xb83919353f486324!8m2!3d-7.7637361!4d110.4070424!16s%2Fg%2F11b638hdfs!19sChIJm3VtXJdZei4RJGNIPzUZObg?authuser=0&hl=id&rclk=1","Rumah Makan Chaniago","4,2","(397)","Padang","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGw0JTbI80YSOhQkpPgqbyHymAWyaZ_I39aUIjsjIKZSxATRKuRXLIn5BzkJ1OVOfIlC2vdrVen7MrkQ4w7EMBDRWjAwIKZ9T6hqgmDzLbEv82yeXg3EhS6B12kIays2r5id1_jUy0UZZI=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""... Rendang empuk
Bumbu enak
Menu lengkap
Bayar sebelum","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiNjM4aGRmcxgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nir3adSVGMSU4-EP7uPj2A4&ei=nir3adSVGMSU4-EP7uPj2A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","·","Jl. Pintu Selatan UPN No.3D","makan",""""
"https://www.google.com/maps/place/RM+Padang+Karya+Sinar+Bundo/data=!4m7!3m6!1s0x2e7a59d0d840da69:0x4003b7d2962f5463!8m2!3d-7.7564359!4d110.3739574!16s%2Fg%2F11k4540wqb!19sChIJadpA2NBZei4RY1QvltK3A0A?authuser=0&hl=id&rclk=1","RM Padang Karya Sinar Bundo","3,6","(71)","Padang","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEPMnzP_76ONR-1k6FM-kGhPRYMCPtxDuGextnASHJEDMU4yFliaX137kMKVAvm57qO3SxoEMmke4uI5r3VRRYhwAx7_ZzT1VPBWD2zhF89FbRydAkFF_X3L7M3mbyhhGaMqD24KA=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","·","Rp 1–25.000","·","","69VF+CH9, Jl. Pandega Marta","","Rumah makan padang","yg paling enak di daerah pogung menurut saya."""
"https://www.google.com/maps/place/RM.+PADANG+ASLI/data=!4m7!3m6!1s0x2e7a5975ac9d9d03:0x53796ff4f9833bb5!8m2!3d-7.7503418!4d110.4053131!16s%2Fg%2F11dxs0r5s2!19sChIJA52drHVZei4RtTuD-fRveVM?authuser=0&hl=id&rclk=1","RM. PADANG ASLI","4,4","(133)","Padang","Buka","· Tutup pukul 21.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3qCTv2RQznmEuRgL06HmO_F2xfYljpClsM5VPuO_K5gXjFq0IoQoL3rjmQriKcR67aSZ_FFFf8Jy0E22l8Kh4YFcwyANDTWQat43cJKUWIexg3TigdPhRdD1KX5Sys_-Zl81L=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Favoritku ayam rendang, ayam goreng, lele goreng, dan terong sambel.""","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFkeHMwcjVzMhgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nir3adSVGMSU4-EP7uPj2A4&ei=nir3adSVGMSU4-EP7uPj2A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","Jl. Asem Gede No.29A","","",""
"https://www.google.com/maps/place/Warung+UNI+Masakan+Padang/data=!4m7!3m6!1s0x2e7a59aa8b28b5db:0x9486cc9d54be699e!8m2!3d-7.786042!4d110.4088784!16s%2Fg%2F11gyc48fzm!19sChIJ27Uoi6pZei4Rnmm-VJ3MhpQ?authuser=0&hl=id&rclk=1","Warung UNI Masakan Padang","4,9","(12)","Padang","Buka","· Tutup pukul 23.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2cyfu5TwlSPn2kCTawD4zL4-3OjBbtlZI9e3crCLi8iQ_NyKhAtvzzKFKLO16WD5KN7A0CJ1_iG2OGS94FMXmRmmoxhcPr42F6VIkC04Bwi-PkAy2156IuMl3m8_68_ejkyml=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga nya bukan yang","","","","·","Rp 1–25.000","·","","6C75+HHJ, Gg. Sengon","","padang","10k an tapi masih affordable."""
"https://www.google.com/maps/place/PADANG+MURAH/data=!4m7!3m6!1s0x2e7a5940064cc2e5:0x8812c1fa119333dd!8m2!3d-7.7747508!4d110.4086602!16s%2Fg%2F11l72p4238!19sChIJ5cJMBkBZei4R3TOTEfrBEog?authuser=0&hl=id&rclk=1","PADANG MURAH","3,3","(164)","Restoran","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGaDxmH8aNPLRVrh1FK-vjewb2UgWsviAQgO0KtQOhphcu8KWStpUyibIbXQlhHiayBUrDBhiKAfRhMd5mezzjJy0wqHoKk0xLsY8z1VUhggJvE-7-bAUvyLfdAkEPJpMp-cSSXkg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tapi tetap bakal","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFsNzJwNDIzOBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nir3adSVGMSU4-EP7uPj2A4&ei=nir3adSVGMSU4-EP7uPj2A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","Jl. Raya Kledokan No.23","","makan","di sini untuk"
"https://www.google.com/maps/place/Sederhana+Murah/data=!4m7!3m6!1s0x2e7a5923e5ea86e1:0xd2a1c06df13cff8e!8m2!3d-7.7595344!4d110.3696169!16s%2Fg%2F11gy1yr_q1!19sChIJ4Ybq5SNZei4Rjv888W3AodI?authuser=0&hl=id&rclk=1","Sederhana Murah","4,7","(61)","Padang","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEw4utyUWLkJdOD7kb8TMjuSA6Uqgt1c0oT2Tq_3ceMNwpXWHY1k-3IxpzgLANs7JVWekjIPNE27DJmXpyHXC2ObPZQmEqiFgwvd3KbcZFts8VfqoEcykaVOxRTejuLlDLm92WKKwiAG_aO=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah dan cukup enak""","","","","·","Rp 1–25.000","·","","Jl. Monjali No.99 49","","",""
"https://www.google.com/maps/place/Sabana+Murah/data=!4m7!3m6!1s0x2e7a59682d60508d:0x8db5fa7f27818a4e!8m2!3d-7.7605803!4d110.382969!16s%2Fg%2F11qyjjfd7y!19sChIJjVBgLWhZei4RToqBJ3_6tY0?authuser=0&hl=id&rclk=1","Sabana Murah","4,5","(95)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwmB_ZQcCnocUVOYFnMzcF2lYvg0ohEy8AlV5Vp2LrBAg5KSLDPeAtV7FaUosQ-0llbYOoye9cN-OTwuj7-u3O2BLU8_FsrqZ1DTjvQQF8xrSByFL-KeOpboTYAcv12D9Z-Zqtbw=w199-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rekomen lah Sabana Murah, ayam serundeng + rendang mantap""","","","","·","Rp 1–25.000","·","","Jl. Kaliurang Gg. Kweni Karangwuni No.KM 5 2","","",""
"https://www.google.com/maps/place/Rumah+Makan+NASI+PADANG/data=!4m7!3m6!1s0x2e7a59d4130acae9:0x2c5d489cfeb9173!8m2!3d-7.7909781!4d110.3830628!16s%2Fg%2F11c2xgq8md!19sChIJ6coKE9RZei4Rc5Hrz4nUxQI?authuser=0&hl=id&rclk=1","Rumah Makan NASI PADANG","4,4","(164)","Padang","Buka","· Tutup pukul 22.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE5SrY5_XMiYpt8OnF_GDSIUBftHSjfIVlg_fVX9RW4XET6wk4iQdr07rzGm6ymqscYNtuEck3lycvw-FboErx5rN2u7JrMcO7VQD6DftzfA6YVGWumX-u3ARCzDd1jQCDTS2sFrA=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Warung","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFjMnhncThtZBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nir3adSVGMSU4-EP7uPj2A4&ei=nir3adSVGMSU4-EP7uPj2A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","Rp 1–25.000","·","","Jl. Kompol Bambang Suprapto No.6","","padang","paling dekat dengan pusdiklat."""
"https://www.google.com/maps/place/Rumah+Makan+Buyung+Upik/data=!4m7!3m6!1s0x2e7a59a45d157f45:0x1f5d29950988e650!8m2!3d-7.7605241!4d110.3949196!16s%2Fg%2F11bbylm710!19sChIJRX8VXaRZei4RUOaICZUpXR8?authuser=0&hl=id&rclk=1","Rumah Makan Buyung Upik","4,1","(360)","Padang","Buka","· Tutup pukul 23.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFt0XwrBs5q9goyIHc4hvYPxiGwwRVohaYWzFzXjlk09mryCnU7j8lvN2PpRv9zR4k31y-cE_nIDnJWud0q5lCyiYQiuHzCngc8C7n1VjtZRVgIpzIh43viUr4EP0HeyqgUaCoOZg=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya enak, beda sama","https://www.google.com/searchviewer/42?cvd=CLw_EicKJeICIjIgEhkiF9LX29IPEQoNL2cvMTFiYnlsbTcxMBgBOgMI8A0%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=nir3adSVGMSU4-EP7uPj2A4&ei=nir3adSVGMSU4-EP7uPj2A4&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","","·","$$","·","","Jl. Affandi Blok CC XII No.29","","rumah makan padang","yang lain."""
"https://www.google.com/maps/place/Rumah+Makan+Lapau+Minang+Masakan+Padang/data=!4m7!3m6!1s0x2e7a590a45b43291:0xfe378d3ad0192ff1!8m2!3d-7.7515192!4d110.3984876!16s%2Fg%2F11b6gnwqyt!19sChIJkTK0RQpZei4R8S8Z0DqNN_4?authuser=0&hl=id&rclk=1","Rumah Makan Lapau Minang Masakan Padang","4,3","(175)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE8ESuGef56L6A5a7C9wCvIxhyKe5MqyQSFmIerr5px8v1SKjIz8ncRF5UoyHtuS3MuPY_OklvvHZYJGz82EHP2PMEwfE51EmW6jnc2MzLicJNUBvsQUCs8oSNtx7CYWhwhURrvYw=w96-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kuahnya kental, bumbu rendangnya legit, nasinya pulen.""","","","","·","Rp 1–25.000","·","","Jl. Sukoharjo No.10","","",""
"https://www.google.com/maps/place/Rumah+Makan+Padang+Murah+Harga+Pelajar/data=!4m7!3m6!1s0x2e7a599f0386fd53:0xdfcbd9303ffa12de!8m2!3d-7.7606094!4d110.4123251!16s%2Fg%2F11fct81_fw!19sChIJU_2GA59Zei4R3hL6PzDZy98?authuser=0&hl=id&rclk=1","Rumah Makan Padang Murah Harga Pelajar","4,4","(133)","Padang","Buka","· Tutup pukul 21.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6sFsKDsMGmMUCy5L1ZkRXB-7WX8jnlyKjE79uHWBMM9yqdg1Ehc6KXT5BTsGkBKqiUSYDOxdj47-DE_ty-960kTNZztLl2IV0NcjVkJ5VH9jeI_iVyq0aatMtQqYQrrLmMnX5=w184-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasanya lumayan enak untuk","","","","·","Rp 1–25.000","·","","·","Jl. Prawiro Kuat","Padang","murah, bumbunya terasa."""
