"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","doJOZc","W4Efsd 3","W4Efsd 4","W4Efsd 5","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","W4Efsd 7","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/RAFA+MART/data=!4m7!3m6!1s0x2e69f7a9749dfa81:0x2748758dbca2f7cd!8m2!3d-6.1862978!4d106.7889738!16s%2Fg%2F11sgvvwngj!19sChIJgfqddKn3aS4RzfeivI11SCc?authuser=0&hl=id&rclk=1","RAFA MART","5,0","(1)","Toko bahan makanan","·","","RQ7Q+FHQ, Jl. Kemanggisan Ilir Raya, RT.3/RW.8","·","Segera tutup","0822-1080-3131","","Rute","","","· 23.55 · Buka Min pukul 06.00","","",""
"https://www.google.com/maps/place/Indomaret/data=!4m7!3m6!1s0x2e69f70144dd640b:0xebce2bfe307cb62d!8m2!3d-6.182828!4d106.7657124!16s%2Fg%2F11c328146n!19sChIJC2TdRAH3aS4RLbZ8MP4rzus?authuser=0&hl=id&rclk=1","Indomaret","4,3","(92)","Minimarket","·","","·","Tutup","Jl. Kedoya Duri Raya No.12-40 13, RT.19/RW.1","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jadi apa kerjanya kepala toko dan supervisor wilayah?""","· Buka Min pukul 07.00","https://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Minimarket+pelangi/data=!4m7!3m6!1s0x2e69f75b912fd613:0xfcf1432919775d23!8m2!3d-6.2000278!4d106.7953533!16s%2Fg%2F11jcbt3sz6!19sChIJE9YvkVv3aS4RI113GSlD8fw?authuser=0&hl=id&rclk=1","Minimarket pelangi","4,0","(1)","Toko bahan makanan","·","","3, RT.3/RW.4","","Buka 24 jam","","","Rute","","","","","",""
"https://www.google.com/maps/place/Minimarket+pelangi/data=!4m7!3m6!1s0x2e69f75b912fd613:0xfcf1432919775d23!8m2!3d-6.2000278!4d106.7953533!16s%2Fg%2F11jcbt3sz6!19sChIJE9YvkVv3aS4RI113GSlD8fw?authuser=0&hl=id&rclk=1","Minimarket pelangi","4,0","(1)","Toko bahan makanan","·","","3, RT.3/RW.4","","Buka 24 jam","","","Rute","","","","","",""
"https://www.google.com/maps/place/Alfamidi+Greenville/data=!4m7!3m6!1s0x2e69f65152128509:0x98f50a45194ccf94!8m2!3d-6.1725857!4d106.7773706!16s%2Fg%2F1yh802555!19sChIJCYUSUlH2aS4RlM9MGUUK9Zg?authuser=0&hl=id&rclk=1","Alfamidi Greenville","4,4","(558)","Minimarket","·","","·","Buka 24 jam","Blok B, No.1, Jl. Mangga Raya Jl. Green Ville No.Ruko 2, RT.2/RW.9","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tokonya lengkap ada buah, sayur dah aneka seafood curah.""","","http://alfamidiku.com/","","Rute"
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e69f7b7853d4f9f:0xea7ce0f68b28d0c0!8m2!3d-6.1870189!4d106.7952466!16s%2Fg%2F11l493vfz8!19sChIJn089hbf3aS4RwNAoi_bgfOo?authuser=0&hl=id&rclk=1","Alfamart","4,2","(194)","Minimarket","·","","·","Jl Anggrek Nelly Mrni C126, Kel, RT.7/RW.1","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""SERIUS MAU TANYA, emng di alfamart wajib bayar parkir kah?""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Seger+Seger+Mart/data=!4m7!3m6!1s0x2e69f7d0fb08141d:0xb2d463b44d71063f!8m2!3d-6.1831822!4d106.7504406!16s%2Fg%2F11qgyfhswn!19sChIJHRQI-9D3aS4RPwZxTbRj1LI?authuser=0&hl=id&rclk=1","Seger Seger Mart","4,6","(85)","Toko bahan makanan","·","","Jl. Puri Kembangan No.1 Blok A9, RT.7/RW.6","·","Tutup","0821-2576-2067","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e69f6c525c56295:0xbb096e0874bf1e9!8m2!3d-6.2074802!4d106.7833104!16s%2Fg%2F11b86mkshp!19sChIJlWLFJcX2aS4R6fFLh-CWsAs?authuser=0&hl=id&rclk=1","Alfamart","4,1","(55)","Minimarket","·","","·","Jl.Kebayoran Lama No.21 Rt 4/3 Kel, Jl. Bang Pitung No.2A 4, RT.4/RW.3","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ada 2 atm bca setor tunai disini dan 1 atm link.""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Toko+Java+Minimarket/data=!4m7!3m6!1s0x2e69f7152e8643df:0xcb3f635040b52f7a!8m2!3d-6.1973054!4d106.7474567!16s%2Fg%2F11mhh10v58!19sChIJ30OGLhX3aS4Rei-1QFBjP8s?authuser=0&hl=id&rclk=1","Toko Java Minimarket","5,0","(1)","Toko bahan makanan","·","","Jl. Meruya Ilir Raya No.2, RT.2/RW.6","","Tutup","","","Rute","","","· Buka Sen pukul 07.00","","",""
"https://www.google.com/maps/place/Indomaret+Tanjung+Duren/data=!4m7!3m6!1s0x2e69f7203181c489:0xa2fdcf21fa96cbe4!8m2!3d-6.1739821!4d106.7857352!16s%2Fg%2F11fmbbkjfy!19sChIJicSBMSD3aS4R5MuW-iHP_aI?authuser=0&hl=id&rclk=1","Indomaret Tanjung Duren","4,3","(195)","Minimarket","·","","·","Buka 24 jam","Jl. Tanjung Duren Raya No.17 1, RT.1/RW.5","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Cukup besar storenya""","","https://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Aldi/data=!4m7!3m6!1s0x2e69f6b791c73ee3:0x335d1678c8dc1c2b!8m2!3d-6.2086047!4d106.7961942!16s%2Fg%2F11btm9mlkt!19sChIJ4z7Hkbf2aS4RKxzcyHgWXTM?authuser=0&hl=id&rclk=1","Aldi","4,7","(3)","Toko Swalayan","·","","Jl. Palmerah Sel. No.48 Lt. Dasar, RT.4/RW.2","·","Tutup","(021) 5307391","","Rute","","","· Buka Min pukul 09.00","","",""
"https://www.google.com/maps/place/Indomaret+Kemanggisan+Utama+%28TWKM%29/data=!4m7!3m6!1s0x2e69f6edaf4f2b81:0x7c2cead106e9974a!8m2!3d-6.1896634!4d106.7909058!16s%2Fg%2F11b86wml3x!19sChIJgStPr-32aS4RSpfpBtHqLHw?authuser=0&hl=id&rclk=1","Indomaret Kemanggisan Utama (TWKM)","4,3","(179)","Minimarket","·","","RQ6R+49J, Jl. Kemanggisan Utama Raya, RT.7/RW.8","Tutup","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terdapat atm link dan parkir yg cukup utk roda empat""","· Buka Min pukul 10.00","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart+Central+Park/data=!4m7!3m6!1s0x2e69f65f43e40c79:0x2169eeb21377e4ab!8m2!3d-6.176675!4d106.7895615!16s%2Fg%2F11c3q3qlyt!19sChIJeQzkQ1_2aS4Rq-R3E7LuaSE?authuser=0&hl=id&rclk=1","Alfamart Central Park","2,9","(15)","Minimarket","·","","12, RT.6/RW.6","Buka 24 jam","·","(021) 5923340","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""harga oke wlpun di area bisnis""","","https://youtu.be/xyzUZLxA3Y0","","Rute"
"https://www.google.com/maps/place/Anggrek+Minimarket/data=!4m7!3m6!1s0x2e69f7000c1fc53f:0x6b96e24f26fc4d!8m2!3d-6.1792823!4d106.7925647!16s%2Fg%2F11xszkqtjs!19sChIJP8UfDAD3aS4RTfwmT-KWawA?authuser=0&hl=id&rclk=1","Anggrek Minimarket","5,0","(1)","Minimarket","·","","Taman Anggrek, Jl. Letjen S. Parman No.Kav. 21, RT.12/RW.1","","Tutup","","","Rute","","","· Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/Indomaret+Central+Park+Point.+TLSA/data=!4m7!3m6!1s0x2e69f6f5f8af7cb3:0x987dffc73f8b03bb!8m2!3d-6.1772346!4d106.7897782!16s%2Fg%2F1yh5tbctt!19sChIJs3yv-PX2aS4RuwOLP8f_fZg?authuser=0&hl=id&rclk=1","Indomaret Central Park Point. TLSA","3,9","(92)","Minimarket","·","","Ruko GSA Central Park 8 EG, Letjen S. Parman No.12 kav 28, RT.12/RW.6","","Buka 24 jam","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""- tersedia banyak stop kontak baik di indoor ataupun outdoor.""","","","",""
"https://www.google.com/maps/place/Alfamart+H+Kelik/data=!4m7!3m6!1s0x2e69f72626291005:0x1e8f78b436ab2321!8m2!3d-6.2088502!4d106.7669462!16s%2Fg%2F1q5blch5c!19sChIJBRApJib3aS4RISOrNrR4jx4?authuser=0&hl=id&rclk=1","Alfamart H Kelik","4,0","(66)","Minimarket","·","","·","Jl H Kelik Kelapa2 Rt 10/1 Kel, RT.3/RW.8","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya nyaman bersih rapi juga, pelayanan oke ramah banget""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Indomaret+Green+Ville/data=!4m7!3m6!1s0x2e69f65328d64fbf:0x4cac447855cc577a!8m2!3d-6.1716931!4d106.7765458!16s%2Fg%2F1ptx2j86_!19sChIJv0_WKFP2aS4RelfMVXhErEw?authuser=0&hl=id&rclk=1","Indomaret Green Ville","3,9","(70)","Minimarket","·","","·","Buka","Komp.Green Ville Blok.A No.24, Duri Kepa, Kebon Jeruk, RT.10/RW.13","0816-500-580","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan lengkap, dan pelayanannya cukup cepat""","· Tutup pukul 01.00","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Toko+SITAMPAN+2/data=!4m7!3m6!1s0x2e69f7bfda4a867d:0x683a1f8b40987925!8m2!3d-6.181936!4d106.8095555!16s%2Fg%2F11fdz1x0jy!19sChIJfYZK2r_3aS4RJXmYQIsfOmg?authuser=0&hl=id&rclk=1","Toko SITAMPAN 2","5,0","(4)","Toko Swalayan","·","","Gg. H. D. Ngat No.4 4, RT.4/RW.10","·","Buka 24 jam","0813-8240-1987","","Rute","","","","","",""
"https://www.google.com/maps/place/Sq+Mart/data=!4m7!3m6!1s0x2e69f7abc65b4e63:0xa65295ff97632e20!8m2!3d-6.1752342!4d106.766176!16s%2Fg%2F1vm6bl62!19sChIJY05bxqv3aS4RIC5jl_-VUqY?authuser=0&hl=id&rclk=1","Sq Mart","5,0","(5)","Minimarket","·","","Jl. Panjang No.11 5, RT.5/RW.11","·","Tutup","(021) 5659627","","Rute","","","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Alfamart+Kelapa+Dua+Kebun+Jeruk/data=!4m7!3m6!1s0x2e69f7b3b9d99861:0xc0e6a2ca4ae0d977!8m2!3d-6.2125307!4d106.7694658!16s%2Fg%2F1z44b20ww!19sChIJYZjZubP3aS4Rd9ngSsqi5sA?authuser=0&hl=id&rclk=1","Alfamart Kelapa Dua Kebun Jeruk","3,8","(113)","Minimarket","·","","·","Jl. Raya Klp. Dua Kel No.3 6, RT.6/RW.5","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alfamart ter the best se Indonesia🥰""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/alfamart+tanjung+duren+timur/data=!4m7!3m6!1s0x2e69f7fa63befbab:0xb6f829f9034ef891!8m2!3d-6.1771506!4d106.7867746!16s%2Fg%2F11h52mhbcw!19sChIJq_u-Y_r3aS4RkfhOA_kp-LY?authuser=0&hl=id&rclk=1","alfamart tanjung duren timur","2,4","(33)","Minimarket","·","","Jl. Tanjung Duren Timur No.8 9, RT.5/RW.5","·","Tutup","1 500 959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat parkir luas barang2 lumayan komplit""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Indomaret+Sulaiman/data=!4m7!3m6!1s0x2e69f6bf87db8f27:0x6f753c9b756756fe!8m2!3d-6.1998291!4d106.7943141!16s%2Fg%2F11b7w2_2y0!19sChIJJ4_bh7_2aS4R_lZndZs8dW8?authuser=0&hl=id&rclk=1","Indomaret Sulaiman","4,4","(505)","Minimarket","·","","·","Tutup","Jl. Sulaiman No.48 4, RT.4/RW.4","(021) 5330766","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat ya bersih lengkap dan nyaman...""","· Buka Min pukul 07.00","https://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart+Medit+Azalea/data=!4m7!3m6!1s0x2e69f658a300aa9d:0x786e550d0d016449!8m2!3d-6.1751371!4d106.788272!16s%2Fg%2F11f7q_k4pk!19sChIJnaoAo1j2aS4RSWQBDQ1Vbng?authuser=0&hl=id&rclk=1","Alfamart Medit Azalea","4,2","(81)","Minimarket","·","","4, Jl. Mediterania Garden No.577 3, RT.9/RW.5","","Buka 24 jam","","","Rute","","Pesan antar","","","",""
"https://www.google.com/maps/place/Murahan+Minimarket/data=!4m7!3m6!1s0x2e69f78c9f7b4407:0xcdb8eabd81293ba2!8m2!3d-6.2154462!4d106.7497665!16s%2Fg%2F11wnzsqzk5!19sChIJB0R7n4z3aS4Rojspgb3quM0?authuser=0&hl=id&rclk=1","Murahan Minimarket","5,0","(1)","Toko Kelontong Asia","·","","Jl Kyai Hasyim Rt. 002/03 No. 89, Masuk Gapura Merah Putih Kecil","·","Tutup","0822-1176-6882","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah bangeeeeeet""","· Buka Sen pukul 09.00","","",""
"https://www.google.com/maps/place/Indomaret+Fresh+KS+Tubun+2/data=!4m7!3m6!1s0x2e69f6977ac12691:0xdc4d14bf5bc788f5!8m2!3d-6.1927252!4d106.8056603!16s%2Fg%2F1ptw697sf!19sChIJkSbBepf2aS4R9YjHW78UTdw?authuser=0&hl=id&rclk=1","Indomaret Fresh KS Tubun 2","4,1","(288)","Minimarket","·","","Jl. K.S. Tubun No.83A, RT.2/RW.4","Buka 24 jam","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Saat jaga ortu di RS, tengah malam kadang ke sini untuk jajan.""","","http://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Warung+Mamang+24+Jam+Nonstop/data=!4m7!3m6!1s0x2e69f6bb4dfa31c1:0x8a72f66e55bef36f!8m2!3d-6.2034922!4d106.8053582!16s%2Fg%2F11fx8r6l0x!19sChIJwTH6Tbv2aS4Rb_O-VW72coo?authuser=0&hl=id&rclk=1","Warung Mamang 24 Jam Nonstop","5,0","(1)","Toko bahan makanan","·","","Jl. Penjernihan I No.1, RT.6/RW.6","·","Buka 24 jam","0853-1721-4702","","Rute","","","","","",""
"https://www.google.com/maps/place/Bright+Mart/data=!4m7!3m6!1s0x2e69f69461566651:0x8e97de3e6427023b!8m2!3d-6.1936118!4d106.7978221!16s%2Fg%2F11fr3xh3lr!19sChIJUWZWYZT2aS4ROwInZD7el44?authuser=0&hl=id&rclk=1","Bright Mart","4,5","(19)","Minimarket","","","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bright sparman bnyak promo-promo menarik 👍""","","","",""
"https://www.google.com/maps/place/Alfamart+H.+Kelik+Srengseng/data=!4m7!3m6!1s0x2e69f72f89d13043:0x73df86b7440341f0!8m2!3d-6.2091404!4d106.7609186!16s%2Fg%2F11bw4758kw!19sChIJQzDRiS_3aS4R8EEDRLeG33M?authuser=0&hl=id&rclk=1","Alfamart H. Kelik Srengseng","4,2","(41)","Minimarket","·","","·","Jl. H. Kelik No.21 1, RT.1/RW.6","Tutup","(021) 1500959","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dibilaang makasi diem aja""","· Buka Min pukul 06.30","","",""
"https://www.google.com/maps/place/Alfamart+Mediterania+1+Bougenvile/data=!4m7!3m6!1s0x2e69f658d7ea3ed1:0xc0be17fced162e7e!8m2!3d-6.1750986!4d106.7883992!16s%2Fg%2F1pty54nz7!19sChIJ0T7q11j2aS4Rfi4W7fwXvsA?authuser=0&hl=id&rclk=1","Alfamart Mediterania 1 Bougenvile","3,4","(11)","Minimarket","·","","Apartemen Mediterania Garden 1, Jl. Tanjung Duren Raya No.5-9, RT.3/RW.5","·","Buka 24 jam","(021) 5696147","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""(Alfamart dlm komplek mediterania)""","","","",""
"https://www.google.com/maps/place/Indomaret+kedoya+raya+16/data=!4m7!3m6!1s0x2e69f748812e94bf:0x38465d506fb979ba!8m2!3d-6.1750259!4d106.7587087!16s%2Fg%2F11jm2krj26!19sChIJv5QugUj3aS4Runm5b1BdRjg?authuser=0&hl=id&rclk=1","Indomaret kedoya raya 16","4,2","(68)","Minimarket","·","","3, Jl. Kedoya Pesing No.20, RT.3/RW.6","","Tutup","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanannya oke bangeeeet, good job!""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Minimarket+Telur/data=!4m7!3m6!1s0x2e69f73c1e88198f:0xeff2e637600ce23b!8m2!3d-6.1716927!4d106.7597259!16s%2Fg%2F11fktzp6t9!19sChIJjxmIHjz3aS4RO-IMYDfm8u8?authuser=0&hl=id&rclk=1","Minimarket Telur","","","Pemasok Telur","·","","Jl. Kedoya Pesing No.1 1, RT.1/RW.6","·","Segera tutup","0813-8854-2618","","Rute","","","· 00.00 · Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/SPBU+Pertamina+31.114.01/data=!4m7!3m6!1s0x2e69f69466d6325d:0x10dd40a2ca1b0e26!8m2!3d-6.1935886!4d106.7979344!16s%2Fg%2F11cjnnf834!19sChIJXTLWZpT2aS4RJg4byqJA3RA?authuser=0&hl=id&rclk=1","SPBU Pertamina 31.114.01","4,4","(2.022)","Pom bensin/SPBU","·","","Blok G, Jl. Letjen S. Parman No.70 3, RT.3/RW.3","Buka 24 jam","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas penunjang memadai,","","https://www.pertamina.com/","","Rute"
"https://www.google.com/maps/place/Bamboo+Mart+TMI/data=!4m7!3m6!1s0x2e69f783fdb2cd17:0x6139b69d4c8ed429!8m2!3d-6.1857425!4d106.80373!16s%2Fg%2F11ngg1vms9!19sChIJF82y_YP3aS4RKdSOTJ22OWE?authuser=0&hl=id&rclk=1","Bamboo Mart TMI","5,0","(1)","Minimarket","·","","Jl. Kota Bambu Sel. 6 No.5 5, RT.5/RW.5","·","Tutup","0812-8468-3939","","Rute","","","· Buka Sen pukul 07.00","","",""
"https://www.google.com/maps/place/Hotel+Anders/data=!4m10!3m9!1s0x2e69f78647012891:0x9ca25fc043baefc5!5m2!4m1!1i2!8m2!3d-6.1854668!4d106.7853074!16s%2Fg%2F11qt2_zhrt!19sChIJkSgBR4b3aS4Rxe-6Q8Bfopw?authuser=0&hl=id&rclk=1","Hotel Anders","4,3","(544)","Hotel bintang 2","","","","","","0858-8238-4788","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk lobbynya luas ada","","https://msha.ke/hotelanders","","Rute"
"https://www.google.com/maps/place/Minimarket+Abdul+Azis%2FZam+zam+mart/data=!4m7!3m6!1s0x2e69f69aeb45a4e5:0x9a1c237edb812a00!8m2!3d-6.1887147!4d106.8075973!16s%2Fg%2F1q64j5tlc!19sChIJ5aRF65r2aS4RACqB234jHJo?authuser=0&hl=id&rclk=1","Minimarket Abdul Azis/Zam zam mart","4,3","(17)","Toko Swalayan","·","","·","Jl. K.S. Tubun No.22 5, RT.4/RW.2","Tutup","(021) 5329692","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Maaf ka ada loker ga""","· Buka Min pukul 08.00","","",""
"https://www.google.com/maps/place/ALFAMART+KEMANDORAN+PULO+1/data=!4m7!3m6!1s0x2e69f75f97ac97b7:0xb3e7f6e95d73ebd1!8m2!3d-6.2136559!4d106.7907934!16s%2Fg%2F11tfn2lpzp!19sChIJt5esl1_3aS4R0etzXen257M?authuser=0&hl=id&rclk=1","ALFAMART KEMANDORAN PULO 1","3,8","(29)","Minimarket","·","","2, Jl. Kemandoran I No.46, RT.2/RW.4","","Buka 24 jam","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Parkir nya luas.""","","","",""
"https://www.google.com/maps/place/Alfa+Express+Stasiun+Palmerah/data=!4m7!3m6!1s0x2e69f6b9d2f35611:0x44abfa0e7b1799e1!8m2!3d-6.2073857!4d106.7973511!16s%2Fg%2F11df55kxmw!19sChIJEVbz0rn2aS4R4ZkXew76q0Q?authuser=0&hl=id&rclk=1","Alfa Express Stasiun Palmerah","4,4","(9)","Minimarket","·","","QQVW+2WX, Palmerah Station, RT.3/RW.1","","Tutup","","","Rute","","Pesan antar","· Buka Min pukul 06.00","","",""
"https://www.google.com/maps/place/HALAL+MART+SEMANGKA/data=!4m7!3m6!1s0x2e69f77a616bd719:0x461c88293c988bf2!8m2!3d-6.1810562!4d106.8078623!16s%2Fg%2F11fl7qfz18!19sChIJGddrYXr3aS4R8ouYPCmIHEY?authuser=0&hl=id&rclk=1","HALAL MART SEMANGKA","5,0","(1)","Toko bahan makanan","·","","Jl. Semangka 3 No.18 Blok Z3, RT.12/RW.7","","Tutup","","","Rute","","","· Buka Sen pukul 16.00","","",""
"https://www.google.com/maps/place/Warung+Monik/data=!4m7!3m6!1s0x2e69f699d3faec8b:0xe10a13879a61c68b!8m2!3d-6.1945778!4d106.8064497!16s%2Fg%2F11g030883x!19sChIJi-z605n2aS4Ri8ZhmocTCuE?authuser=0&hl=id&rclk=1","Warung Monik","5,0","(1)","Toko Swalayan","·","","Jl. Petamburan III No.25 2, RT.2/RW.4","·","Buka 24 jam","0821-1393-4798","","Rute","","","","","",""
"https://www.google.com/maps/place/Indomaret+Ks+Tubun+6A/data=!4m7!3m6!1s0x2e69f6bc2d4e999d:0xcb4a1888bb0fc6f7!8m2!3d-6.200019!4d106.8006915!16s%2Fg%2F11b8_jjkv7!19sChIJnZlOLbz2aS4R98YPu4gYSss?authuser=0&hl=id&rclk=1","Indomaret Ks Tubun 6A","3,0","(36)","Minimarket","·","","Jalan Aipda KS. Tubun, RT. 10 / RW. 06, Petamburan, RT.10/RW.6","Buka 24 jam","·","(021) 1500580","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanannya cukup baik dan tempatnya bersih.""","","http://indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart+mangga+17/data=!4m7!3m6!1s0x2e69f740c2d7ac91:0x54ac5988ea21549b!8m2!3d-6.1759946!4d106.7749515!16s%2Fg%2F11p0z5_tyx!19sChIJkazXwkD3aS4Rm1Qh6ohZrFQ?authuser=0&hl=id&rclk=1","Alfamart mangga 17","4,4","(9)","Minimarket","·","","·","Jl. Mangga XVII No.9A 1, RT.1/RW.12","Tutup","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Parkir cukup dan pilihan barang cukup lengkap""","· Buka Min pukul 06.00","","",""
"https://www.google.com/maps/place/Indomaret+Andong+3/data=!4m7!3m6!1s0x2e69f7fd3259957f:0x665f0d72be274554!8m2!3d-6.1874427!4d106.8015997!16s%2Fg%2F11qyfybdpb!19sChIJf5VZMv33aS4RVEUnvnINX2Y?authuser=0&hl=id&rclk=1","Indomaret Andong 3","4,8","(57)","Minimarket","·","","5, RT.5/RW.7","Tutup","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Padahal sangat membantu sekali jika","· Buka Min pukul 07.00","https://www.indomaret.co.id/","","Rute"
"https://www.google.com/maps/place/Alfamart+Anggrek+Garuda+2/data=!4m7!3m6!1s0x2e69f694d6554e1f:0x2cbcb30c51bc410a!8m2!3d-6.1950958!4d106.7948747!16s%2Fg%2F1q674tv51!19sChIJH05V1pT2aS4RCkG8UQyzvCw?authuser=0&hl=id&rclk=1","Alfamart Anggrek Garuda 2","3,7","(39)","Minimarket","·","","·","RQ3V+XW9, Jl. Anggrek Garuda, RT.1/RW.5","Tutup","0815-8644-4608","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pernah ada ditemukan gak ya alfa yg kaga ada tukang parkirnya""","· Buka Min pukul 07.00","","",""
"https://www.google.com/maps/place/Tk+Ibu+Wiwi/data=!4m7!3m6!1s0x2e69f7e051c2f491:0x1a49b5dd46acaae8!8m2!3d-6.1829378!4d106.7947941!16s%2Fg%2F11lkb1p61q!19sChIJkfTCUeD3aS4R6KqsRt21SRo?authuser=0&hl=id&rclk=1","Tk Ibu Wiwi","5,0","(1)","Minimarket","·","","Jl. Anggrek Neli Murni A No.1, RT.2/RW.1","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dsini dulu lah.""","","","",""
"https://www.google.com/maps/place/Super+Indo+Kelapa+Dua/data=!4m7!3m6!1s0x2e69f72c80a15103:0x7a86aaca74188be0!8m2!3d-6.216576!4d106.765296!16s%2Fg%2F1tfq21yr!19sChIJA1GhgCz3aS4R4IsYdMqqhno?authuser=0&hl=id&rclk=1","Super Indo Kelapa Dua","4,2","(664)","Toko bahan makanan","·","","·","Tutup","Apartment Permata Eksekutif, Perumahan Villa Jl. Raya Pos Pengumben No.1, RT.1/RW.6","(021) 53678761","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Supermarket kebutuhan rumah makanan dan segala perlengkapannya""","· Buka Min pukul 07.30","http://www.superindo.co.id/","","Rute"
"https://www.google.com/maps/place/Shell+Deli2Go/data=!4m7!3m6!1s0x2e69f6be33f1e541:0xfd165fc599f190d8!8m2!3d-6.1986424!4d106.7974928!16s%2Fg%2F11c5bjgp7g!19sChIJQeXxM772aS4R2JDxmcVfFv0?authuser=0&hl=id&rclk=1","Shell Deli2Go","4,7","(98)","Minimarket","·","","X, Jl. Anggrek Cendrawasih Raya G No.41, RT.2/RW.3","Tutup","","","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toilet bersih, cuma sedikit crowded karena ada atm di dalem storenya.""","· Buka Min pukul 08.00","https://www.shell.co.id/","","Rute"
"https://www.google.com/maps/place/mini+market+Ar-Rushoifah/data=!4m7!3m6!1s0x2e69f7be37086dd1:0xd8225253e0fe5ea6!8m2!3d-6.1624965!4d106.7497997!16s%2Fg%2F11bx1yt52h!19sChIJ0W0IN773aS4Rpl7-4FNSItg?authuser=0&hl=id&rclk=1","mini market Ar-Rushoifah","4,9","(13)","Minimarket","·","","pondok pesantren putra, rt.06 rw.06 no.154a, Jl. Al Hidayah Jl. B No.depan, RT.7/RW.6","·","Tutup","0815-1005-5342","","Rute","","Pesan antar","· Buka Min pukul 06.00","","",""
"https://www.google.com/maps/place/Mentari/data=!4m7!3m6!1s0x2e69f72def2c7c4d:0x7d7af9b809cd3d4d!8m2!3d-6.1518821!4d106.8007284!16s%2Fg%2F11fn2rbg6b!19sChIJTXws7y33aS4RTT3NCbj5en0?authuser=0&hl=id&rclk=1","Mentari","","","Toko Swalayan","·","","RT.15/RW.3","","Buka 24 jam","","","Rute","","","","","",""
