"hfpxzc href","qBF1Pd","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","W4Efsd 7"
"https://www.google.com/maps/place/suayan+jaya+foto+copy+dan+cetak+foto.ATK./data=!4m7!3m6!1s0x2e69f78908899e7b:0xdc6cc2d1808004a9!8m2!3d-6.1647645!4d106.7494394!16s%2Fg%2F11rd8y7t0q!19sChIJe56JCIn3aS4RqQSAgNHCbNw?authuser=0&hl=id&rclk=1","suayan jaya foto copy dan cetak foto.ATK.","3,0","(2)","Studio Fotografi","·","8, Jl. Basmol Raya No.105, RT.8/RW.4","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Oke..pelayananya ok.""","",""
"https://www.google.com/maps/place/Mulyo+Photo+Copy/data=!4m7!3m6!1s0x2e69f7177003cbdd:0x889dfd7368ccf167!8m2!3d-6.1785443!4d106.7717095!16s%2Fg%2F11gmwqpz3n!19sChIJ3csDcBf3aS4RZ_HMaHP9nYg?authuser=0&hl=id&rclk=1","Mulyo Photo Copy","5,0","(3)","Toko Fotokopi","·","Jl. Duri Mas Raya I No.279 6, RT.6/RW.12","·","Tutup","· Buka Min pukul 07.30","0813-1661-8759","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Terdekat dari rumah ,lumayan lengkap dan pelayanan ramah""","",""
"https://www.google.com/maps/place/SNAPY+digital+printing+%26+fotocopy+jakarta+pusat+-+benhil/data=!4m7!3m6!1s0x2e69f6abeee54c43:0x588d295dd23b250f!8m2!3d-6.2124686!4d106.8121757!16s%2Fg%2F11hbqrfp4b!19sChIJQ0zl7qv2aS4RDyU70l0pjVg?authuser=0&hl=id&rclk=1","SNAPY digital printing & fotocopy jakarta pusat - benhil","4,9","(12.114)","Layanan cetak digital","·","·","Buka 24 jam","","Jl. Bendungan Hilir No.31A, RT.1/RW.3","(021) 57905741","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Keren bisa 24 jam, mau jam 1 tbtb ada yg harus diprint bisa kesini""","","·"
"https://www.google.com/maps/place/pratama+fotocopy/data=!4m7!3m6!1s0x2e69f7a8ad8a6abf:0x3f19c6d0e153dcb7!8m2!3d-6.1736467!4d106.7596454!16s%2Fg%2F11dxl9yyq7!19sChIJv2qKraj3aS4Rt9xT4dDGGT8?authuser=0&hl=id&rclk=1","pratama fotocopy","4,4","(147)","Toko Fotokopi","·","·","Sebrang Sdn 01 pagi, Jl. Kedoya Pesing No.08, RT.9/RW.7","Tutup","· Buka Min pukul 06.30","(021) 22500596","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kirim dokumen via WA, sampai sana sudah selesai dicetak.""","","·"
"https://www.google.com/maps/place/Has+Foto+Copy/data=!4m7!3m6!1s0x2e69f696cbc795e1:0x18c762b507e31468!8m2!3d-6.1928206!4d106.8018141!16s%2Fg%2F1hm3swt5g!19sChIJ4ZXHy5b2aS4RaBTjB7Vixxg?authuser=0&hl=id&rclk=1","Has Foto Copy","4,6","(130)","Toko Fotokopi","·","·","Jl. Slipi III No.4G 4, RT.4/RW.2","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bisa fotocopy, nge-print bisa via flashdisk;""","",""
"https://www.google.com/maps/place/FOTOCOPY+IWAN/data=!4m7!3m6!1s0x2e69f700174bc661:0x9b2b9fcf87f6fa17!8m2!3d-6.1601777!4d106.7649971!16s%2Fg%2F11xtzgzq1t!19sChIJYcZLFwD3aS4RF_r2h8-fK5s?authuser=0&hl=id&rclk=1","FOTOCOPY IWAN","","","Toko Buku","·","RQQ7+WXH, Jl. Pengairan Pesing Koneng, RT.11/RW.2","","Buka 24 jam","","","","Rute","","","",""
"https://www.google.com/maps/place/fotocopy+%26+print+doubletrack/data=!4m7!3m6!1s0x2e69f75e3081fdff:0xd64b95862d469192!8m2!3d-6.1815663!4d106.7504936!16s%2Fg%2F11h0b8rxwf!19sChIJ__2BMF73aS4RkpFGLYaVS9Y?authuser=0&hl=id&rclk=1","fotocopy & print doubletrack","5,0","(13)","Toko Fotokopi","·","Jl. Puri Kembangan No.20 M, RT.11/RW.5","·","Tutup","· Buka Min pukul 09.00","0838-9919-1653","","Rute","","Layanan di tempat","",""
"https://www.google.com/maps/place/Rico+Foto+Copy/data=!4m7!3m6!1s0x2e69f71a2ba0662b:0xa5ed89bfcfcb19e4!8m2!3d-6.1783185!4d106.7788009!16s%2Fg%2F11fcmc3l8x!19sChIJK2agKxr3aS4R5BnLz7-J7aU?authuser=0&hl=id&rclk=1","Rico Foto Copy","4,3","(6)","Toko Fotokopi","·","Jl. Asem Raya No.109 6, RT.6/RW.8","·","Tutup","· Buka Min pukul 08.00","0819-5379-8509","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""1 lembar 10ribu wow murah banget ya 🫠""","",""
"https://www.google.com/maps/place/SEMANGKA+PHOTO+COPY/data=!4m7!3m6!1s0x2e69f7e1dccbbf39:0x11fab86bfc16d73e!8m2!3d-6.18074!4d106.806696!16s%2Fg%2F11g0skgfmd!19sChIJOb_L3OH3aS4RPtcW_Gu4-hE?authuser=0&hl=id&rclk=1","SEMANGKA PHOTO COPY","3,0","(2)","Toko Fotokopi","·","Jl. Semangka 3 No.2 10, RT.10/RW.9","·","Buka","· Tutup pukul 00.00","0856-9294-0041","","Rute","","","",""
"https://www.google.com/maps/place/FOTOKOPI+DAN+PRINT+ATK+SOELTAN+TYRA/data=!4m7!3m6!1s0x2e69f79d329c855d:0x7322f0ba29cdc083!8m2!3d-6.2125663!4d106.7615565!16s%2Fg%2F11xg091kv7!19sChIJXYWcMp33aS4Rg8DNKbrwInM?authuser=0&hl=id&rclk=1","FOTOKOPI DAN PRINT ATK SOELTAN TYRA","","","Toko Fotokopi","·","Samping Gapura / Samping Kopi & Es Teh Soeltan Tyra, Jl. G No.60B, RT.3/RW.6","","Tutup","· Buka Min pukul 09.00","","","Rute","","","",""
"https://www.google.com/maps/place/Sumber+Jaya+Foto+Copy/data=!4m7!3m6!1s0x2e69f6b84fb23d57:0x17228873ae6b9d5f!8m2!3d-6.2066095!4d106.7960148!16s%2Fg%2F1hm311gkm!19sChIJVz2yT7j2aS4RX51rrnOIIhc?authuser=0&hl=id&rclk=1","Sumber Jaya Foto Copy","4,6","(11)","Toko Fotokopi","·","Jl. Palmerah Utara No.96B, RT.1/RW.7","","Tutup","· Buka Sen pukul 08.00","","","Rute","","","",""
"https://www.google.com/maps/place/DITA+FOTOKOPI/data=!4m7!3m6!1s0x2e69f70517996e35:0x489ef8b015b12656!8m2!3d-6.1660808!4d106.7888449!16s%2Fg%2F11ry9xqp4f!19sChIJNW6ZFwX3aS4RViaxFbD4nkg?authuser=0&hl=id&rclk=1","DITA FOTOKOPI","5,0","(3)","Toko Perlengkapan Mesin Fotokopi","·","Jl. Makaliwe Raya No.18d, RT.8/RW.4","","","","","","Rute","","","",""
"https://www.google.com/maps/place/SNAPY+digital+printing+%26+fotocopy+jakarta+barat+-+pos+pengumben/data=!4m7!3m6!1s0x2e69f7cb6122f96f:0x58c54e8688295172!8m2!3d-6.2167037!4d106.770139!16s%2Fg%2F11n5hb_6h0!19sChIJb_kiYcv3aS4RclEpiIZOxVg?authuser=0&hl=id&rclk=1","SNAPY digital printing & fotocopy jakarta barat - pos pengumben","4,9","(415)","Layanan cetak digital","·","·","Tutup","· Buka Min pukul 12.00","Blok I, Jl. Raya Pos Pengumben Raya No.8","0819-0521-2345","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""meskipun harganya agak lebih mahal dari percetakan lain tapi worth it""","","·"
"https://www.google.com/maps/place/fotocopy+tomang+jaya/data=!4m7!3m6!1s0x2e69f700590e1661:0x6532b2a70f49ad7d!8m2!3d-6.1586951!4d106.7571651!16s%2Fg%2F11lf2nfnkq!19sChIJYRYOWQD3aS4Rfa1JD6eyMmU?authuser=0&hl=id&rclk=1","fotocopy tomang jaya","5,0","(1)","Toko Buku","·","Jalan Taman Kota Rt 01 Rw 03, RT.1/RW.8","","","","","","Rute","","","",""
"https://www.google.com/maps/place/Muncar+Jaya/data=!4m7!3m6!1s0x2e69f6bfb360dd3b:0x6c5d3b1508131e85!8m2!3d-6.1993695!4d106.7969487!16s%2Fg%2F1q670h3mg!19sChIJO91gs7_2aS4RhR4TCBU7XWw?authuser=0&hl=id&rclk=1","Muncar Jaya","4,7","(25)","Toko Fotokopi","·","Jl. Anggrek Cendrawasih Raya No.45","·","Tutup","· Buka Min pukul 08.00","0813-8050-6808","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kesini terus kalo ngeprint atau jilid.""","",""
"https://www.google.com/maps/place/Mario+Copy+Service/data=!4m7!3m6!1s0x2e69f661d1d5b245:0x6055817a4ddf58a5!8m2!3d-6.1762694!4d106.798566!16s%2Fg%2F1pzr33s11!19sChIJRbLV0WH2aS4RpVjfTXqBVWA?authuser=0&hl=id&rclk=1","Mario Copy Service","4,5","(13)","Toko Fotokopi","·","Jl. Gelong Baru Selatan V No.1, RT.9/RW.1","","","","(021) 71005800","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus secara perdata joosssss, tapi tutup mulu kalo lagi butuh :(""","",""
"https://www.google.com/maps/place/Journey+Box+Digital+Printing/data=!4m7!3m6!1s0x2e69f774416a5ab7:0x1dfeac562819dc3b!8m2!3d-6.1743246!4d106.7884823!16s%2Fg%2F11gjt5s3mk!19sChIJt1pqQXT3aS4RO9wZKFas_h0?authuser=0&hl=id&rclk=1","Journey Box Digital Printing","4,8","(121)","Layanan cetak digital","·","Lobby Utama, Apartement, Jl. Tanjung Duren Raya No No.Kav 5-9 3, RT.1/RW.5","Tutup","· Buka Min pukul 09.00","·","0878-8999-9750","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service, harga murah""","",""
"https://www.google.com/maps/place/Foto+Copy+%22Kawan+Kita%22/data=!4m7!3m6!1s0x2e69f65cf0c8d14d:0xaae5c06ead35de9c!8m2!3d-6.1693413!4d106.7905874!16s%2Fg%2F11fqhsq4y9!19sChIJTdHI8Fz2aS4RnN41rW7A5ao?authuser=0&hl=id&rclk=1","Foto Copy ""Kawan Kita""","4,2","(16)","Toko Fotokopi","·","RQJR+768, Jl. Tanjung Gedong, RT.7/RW.8","","","","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""print termurah dan cepat buat untar trisakti dan sekitar""","",""
"https://www.google.com/maps/place/Cholis+Foto+Copy/data=!4m7!3m6!1s0x2e69f6932fb394a7:0x9d0c795f6bc840a4!8m2!3d-6.1934879!4d106.7952088!16s%2Fg%2F1yh8027h7!19sChIJp5SzL5P2aS4RpEDIa195DJ0?authuser=0&hl=id&rclk=1","Cholis Foto Copy","4,8","(9)","Toko Fotokopi","·","·","No. 40, Jl. Anggrek Garuda, RT.3/RW.2","Tutup","· Buka Min pukul 07.00","","","Rute","","","",""
"https://www.google.com/maps/place/Fotocopy+Toyo+%26+kopi+lampung/data=!4m7!3m6!1s0x2e69f75dbfa58297:0x8ab95873fc200423!8m2!3d-6.1513011!4d106.8126087!16s%2Fg%2F11gns6l6gd!19sChIJl4Klv133aS4RIwQg_HNYuYo?authuser=0&hl=id&rclk=1","Fotocopy Toyo & kopi lampung","4,5","(16)","Toko","·","Jln keamanan no 112AA Kec, RT.7/RW.6","","Tutup","· Buka Min pukul 08.00","","","Rute","","","",""
"https://www.google.com/maps/place/SAS+Foto+Copy/data=!4m7!3m6!1s0x2e69f66464f3903f:0x41632e09865106e6!8m2!3d-6.1712811!4d106.8025909!16s%2Fg%2F11c5x7lh7g!19sChIJP5DzZGT2aS4R5gZRhgkuY0E?authuser=0&hl=id&rclk=1","SAS Foto Copy","4,5","(13)","Toko Alat Tulis Kantor","·","Jl. Rawa Kepa Utama No.755A","·","Tutup","· Buka Sen pukul 08.00","(021) 29520348","","Rute","","","",""
"https://www.google.com/maps/place/Foto+Copy+GILAR/data=!4m7!3m6!1s0x2e69f711ca0eebe9:0xc6ed35fd47572e79!8m2!3d-6.1859461!4d106.7996169!16s%2Fg%2F11f9x1_drf!19sChIJ6esOyhH3aS4ReS5XR_017cY?authuser=0&hl=id&rclk=1","Foto Copy GILAR","4,9","(9)","Toko Fotokopi","·","Jl. Tali No.5, RT.1/RW.9","·","Tutup","· Buka Sen pukul 08.00","0813-9815-0035","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Untuk pelayanan nya bagus,
Hasil potocopian nya 👍👍
Bisa print juga 👍👍""","",""
"https://www.google.com/maps/place/GREEN+NET+-+Photocopy+Print+Cetak+Photo+ATK+Center+%28Bisa+KJP%29/data=!4m7!3m6!1s0x2e69f78fb54aefa3:0x13824f1d5d6e9231!8m2!3d-6.1616372!4d106.7663345!16s%2Fg%2F11fn1j8fty!19sChIJo-9KtY_3aS4RMZJuXR1PghM?authuser=0&hl=id&rclk=1","GREEN NET - Photocopy Print Cetak Photo ATK Center (Bisa KJP)","4,6","(21)","Toko Fotokopi","·","·","Jl. Pengairan Pesing Koneng Raya No.40 12, RT.12/RW.8","Tutup","· Buka Min pukul 10.00","0852-1550-1111","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""pelayanan nya cepat.. selalu langganan disini""","","·"
"https://www.google.com/maps/place/Fotocopy+%26+print+Gracia/data=!4m7!3m6!1s0x2e69f700223e1091:0x2fab1f9d636fb1ac!8m2!3d-6.1700003!4d106.7875843!16s%2Fg%2F11vwmyh8vk!19sChIJkRA-IgD3aS4RrLFvY50fqy8?authuser=0&hl=id&rclk=1","Fotocopy & print Gracia","5,0","(11)","Toko Fotokopi","·","Jl. Universitas Tarumanagara Kampus II Jl. Tanjung Duren Raya","·","Tutup","· Buka Sen pukul 07.00","0813-8258-4013","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mau perpanjang sim di citraland , butuh fotocopy bisa kesini.""","",""
"https://www.google.com/maps/place/New+Dian+Foto+%2F+Copy/data=!4m7!3m6!1s0x2e69f72d0d3bda5d:0xf4d4a1dd5cb3ff3b!8m2!3d-6.2173156!4d106.7604076!16s%2Fg%2F1pzs0yk3r!19sChIJXdo7DS33aS4RO_-zXN2h1PQ?authuser=0&hl=id&rclk=1","New Dian Foto / Copy","4,9","(15)","Toko Fotokopi","·","10, Jl. Raya Pos Pengumben No.27, RT.11/RW.3","·","Tutup","· Buka Sen pukul 07.00","(021) 5859115","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat bagus dan memuaskan""","",""
"https://www.google.com/maps/place/Foto+Copy+Citra/data=!4m7!3m6!1s0x2e69f76191002b55:0x7c761ac7ead1d93d!8m2!3d-6.1545268!4d106.8174532!16s%2Fg%2F11gyc8c6y4!19sChIJVSsAkWH3aS4RPdnR6scadnw?authuser=0&hl=id&rclk=1","Foto Copy Citra","4,8","(6)","Toko Alat Tulis Kantor","·","Kompas, Gajahmada, Depan Masjid Almubarak, Jl. Kebahagiaan No.5, RT.12/RW.1","","Tutup","· Buka Sen pukul 08.00","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""bisa fotocopy + print, alat alat tulis + alat alat kantornya jg komplit""","",""
"https://www.google.com/maps/place/Fotocopy+Pondokan/data=!4m7!3m6!1s0x2e69f65ba6a557fb:0x811bba1fd21e3db5!8m2!3d-6.1702507!4d106.7865495!16s%2Fg%2F11bx8jnnyc!19sChIJ-1elplv2aS4RtT0e0h-6G4E?authuser=0&hl=id&rclk=1","Fotocopy Pondokan","4,2","(88)","Toko Fotokopi","·","·","Jl Alpukat 2 No 55 RT 01 RW 02 Kel Tanjung Duren Selatan Kec Grogol, Petamburan, RT.1/RW.2","Tutup","· Buka Sen pukul 07.30","0878-0988-8809","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Habis di renov,kelihatan bersih dan bagus""","","·"
"https://www.google.com/maps/place/JAMHARI+PHOTO+COPY/data=!4m7!3m6!1s0x2e69f7db31d74a05:0x4df846bf8bcbac74!8m2!3d-6.1841652!4d106.8021744!16s%2Fg%2F11gjp_60r3!19sChIJBUrXMdv3aS4RdKzLi79G-E0?authuser=0&hl=id&rclk=1","JAMHARI PHOTO COPY","5,0","(2)","Toko Fotokopi","·","Jl. Kota Bambu Raya No.5 11, RT.11/RW.5","·","Tutup","· Buka Sen pukul 06.30","0857-1506-0994","","Rute","","","",""
"https://www.google.com/maps/place/Fotocopy,+Print,+Laminating/data=!4m7!3m6!1s0x2e69f787651b8809:0x21184865c239f291!8m2!3d-6.1615549!4d106.779559!16s%2Fg%2F11txnsbjf0!19sChIJCYgbZYf3aS4RkfI5wmVIGCE?authuser=0&hl=id&rclk=1","Fotocopy, Print, Laminating","1,7","(6)","Toko Fotokopi","·","Jl. Hadiah Utama 1 No.41, RT.11/RW.3","","","","","","Rute","","","",""
"https://www.google.com/maps/place/PusatFotokopi+-+Dealer+Mesin+Fotokopi+Canon+-+Fuji+Film+-+Epson+-+Kyocera+%7C+PT+Selaras+Utama+Raya/data=!4m7!3m6!1s0x2e69f64cd5a5282b:0x8226360525c4927a!8m2!3d-6.1653476!4d106.7707092!16s%2Fg%2F11bw4c2w66!19sChIJKyil1Uz2aS4RepLEJQU2JoI?authuser=0&hl=id&rclk=1","PusatFotokopi - Dealer Mesin Fotokopi Canon - Fuji Film - Epson - Kyocera | PT Selaras Utama Raya","4,5","(21)","Pemasok peralatan percetakan","·","Jl. Taman Ratu Indah No.B4 No.18","Tutup","· Buka Sen pukul 08.00","·","0813-8878-1978","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan yg baik""","",""
"https://www.google.com/maps/place/Nano+Foto+Copy/data=!4m7!3m6!1s0x2e69f6104d5f545f:0x2187f3b31c3eb0d!8m2!3d-6.1478585!4d106.7998841!16s%2Fg%2F11bzrg_bpp!19sChIJX1RfTRD2aS4RDevDMTt_GAI?authuser=0&hl=id&rclk=1","Nano Foto Copy","4,0","(48)","Toko Alat Tulis","·","·","VQ2X+VX2, Jl. Angke Indah, RT.10/RW.3","Tutup","· Buka Min pukul 08.00","0821-5431-7748","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kota vape pokonyaa pelayanan nya baguss sii barangnya juga komplit.""","","·"
"https://www.google.com/maps/place/MITRA+FotoCopy+Tomang/data=!4m7!3m6!1s0x2e69f65d5de38671:0x8b7cfe2e4eef7a92!8m2!3d-6.1685182!4d106.7938145!16s%2Fg%2F11h9y53s4r!19sChIJcYbjXV32aS4RknrvTi7-fIs?authuser=0&hl=id&rclk=1","MITRA FotoCopy Tomang","5,0","(68)","Toko Fotokopi","·","Jl. Tanjung Gedong No.42 D, RT.2/RW.9","·","Tutup","· Buka Min pukul 11.00","0812-8198-4900","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga murah,  ,abangnya ramah dan hasil pengerjaannya bagus.""","",""
"https://www.google.com/maps/place/SOTOKOPI/data=!4m7!3m6!1s0x2e69f7ffb9e7f0ed:0x310aab2bb99e60da!8m2!3d-6.2110625!4d106.7375625!16s%2Fg%2F11sk0qpmm3!19sChIJ7fDnuf_3aS4R2mCeuSurCjE?authuser=0&hl=id&rclk=1","SOTOKOPI","5,0","(406)","Toko Fotokopi","·","Fotokopi Mercu Buana, QPQQ+H2 Meruya Sel., Kota Jakarta Barat, Daerah Khusus Ibukota Jakarta, Sebelah lowson Mercu Buana, Dekat Kampus Mercu Buana, Fotocopy Universitas Mercu Buana","·","Tutup","· Buka Min pukul 06.30","0821-2465-4208","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""ga cuma bisa print dan","",""
"https://www.google.com/maps/place/Foto+Copy+Persada+Maju+Jaya+%28Fajar+Rizki%29/data=!4m7!3m6!1s0x2e69f66d8af1909f:0x428736f8748fc585!8m2!3d-6.1603418!4d106.8057629!16s%2Fg%2F11bxc7g3_3!19sChIJn5Dxim32aS4RhcWPdPg2h0I?authuser=0&hl=id&rclk=1","Foto Copy Persada Maju Jaya (Fajar Rizki)","4,5","(21)","Toko Fotokopi","·","·","No, Jl. Duri Selatan V No.5, RT.7/RW.2","Tutup","· Buka Min pukul 09.00","0838-0647-7328","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat fotocopy, print &menyediakan ATK.""","","·"
"https://www.google.com/maps/place/Satrio+Fotocopy/data=!4m7!3m6!1s0x2e69f728e835212b:0xaf902d69910833c6!8m2!3d-6.1999801!4d106.7320142!16s%2Fg%2F11clsn9wbv!19sChIJKyE16Cj3aS4RxjMIkWktkK8?authuser=0&hl=id&rclk=1","Satrio Fotocopy","4,8","(9)","Toko Alat Tulis Kantor","·","Blok 45 No. 25, Jl. H. Lebar Jalur 15, RT.2/RW.10","·","Tutup","· Buka Min pukul 12.30","0852-1925-6908","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pegawai cekatan, barang lengkap, harga oke""","",""
"https://www.google.com/maps/place/FOTO+COPY+LESTARI/data=!4m7!3m6!1s0x2e69f5fb139e0149:0xe4fd94b70d471d8!8m2!3d-6.1467728!4d106.826384!16s%2Fg%2F1yglpf1wf!19sChIJSQGeE_v1aS4R2HHUcEvZTw4?authuser=0&hl=id&rclk=1","FOTO COPY LESTARI","4,6","(147)","Toko Fotokopi","·","·","13 03, Jalan Mangga Besar 13 depan smu 10, RT.2/RW.3, Mangga Dua Selatan, Sawah Besar, RT.1/RW.3, Mangga Dua Selatan, Sawah Besar, RT.1/RW.3","Buka 24 jam","","0813-8941-5530","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Foto copy n print hasilnya cukup bagus dan harganya merakyat""","","·"
"https://www.google.com/maps/place/Fotokopi+RS+Dharmais/data=!4m7!3m6!1s0x2e69f70057ad1723:0xed3840bf7a752e5e!8m2!3d-6.1864868!4d106.7984521!16s%2Fg%2F11x1q6hy20!19sChIJIxetVwD3aS4RXi51er9AOO0?authuser=0&hl=id&rclk=1","Fotokopi RS Dharmais","","","Toko Fotokopi","·","Jl. Letjen S. Parman No.Kav 84-86, RT.4/RW.9","","","","","","Rute","","","",""
"https://www.google.com/maps/place/PT+Selaras+Utama+Raya/data=!4m7!3m6!1s0x2e69f7ac61909477:0x46ab9dd3f7cd9f2f!8m2!3d-6.1653318!4d106.7707057!16s%2Fg%2F11h8x370c_!19sChIJd5SQYaz3aS4RL5_N99Odq0Y?authuser=0&hl=id&rclk=1","PT Selaras Utama Raya","5,0","(5)","Persewaan Peralatan Kantor","·","Jl. Taman Ratu Indah No.B4 No 18","Tutup","· Buka Sen pukul 08.00","·","(021) 56972499","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lumayan logistik tempat dan gampang ditemukan""","",""
"https://www.google.com/maps/place/Toko+Fotokopi+Swadaya/data=!4m7!3m6!1s0x2e69f7007059a00d:0xf7446319bf6667!8m2!3d-6.1607379!4d106.7787068!16s%2Fg%2F11wx2kpktt!19sChIJDaBZcAD3aS4RZ2a_GWNE9wA?authuser=0&hl=id&rclk=1","Toko Fotokopi Swadaya","5,0","(1)","Toko Buku","·","Jl. Pasar Inpres No.54 D, RT.16/RW.2","·","Tutup","· Buka Min pukul 17.00","0856-9218-0287","","Rute","","Ambil di toko","",""
"https://www.google.com/maps/place/Matahari+fotocopy/data=!4m7!3m6!1s0x2e69f723edbc5211:0x4642474e21cac231!8m2!3d-6.1642737!4d106.7903727!16s%2Fg%2F11g08_c6m1!19sChIJEVK87SP3aS4RMcLKIU5HQkY?authuser=0&hl=id&rclk=1","Matahari fotocopy","4,6","(41)","Toko Fotokopi","·","Matahari fotocopy, Jl. Dr. Muwardi I No.6, RT.3/RW.5","·","Tutup","· Buka Sen pukul 08.00","0816-1811-425","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat","",""
"https://www.google.com/maps/place/Dimas+Fotocopy/data=!4m7!3m6!1s0x2e69f7b29c48db51:0x307301d2f00be9d6!8m2!3d-6.1843545!4d106.7348013!16s%2Fg%2F11fn0nhtym!19sChIJUdtInLL3aS4R1ukL8NIBczA?authuser=0&hl=id&rclk=1","Dimas Fotocopy","4,2","(121)","Toko Fotokopi","·","·","Tutup","· Buka Min pukul 07.30","Jl. Kembangan Raya No.8, RT.1/RW.1","0878-8839-9525","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan oke bisa ketik untuk keperluan warung dll bisa laminating""","","·"
"https://www.google.com/maps/place/Happy+Copy+Centre/data=!4m7!3m6!1s0x2e69f75350c65281:0xb2a29ae5a39eb4c1!8m2!3d-6.1653226!4d106.7707168!16s%2Fg%2F11s86g2qm6!19sChIJgVLGUFP3aS4RwbSeo-WaorI?authuser=0&hl=id&rclk=1","Happy Copy Centre","4,1","(7)","Toko Fotokopi","·","Taman Ratu Indah B4 no 18","Tutup","· Buka Sen pukul 07.30","·","0813-8878-1978","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Hasil print +","",""
"https://www.google.com/maps/place/Ziah+Foto+Copy/data=!4m7!3m6!1s0x2e69f68f0cd96af3:0x95e1907406334977!8m2!3d-6.1839633!4d106.802996!16s%2Fg%2F11bxfj74yl!19sChIJ82rZDI_2aS4Rd0kzBnSQ4ZU?authuser=0&hl=id&rclk=1","Ziah Foto Copy","4,4","(9)","Toko Fotokopi","·","Gang harlan kota bambu selatan nomor 1 rt 6 rw 4, RT.3/RW.5","·","Tutup","· Buka Min pukul 05.30","0816-1780-3164","","Rute","","","",""
"https://www.google.com/maps/place/Fotocopy+Hadiah/data=!4m7!3m6!1s0x2e69f648a74a9ad3:0xccae230cde446d10!8m2!3d-6.1616839!4d106.7826425!16s%2Fg%2F1pzq1vj3p!19sChIJ05pKp0j2aS4REG1E3gwjrsw?authuser=0&hl=id&rclk=1","Fotocopy Hadiah","4,2","(17)","Toko Fotokopi","·","·","Jl. Hadiah 1 No.26, RT.11/RW.3","","","","","Rute","","","",""
"https://www.google.com/maps/place/Agung+Copy+Centre+%26+Printing/data=!4m7!3m6!1s0x2e69f64263df1715:0x50c912074718bd0f!8m2!3d-6.1625846!4d106.7919186!16s%2Fg%2F1vsmvbb7!19sChIJFRffY0L2aS4RD70YRwcSyVA?authuser=0&hl=id&rclk=1","Agung Copy Centre & Printing","4,6","(22)","Toko Fotokopi","·","Jl. Muwardi No.33, RT.5/RW.4","·","Tutup","· Buka Sen pukul 08.30","(021) 5689527","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan sangat baik dan reasonable price.""","",""
"https://www.google.com/maps/place/Toko+Aldhi+Fotocopy+cabang+Angke+Jaya/data=!4m7!3m6!1s0x2e69f7b9f3d785b9:0x6ed25abbeb39fef!8m2!3d-6.1487832!4d106.7968984!16s%2Fg%2F11fl4dhqqg!19sChIJuYXX87n3aS4R75-zvqsl7QY?authuser=0&hl=id&rclk=1","Toko Aldhi Fotocopy cabang Angke Jaya","3,8","(22)","Toko Alat Tulis Kantor","·","·","Jl. Angke Jaya No.6, RT.3/RW.6","Tutup","· Buka Sen pukul 08.00","","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Karyawanya perlu pelatihan lagi biar bagus hasilnya""","",""
