"hfpxzc href","qBF1Pd","MW4etd","UY7F9","AJB7ye","AJB7ye 2","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","FQ2IWe src","Jn12ke src","ah5Ghc","ah5Ghc 2","ah5Ghc 3","A1zNzb href","J8zHNe","bbPy1","M4A5Cf"
"https://www.google.com/maps/place/Kopi+Lalu/data=!4m7!3m6!1s0x2e69f760456aa1a1:0x51dc62f8d07b4424!8m2!3d-6.1911404!4d106.7574816!16s%2Fg%2F11gy6370h6!19sChIJoaFqRWD3aS4RJER70Phi3FE?authuser=0&hl=id&rclk=1","Kopi Lalu","4,5","(149)","·","Rp 25–50 rb","Kedai Kopi","·","·","Tutup","· Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHfZfyaVWEl3vexUDBALnOyl9CbT5-uzM8U3NTvIHhozF7oXerIQBK34VCzu1qEQrvuDvXLTfHm7lppP4XCfp51-rIFJnckg6bxf2DnoHP3DTH3hWI0hHiY-i7dLOjycWHoYoayCg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","kopi","dan makanannya enak, tempatnya jg cozy""","https://www.google.com/viewer/chooseprovider?mid=/g/11gy6370h6&g2lbs=AIBNGdW__iZSeETqWE_q1jQVzI46vKx7ogW5RR1QOkWN3ZBWW77EaCouz8fJqGtuTDehKSpXG9WRtQJuiniq72tGJqb4yWKahw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=1KfjaaiyH-O6seMPsPLiqQc&ei=1KfjaaiyH-O6seMPsPLiqQc&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kedai+Kopi+Poci+Kampung+Baru/data=!4m7!3m6!1s0x2e69f705fa28f45b:0xd19e4b6ab336dbf6!8m2!3d-6.1979306!4d106.7633517!16s%2Fg%2F11jbcdhx1q!19sChIJW_Qo-gX3aS4R9ts2s2pLntE?authuser=0&hl=id&rclk=1","Kedai Kopi Poci Kampung Baru","4,8","(36)","","","Kafe","·","Jl. Meruya Ilir Raya No.55 10, RT.10/RW.7","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH5BUZsCS29tpGC7aNFn8LwmGo_JXhDgwzeMdfvyjhWCJBjMwVEta7NQjOEr6Dd9GKZxNROL1-K3fh81PiXTIsFD8yw3XBCerBl2jMFxXJm5dBAHGvRh7QIv2Xky6xTq-vsXp_qrg=w80-h141-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantab sekali","kopi","nya dah ..""""","","","",""
"https://www.google.com/maps/place/Firstly+Coffee/data=!4m7!3m6!1s0x2e69f797fe02573b:0x730d04eca62d5cc!8m2!3d-6.1924612!4d106.7848711!16s%2Fg%2F11j8x23ww6!19sChIJO1cC_pf3aS4RzNViyk7QMAc?authuser=0&hl=id&rclk=1","Firstly Coffee","4,8","(162)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Kemanggisan Raya No.84B, RT.2/RW.9","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFSU2cOQ0GyqKbzMlNU_taCbiJnwI_PY0C5NviMjVcsDivq7MKCGmRbdQibq_Q-1T7XYXYIgb-FrgAumHOQpgH8BkxnxXZTkvZeqyYTTeKKUO1fpldBAtq_XO4iPewFcIp-NWM=w138-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya enak buat kerja, cozy, kopinya juga enak 👌🏽""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11j8x23ww6&g2lbs=AIBNGdWastiqXlu4-9_7g4v2RBQ4vyhS5p3mNWh5PyrHXrIAJ8NFZEe-mmFirnV8OLwPm7lvzsJYVOGZYgeUr2epjONnWxa2oA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kopi+Jago+depan+Foodlah/data=!4m7!3m6!1s0x2e69f7001304a70b:0x5b576c7aaeece057!8m2!3d-6.2005625!4d106.7824181!16s%2Fg%2F11ymjn3cv5!19sChIJC6cEEwD3aS4RV-DsrnpsV1s?authuser=0&hl=id&rclk=1","Kopi Jago depan Foodlah","5,0","(5)","","","Kedai Kopi","·","foodlah, depan sebrang","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHN5UxKnjgA2KV3_pEhoaQxMtSomNafp6nNXmWbgDeSSt7U6B9bqKD3mCgL26pkbfx2kZc1jZpzpPaz9e-jmlHUAoPa5kCbtXLoo7YwHqaBFu-LaU1meTBORlgaDgGQj-EjTtuKlF6CoUi9=w80-h106-k-no","","Makan di tempat","Pesan antar","","","","","·"
"https://www.google.com/maps/place/Lungo+Coffee/data=!4m7!3m6!1s0x2e69f767101a0081:0xfb855ebd408fdbdf!8m2!3d-6.1915809!4d106.7621752!16s%2Fg%2F11h12gv2n2!19sChIJgQAaEGf3aS4R39uPQL1ehfs?authuser=0&hl=id&rclk=1","Lungo Coffee","4,7","(86)","·","Rp 50–75 rb","Kedai Kopi","·","Jl. Perjuangan No.7, RT.3/RW.7","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGcfbFRK0MvyYZb8EsRkQl_sXj0s0Oe6Q01UYvO-NXzfyHLS8awwm2agZ534RZfDyeaZ3HgbD23e8cmsxL-FaqH77I0QTCUMEhC16w_iDnqGoxoYtXXgiqKjaazFj0UJ_4Fw85gMQ=w92-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan nya sangat enak,","kopi","nya juga pelayanan cepat.""","https://www.google.com/viewer/chooseprovider?mid=/g/11h12gv2n2&g2lbs=AIBNGdX3yHeWb04xxC8NvZdZMrRbotJDcHp5t6pLZm2Vfi23nby-IPLtsB0-pSys6zDuK3Q8TeiYcWfpLi_jBVWJKGf9KX7z_g%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kedai+tea+%26+coffee/data=!4m7!3m6!1s0x2e69f723a450ed73:0x6738bbc23df54d91!8m2!3d-6.1906268!4d106.7831563!16s%2Fg%2F11ndw9brgl!19sChIJc-1QpCP3aS4RkU31PcK7OGc?authuser=0&hl=id&rclk=1","Kedai tea & coffee","3,4","(16)","","","Kedai Kopi","·","Jl. Bakti V No.7 3, RT.7/RW.9","Buka","· Tutup pukul 23.55","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVIejgxmZuctinP1OlfLIzhzorSFQoke1gM3_-2Vgi2NxK_XVPuLM64Z7ttPp2ajGI1vfUV--SYzc24W80aOtpDVGMMkRvALJ7SZ0k7ZENDNKmPba8P4K8LznOUARJiyYvAMjO=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Ini sekarang pindah sebelah maranggi kan?""","","","","","",""
"https://www.google.com/maps/place/KOPI+JAGO+%28+ERY%29/data=!4m7!3m6!1s0x2e69f70049ce0fef:0x80ad0afffa555d3c!8m2!3d-6.1972658!4d106.7731473!16s%2Fg%2F11ys6kwzy5!19sChIJ7w_OSQD3aS4RPF1V-v8KrYA?authuser=0&hl=id&rclk=1","KOPI JAGO ( ERY)","5,0","(3)","","","Kedai Kopi","·","Jl. Raya Kb. Jeruk No.2A, RT.4/RW.3","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHHD3xpYRipQ3DgSHlbb5D7FLdYWfD7J_5LNBnoM4UTp4F9g02-iGMoE2M6JHBD3_12z12M7gN9EyqcDbB_0wD4rxu2C4-5GDYoFWXnCpqX1msbkvaEG7gqrbiiKFh4M5_G3wNyM-4hLlfI=w80-h106-k-no","","Makan di tempat","Bawa pulang","","","","","·"
"https://www.google.com/maps/place/Janji+Kopi/data=!4m7!3m6!1s0x2e69f70021ba9a3b:0x3b75f6afc493f32f!8m2!3d-6.2033842!4d106.7699533!16s%2Fg%2F11vq542b6y!19sChIJO5q6IQD3aS4RL_OTxK_2dTs?authuser=0&hl=id&rclk=1","Janji Kopi","5,0","(27)","·","Rp 25–50 rb","Kedai Kopi","·","Jl. Anggrek No.52","Tutup","· Buka Min pukul 12.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGvgONbGd8kMJ-EF144lD1CyryTlk9FqETLWC9RoThqOgm6nj3nRO56-7juiQCHAdT8v2qCr271kv_Sc6Q1_tiXj-eFAqTqdTDSk5JDjLajCnuk_2htSFlkRZkPaKMVg2zkkZgqig=w193-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak","kopi","nya, makanan jg bnyk pilihan enak enak""","https://www.google.com/viewer/chooseprovider?mid=/g/11vq542b6y&g2lbs=AIBNGdU4m8gKko5_hNz320KQEJBHlXg6LVTB3_RQ8eiuT1st2qqqinIRf8F7fs5A9fcLJcWqM7S6jZVNuiH15YinYOdUSLcnGA%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Awal+Kenal+Kopi/data=!4m7!3m6!1s0x2e69f7636473b21f:0xa1669ede7f333213!8m2!3d-6.1897343!4d106.7628867!16s%2Fg%2F11j21331_9!19sChIJH7JzZGP3aS4REzIzf96eZqE?authuser=0&hl=id&rclk=1","Awal Kenal Kopi","4,9","(19)","","","Kedai Kopi","·","Jl. Kedoya Agave Raya No.A1, RT.10/RW.4","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFnJWJLmLybgyroa-ZSdLFezjyGHfM7PVwuYj6-fx5wBVWYpul2JYlv0hy1MnKFrm0LHMC6FYHtm6xT6bw7PAgIEVTiry-g2UAsLJDbFb32wbukrniLpj6NKqjof6pRPB-0lsAr=w80-h100-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan sama minumannya mantap""","","","","","",""
"https://www.google.com/maps/place/Warung+Kopi+Mbah+Uti/data=!4m7!3m6!1s0x2e69f702300b86ff:0x93f445ac78218d94!8m2!3d-6.1843142!4d106.7686035!16s%2Fg%2F11f53dgllv!19sChIJ_4YLMAL3aS4RlI0heKxF9JM?authuser=0&hl=id&rclk=1","Warung Kopi Mbah Uti","4,7","(218)","·","Rp 1–25.000","Kedai Kopi","·","Jl. Kedoya Duri Raya No.6, RT.1/RW.7","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFRcLw1pomy8EvbvugDMsHtb24nMCWM0OitsR5_1Nj7PcSwnpVq3ng3WW2uLE1PdyeRaJ9C-YvAqGR6CMWv4ClNt9zbwuWvRgYYbo1R_4edL_QrTFjAqNmZkaC0OxUIh01jRHg=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kopinya enak, tempatnya asyik buat nongkrong""","","","","","",""
"https://www.google.com/maps/place/Ratu+Kopi+Gayo/data=!4m7!3m6!1s0x2e69f7fce5864c01:0x9275ad89a3d1957d!8m2!3d-6.203913!4d106.760954!16s%2Fg%2F11fj47qr7c!19sChIJAUyG5fz3aS4RfZXRo4mtdZI?authuser=0&hl=id&rclk=1","Ratu Kopi Gayo","4,8","(33)","","","Toko kopi","·","Jl. Manggis No.14, RT.4/RW.5","Tutup","· Buka Sen pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFP0qGKei4HZnHOjM0iAIQYbKzlCosm-V6JtKzTA9y0gLObyIs-4m6fqoLovBR1Qz3ngI9_butIiL9OxAwA6ypajTZFZlMFzx9p7T8_6Xej2SjMio6Dc5bcLAKXQNrxMJFvh-rH=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","kopi","nya sangat enak suasana yg nyaman layak dicoba gaess""","","","",""
"https://www.google.com/maps/place/Dol+kopi/data=!4m7!3m6!1s0x2e69f77534602917:0xcf7d9411959501b1!8m2!3d-6.1895961!4d106.7664116!16s%2Fg%2F11rkl6x_zx!19sChIJFylgNHX3aS4RsQGVlRGUfc8?authuser=0&hl=id&rclk=1","Dol kopi","5,0","(6)","","","Kedai Kopi","·","Jl. Kedoya Pesing No.19 Ruko Tomang Tol, RT.19/RW.4","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAHwxVl9oS9XEd-e5u7Oy6cywH9Pwa1j1LqZHakQrvRg2IJ71R6HV_Ig9vtK1xGAnoDRLUlKayADqkgjdkQmTuNwqBgkwK1_iMUIY1fbCdt7hMyLnhMRnUEoi7wZSouc6S9_oSvn1w=w163-h92-k-no","","Makan di tempat","Drive-through","Antar tanpa bertemu","","","","·"
"https://www.google.com/maps/place/KEDAI+KOPI+DUA+eM/data=!4m7!3m6!1s0x2e69f7fabe50163d:0xca39736e6d10a7a9!8m2!3d-6.2021351!4d106.7722686!16s%2Fg%2F11hg48cn0h!19sChIJPRZQvvr3aS4RqacQbW5zOco?authuser=0&hl=id&rclk=1","KEDAI KOPI DUA eM","4,6","(17)","","","Kedai Kopi","·","Jl. H. Domang No.30, RT.9/RW.2","Segera tutup","· 23.30 · Buka Min pukul 06.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-pH_sOjQaX86oh_eocjbEr1wcDsEs5aHJv0WiAuKN4M3QgWs7_PHYz_iARmRJ9FLvojtcEZu0CiysMzRumUajQhHqxVf9gvu1jdswFxENbbe3ebyDPk02_605bcl_8vaNTSBD=w163-h92-k-no","","Makan di tempat","Bawa pulang","","","","","·"
"https://www.google.com/maps/place/KOPI+COWBOY/data=!4m7!3m6!1s0x2e69f7a85e232eb5:0xc820d72cdfc00944!8m2!3d-6.1982739!4d106.7588074!16s%2Fg%2F11f9y27fxp!19sChIJtS4jXqj3aS4RRAnA3yzXIMg?authuser=0&hl=id&rclk=1","KOPI COWBOY","5,0","(1)","","","Kedai Kopi","·","Jawara Wisata Kuliner, Jl. Meruya Ilir Raya No.25, RT.1/RW.1","Segera tutup","· 23.00 · Buka Min pukul 11.00","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f0vQdFfvq3DXiLVFVpPgdg&cb_client=search.gws-prod.gps&w=80&h=92&yaw=209.66603&pitch=0&thumbfov=100","","Makan di tempat","Bawa pulang","","","","","·"
"https://www.google.com/maps/place/8th+Brew+Coffee+Shop/data=!4m7!3m6!1s0x2e69f70f9bd1826b:0xd6d94dacedd61685!8m2!3d-6.1865302!4d106.7579031!16s%2Fg%2F11csqfjjwp!19sChIJa4LRmw_3aS4RhRbW7axN2dY?authuser=0&hl=id&rclk=1","8th Brew Coffee Shop","4,5","(150)","·","Rp 25–50 rb","Kedai Kopi","·","Jalan Pilar Mas Utama Raya Kav. 28, Kebon Jeruk, Tower Milan MI UG 32A, RT.7/RW.3","Tutup","· Buka Sen pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFL-T3DIApeu3ez-LoNguk6sCkYaDoiSKcPAph8g4JTmTe0nrzL23qc6MV4BzYqRiAl-MZskC3igjmSdKYXoGK5KY0Zh8ztzHJ78v8Vc65xzoT5RGa_6de_k4fG9k4p53z_eU_7=w80-h142-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Rasa","kopi","nya enak, servicenya juga bagus.. Top banget deh""","https://www.google.com/viewer/chooseprovider?mid=/g/11csqfjjwp&g2lbs=AIBNGdU8wmMKF3X6vmgHI--wgZ_ETCnJcdbtc3oLLELv6oQHGffIc-JuVsaI8sSUugvIUmjQRdN4olv0WRplwKkfShgYi2P8zQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kaneel+Cafe/data=!4m7!3m6!1s0x2e69f65737bc9af9:0xf21e8f0720b1dc54!8m2!3d-6.1832437!4d106.7833457!16s%2Fg%2F11gfp2npsw!19sChIJ-Zq8N1f2aS4RVNyxIAePHvI?authuser=0&hl=id&rclk=1","Kaneel Cafe","4,8","(1.173)","·","$$","Kedai Kopi","·","Jl. Tanjung Duren Raya No.12, RT.14/RW.7","Segera tutup","· 23.00 · Buka Min pukul 11.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGjegVBdQ-Tn2GF5GGVAIuIfpJdQh4GCoO41hcr4yUwiuRFVZvhY7moe4D30nkcV2JnHCNICNMO0DQ01Al85ctWbsgGoqmuKB-9l_gUeqZneV4oDJcOROsxipRn4ydNE9FRIN3d=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nasi Campur Manado sama","Kopi","Tubruk Kawangkoan-nya enak bangett!!""","","","",""
"https://www.google.com/maps/place/Kopi+M+Kemanggisan/data=!4m7!3m6!1s0x2e69f724ecbcf5fb:0x7f381ca8d692be66!8m2!3d-6.1996773!4d106.7824606!16s%2Fg%2F11j0tkgrdt!19sChIJ-_W87CT3aS4RZr6S1qgcOH8?authuser=0&hl=id&rclk=1","Kopi M Kemanggisan","5,0","(12)","","","Kafe","·","Jl. Rw. Belong No.6, RT.6/RW.12","Tutup","· Buka Min pukul 09.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAEBvYduwTiKIOPTo5je_RtWiHIrMNiQJLju6iGtVQCMhpCYu3PSxAfgKyu6FNic4JXGwriQSHvVdZYfWPC3OAB--cpW5M8KzqVyhRzyXoxC3rBG_gRTmcx34dNcTKCtZ1_wWZVB=w80-h106-k-no","","Makan di tempat","Bawa pulang","Pesan antar","","","","·"
"https://www.google.com/maps/place/Cuma+Kopi/data=!4m7!3m6!1s0x2e69f7718db25a35:0xac92aae101918830!8m2!3d-6.2043119!4d106.7819513!16s%2Fg%2F11lfbj2vzd!19sChIJNVqyjXH3aS4RMIiRAeGqkqw?authuser=0&hl=id&rclk=1","Cuma Kopi","4,4","(7)","","","Kedai Kopi","·","QQWM+M3H Rawa Belong RT.2/RW.6 Palmerah Kecamatan Palmerah Kota Jakarta Barat Daerah Khusus Ibukota Jakarta","Segera tutup","· 23.30 · Buka Min pukul 10.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFcHpkKxc0vN_MScTqFwALXnFEdZAwwRfM2a2M1ewV-8Zdj94v74n2xQZuNe-LJSyP8wXD0BWMOTYz3I_64H5yYnd9SR5uzLE0UG81ZQJfQNlOrBiOIo9ZLjKaad423QLyu6BNT=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""layanannya mantap , kopinya juga mantap .. puas pokoknya""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11lfbj2vzd&g2lbs=AIBNGdUED5X1bi01d9CzF2NB-KhcZxBx-P-sUpOrR081RQ2aV-FDPRR7xyIS162hyMIjDYUDhsJd_jNCMFg6ww7Cxql0NQ09rw%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kopi+Jago+Dika+Holic/data=!4m7!3m6!1s0x2e69f737a3c11947:0x8a442a0500ae3d6e!8m2!3d-6.2000764!4d106.7606626!16s%2Fg%2F11yxk0qjng!19sChIJRxnBozf3aS4Rbj2uAAUqRIo?authuser=0&hl=id&rclk=1","Kopi Jago Dika Holic","","","","","Kedai Kopi","·","Jl. Lapangan Bola","Buka","· Tutup Min pukul 05.30","https://lh3.googleusercontent.com/gps-cs-s/APNQkAGDJxPwI-a5j7GyjYyXiLLha8cAsUPMWw3Pw8g6PSkC3FfXY7XbBWUj2SXGK7kdmH8xIPAeWS57lDiZGx5_79dPLH-pyfqr-66ndIrkBOY8o2PuPH9FM9dnfV55c-dmLSvVWVgUZcpD_DUb=w80-h177-k-no","","Makan di tempat","","","","","",""
"https://www.google.com/maps/place/Flash+Coffee+-+H+Syahdan/data=!4m7!3m6!1s0x2e69f71f56cd641f:0xac6e82e5de9d3c6!8m2!3d-6.200469!4d106.7862817!16s%2Fg%2F11p010_6kg!19sChIJH2TNVh_3aS4RxtPpXS7oxgo?authuser=0&hl=id&rclk=1","Flash Coffee - H Syahdan","4,9","(76)","·","Rp 25–50 rb","Kedai Kopi","·","2, Jl. Kyai H. Syahdan No.1, RT.2/RW.0120","Tutup","· Buka Min pukul 07.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFceWKmDGTvQco6h1f_xoaB79uULfqhK8rCDoPjU5JUUfQ9cyn55xAYbE5vYF_zKxp50U_dDIAon8ztNc8J3kDcC8xiCyvyjsaNpxwpSsRAYJ8rBhQhw5HWpoEMkUhXAAOoTtpTaL6JPf0=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Kopi","yang ditawarkan cukup enak, menu rekomendasinya macadamia latte.""","https://www.google.com/viewer/chooseprovider?mid=/g/11p010_6kg&g2lbs=AIBNGdUZlbFoY84I8Bvveb9fLhOZ79oW2UTglGcYmfjMpbSw1xHTx_hI2bK8m1LORP1sLra8ZSozJthOMvF0caCuEFphUHWQEQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Kedai+KOALAKU/data=!4m7!3m6!1s0x2e69f6c5c15e62c9:0x698c4b7f64320982!8m2!3d-6.2069348!4d106.7873995!16s%2Fg%2F11cjp87s7_!19sChIJyWJewcX2aS4RggkyZH9LjGk?authuser=0&hl=id&rclk=1","Kedai KOALAKU","4,6","(66)","·","$","Kedai Kopi","·","Jl. Palmerah Barat No.50","Buka","· Tutup pukul 01.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFPAwE3bHJt9j3HgULwS5FlDCcbnVKeEjv3-KvmqHXbZlAh1RSE9WYBdxys4IYNYWPx1NRbXyyGIflQijdDsSGYN1UD5MKcIPuSdeZLBKbK07y5C_aTq7A9MqZ_ythi-lsVydMhtg=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""nasi goreng petenya enak bangettt kesukaan nyonya putri""","","","https://www.google.com/viewer/chooseprovider?mid=/g/11cjp87s7_&g2lbs=AIBNGdWNGcEBpQ92Jl1RFiI_U4IA9u9CsfYLi4QxA92Z_B5jWzMzROOOVaDdF1osrskyCMkhAMq7AyqIqjXEdiuGtaDExaZ-FQ%3D%3D&hl=id-ID&gl=id&fo_m=MfohQo559jFvMUOzJVpjPL1YMfZ3bInYwBDuMfaXTPp5KXh-&utm_source=tactile&gei=3afjacnED8ySseMPgdSj6Ag&ei=3afjacnED8ySseMPgdSj6Ag&fo_s=OA&opi=79508299&orderType=1&ebb=1&cs=0&foub=mcpp","Pesan online","",""
"https://www.google.com/maps/place/Salam+Kopi/data=!4m7!3m6!1s0x2e69f79584881981:0xb4e83fec6ca132cd!8m2!3d-6.203779!4d106.7696013!16s%2Fg%2F11pzfp9rph!19sChIJgRmIhJX3aS4RzTKhbOw_6LQ?authuser=0&hl=id&rclk=1","Salam Kopi","5,0","(6)","","","Kedai Kopi","·","Jl. Panjang, RT.10/RW.1","Buka","· Tutup pukul 00.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAF1GPWBYPolX9PVdRT0RkDQL6GWTUohu44Dl8VtE1vI8ZTCAS_J0i8t_4N3Ej3DAVw-ofH4kjXpm4Ii8P2arZrC5OmjQezY1ea3yyIlLQlf0qV3q9YLWKrjWTOoANsM5Qezr8Ty0w=w163-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","Kopi","mantul gengs..
Cobain deh pasti ga nyesel woi... 😉""","","","",""
"https://www.google.com/maps/place/Pecinta+kopi+kebon/data=!4m7!3m6!1s0x2e69f77fa31f6deb:0xc1080ca19e529843!8m2!3d-6.2031306!4d106.7739529!16s%2Fg%2F11rn8s_xy0!19sChIJ620fo3_3aS4RQ5hSnqEMCME?authuser=0&hl=id&rclk=1","Pecinta kopi kebon","4,4","(7)","","","Kedai Kopi","·","Jl. Anggrek No.24, RT.9/RW.2","","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAH7TjDwh8AlxY0JHP7D44uKUlHZ6Sd8TNySAY6wFIXIavvKzUT4bonN_oCmYLTCtnWmQuK3Wpu1y5meh_4vLAkhMqoYo21HNJ-hcEnpWxwrE0-e9WVWbeYNZEaBeHFFKXeH-gJo=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat nongki paling joss...👍👍""","","","","","",""
"https://www.google.com/maps/place/Kedai+Kopi+Batoki+Turki/data=!4m7!3m6!1s0x2e69f7137b64652b:0x76d335543cbc71e6!8m2!3d-6.2058948!4d106.7860699!16s%2Fg%2F11h1v9x83w!19sChIJK2VkexP3aS4R5nG8PFQ103Y?authuser=0&hl=id&rclk=1","Kedai Kopi Batoki Turki","4,8","(32)","","","Kedai Kopi","·","2, Jl. Palmerah Barat IV No.9-29, RT.2/RW.10","Buka 24 jam","","https://lh3.googleusercontent.com/gps-cs-s/APNQkAFNMzly60UXIBcedWZio441-XZp2NnSM1TkrM_77pZ63MVk6qpAOtJz3PbOROoelhBIn7sUgBlzjiSlSMTpFcAbdAJ1T0kD7-Kc0XNtoYFu8Sv59RJtIo51GsmA0dKvh1BJLSI=w80-h106-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat buat nongkrong yg lumayan nyaman karena tempatnya lumayan kecil.""","","","","","",""
"https://www.google.com/maps/place/Tantular+Cafe/data=!4m7!3m6!1s0x2e69f703690f25bb:0x627d67569f61780a!8m2!3d-6.187475!4d106.755707!16s%2Fg%2F11bwn5mm4b!19sChIJuyUPaQP3aS4RCnhhn1ZnfWI?authuser=0&hl=id&rclk=1","Tantular Cafe","4,4","(584)","·","Rp 25–50 rb","Kedai Kopi","·","·","Segera tutup","· 23.00 · Buka Min pukul 08.00","https://lh3.googleusercontent.com/gps-cs-s/APNQkAE-TFODQvANNH39oo_maeik2ddNCbzbfoQJsmDtiOLbQGjvgOup5iaBgopjFN5yv6lQuK5cj-CTBwP4iAvUnkeFRob9mh_J7EckAbac91AXMH8qZB2KiFz2XcdMwzEJk2lsEQYVuw=w122-h92-k-no","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Makanan semuanya enak, tempat cozy, tp utk kopinya biasa aja.""","","","","","",""
