"hfpxzc href","qBF1Pd","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","Cw1rxd","R8c4Qb","MW4etd","UY7F9","doJOZc","W4Efsd 6","UsdlK","lcr4fd href","Cw1rxd 2","R8c4Qb 2","Jn12ke src","ah5Ghc","W4Efsd 7"
"","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Alat+Listrik+Mitra+Group/data=!4m7!3m6!1s0x2e78830012d93aaf:0x90f3f2bfe067d9b4!8m2!3d-7.9502981!4d112.608793!16s%2Fg%2F11nj0_bvx2!19sChIJrzrZEgCDeC4RtNln4L_y85A?authuser=0&hl=id&rclk=1","Toko Alat Listrik Mitra Group","Minimarket","·","Jl. Gajayana No.31a","Tutup","· Buka pukul 07.00","","Rute","","","","","","","","","","",""
"https://www.google.com/maps/place/Indomaret+Point+M.T.+Haryono/data=!4m7!3m6!1s0x2e78827157c050fd:0x60eb544a98991378!8m2!3d-7.9464064!4d112.6125415!16s%2Fg%2F11b6dp0q61!19sChIJ_VDAV3GCeC4ReBOZmEpU62A?authuser=0&hl=id&rclk=1","Indomaret Point M.T. Haryono","Minimarket","·","·","Jalan Mayjend Jl. MT. Haryono","Buka 24 jam","","Situs Web","3,6","(136)","","·","(021) 1500580","http://indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lembut banget dan tidak bikin serik.""",""
"https://www.google.com/maps/place/Minimarket+Al+Khaibar/data=!4m7!3m6!1s0x2e788271bf856c9b:0xc35e42e6615eb33a!8m2!3d-7.9489043!4d112.6094705!16s%2Fg%2F11f122ts27!19sChIJm2yFv3GCeC4ROrNeYeZCXsM?authuser=0&hl=id&rclk=1","Minimarket Al Khaibar","Pusat Perbelanjaan","·","Jl. Kerto Raharjo No.89A","","","","Rute","4,7","(21)","","","","","","","","",""
"https://www.google.com/maps/place/Indomaret+MT+HARYONO+2/data=!4m7!3m6!1s0x2e788361c46c89d7:0xa9a2039c56df705e!8m2!3d-7.9478995!4d112.6138504!16s%2Fg%2F11fhrz9c2h!19sChIJ14lsxGGDeC4RXnDfVpwDoqk?authuser=0&hl=id&rclk=1","Indomaret MT HARYONO 2","Minimarket","·","3J27+RGX","Buka 24 jam","","","Rute","4,6","(320)","","·","0888-5524-843","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga dibuat sama dengan lainnya.""",""
"https://www.google.com/maps/place/Indomaret+Soekarno-Hatta+Selatan/data=!4m7!3m6!1s0x2e788276f43d8825:0xd8a3b915aea02b54!8m2!3d-7.9486584!4d112.6165712!16s%2Fg%2F11c4bcssr3!19sChIJJYg99HaCeC4RVCugrhW5o9g?authuser=0&hl=id&rclk=1","Indomaret Soekarno-Hatta Selatan","Minimarket","·","·","Jl. Bunga Andong Sel. No.3","Buka 24 jam","","Situs Web","4,0","(164)","","","","https://indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Harga ttp sama""",""
"https://www.google.com/maps/place/Toko+Sembako+Wildan+mart+24+jam/data=!4m7!3m6!1s0x2e78830045196bab:0x503171e43c8b47b4!8m2!3d-7.9509007!4d112.6093805!16s%2Fg%2F11ykhvppgz!19sChIJq2sZRQCDeC4RtEeLPORxMVA?authuser=0&hl=id&rclk=1","Toko Sembako Wildan mart 24 jam","Minimarket","·","Jl. Kerto Leksono No.6","Buka 24 jam","","","Rute","5,0","(1)","","·","0857-0886-5833","","","","","",""
"https://www.google.com/maps/place/Indomaret+Sumbersari,+Lowokwaru,+Malang/data=!4m7!3m6!1s0x2e7883822577ac99:0x933a1acba0eb796e!8m2!3d-7.9527785!4d112.6095557!16s%2Fg%2F11f86h_hrr!19sChIJmax3JYKDeC4RbnnroMsaOpM?authuser=0&hl=id&rclk=1","Indomaret Sumbersari, Lowokwaru, Malang","Minimarket","·","·","Jl. Raya Sumbersari No.2d","Buka 24 jam","","Situs Web","4,4","(386)","","","","https://www.indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih,bagus dan sangat lengkap""",""
"https://www.google.com/maps/place/Toko+PUTRA+JAYA/data=!4m7!3m6!1s0x2e788300512e78b5:0x2a1c98dd80658f47!8m2!3d-7.9539998!4d112.6105747!16s%2Fg%2F11y5d5x56d!19sChIJtXguUQCDeC4RR49lgN2YHCo?authuser=0&hl=id&rclk=1","Toko PUTRA JAYA","Minimarket","·","Jl. Raya Sumbersari No.290","Buka 24 jam","","","Rute","5,0","(1)","","·","0878-1443-3948","","","","","",""
"https://www.google.com/maps/place/Meccah+Mart/data=!4m7!3m6!1s0x2e788272375155b3:0xe0817e80953c0286!8m2!3d-7.9463559!4d112.6102262!16s%2Fg%2F11b6xbmkc1!19sChIJs1VRN3KCeC4RhgI8lYB-geA?authuser=0&hl=id&rclk=1","Meccah Mart","Minimarket","·","Jl. Kerto Rahayu No.23","Tutup","· Buka pukul 07.00","","Rute","4,4","(7)","","·","(0341) 564057","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Toko banyak kenangan saat masih sd , dekat rental komputer dulu...""",""
"https://www.google.com/maps/place/Lawson+-+Sumbersari/data=!4m7!3m6!1s0x2e7883cd44fb6adb:0xb07cda9566fd9cd8!8m2!3d-7.9534658!4d112.6104007!16s%2Fg%2F11vlh5lzp3!19sChIJ22r7RM2DeC4R2Jz9ZpXafLA?authuser=0&hl=id&rclk=1","Lawson - Sumbersari","Minimarket","·","2JW6+J56, Jl. Raya Sumbersari","","Buka 24 jam","","Situs Web","4,0","(106)","","","","https://www.instagram.com/lawson_indonesia/?hl=en","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak varian dessertnya, juga cocok untuk mahasiswa sekitar""",""
"https://www.google.com/maps/place/Toko+Pak+Mahmud/data=!4m7!3m6!1s0x2e7882745b71ffaf:0x6c140adf98f59889!8m2!3d-7.9449182!4d112.6157392!16s%2Fg%2F11b6gjwdqj!19sChIJr_9xW3SCeC4RiZj1mN8KFGw?authuser=0&hl=id&rclk=1","Toko Pak Mahmud","Minimarket","·","Jl. Semanggi Bar. No.2a","Tutup","· Buka pukul 07.00","","Rute","4,0","(2)","","·","0859-5443-0727","","","","","",""
"https://www.google.com/maps/place/Indomaret+Fresh+Soekarno+Hatta+Utara/data=!4m7!3m6!1s0x2dd629d9aaaaaaa1:0x6212159b37c28046!8m2!3d-7.9458541!4d112.6186906!16s%2Fg%2F11b6gcvd8n!19sChIJoaqqqtkp1i0RRoDCN5sVEmI?authuser=0&hl=id&rclk=1","Indomaret Fresh Soekarno Hatta Utara","Minimarket","·","·","Buka 24 jam","","","Rute","3,2","(73)","","Jl. Soekarno Hatta","0816-500-580","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Enak dan murah""","·"
"https://www.google.com/maps/place/Mrv+Mart/data=!4m7!3m6!1s0x2e7883f857fafc8f:0x67a5244d3fc04100!8m2!3d-7.9494941!4d112.6111882!16s%2Fg%2F11w4_hx3b8!19sChIJj_z6V_iDeC4RAEHAP00kpWc?authuser=0&hl=id&rclk=1","Mrv Mart","Minimarket","·","Jl. Watumujur I No.1","Tutup","· Buka pukul 06.00","","Rute","","","","·","0821-3299-0004","","","","","",""
"https://www.google.com/maps/place/toko+parkit+48/data=!4m7!3m6!1s0x2e7883b368f732ed:0x377d077d9a5e6b34!8m2!3d-7.944964!4d112.611491!16s%2Fg%2F11ny3zg86m!19sChIJ7TL3aLODeC4RNGtemn0HfTc?authuser=0&hl=id&rclk=1","toko parkit 48","Minimarket","·","Jl. MT. Haryono No.127","Tutup","· Buka Sen pukul 08.00","","Rute","5,0","(8)","","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang lengkap ,bisa diantar area dinoyo, harga bersaing ...""",""
"https://www.google.com/maps/place/Alfamart+-+Soehat+Selatan/data=!4m7!3m6!1s0x2e788276604170a7:0xcb2c9a04f3c7ba2d!8m2!3d-7.9481606!4d112.6169383!16s%2Fg%2F11f2wjfgsr!19sChIJp3BBYHaCeC4RLbrH8wSaLMs?authuser=0&hl=id&rclk=1","Alfamart - Soehat Selatan","Minimarket","·","·","Tutup","· Buka pukul 08.00","","Rute","2,9","(85)","","Jl. Soekarno Hatta No.666","0812-9467-0494","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah banget,,,""","·"
"https://www.google.com/maps/place/Toko+Podjok/data=!4m7!3m6!1s0x2e78827ac8d40e1f:0x1bc1891520b992ca!8m2!3d-7.954179!4d112.608525!16s%2Fg%2F11b6bs_kjz!19sChIJHw7UyHqCeC4RypK5IBWJwRs?authuser=0&hl=id&rclk=1","Toko Podjok","Minimarket","·","Jl. Sumbersari III No.147","Tutup","· Buka pukul 06.00","","Rute","5,0","(2)","","·","0815-5466-6016","","","","","",""
"https://www.google.com/maps/place/TOKO+D.S/data=!4m7!3m6!1s0x2e788273d5509ad5:0xcef0b5b33ef7e212!8m2!3d-7.947347!4d112.61097!16s%2Fg%2F11b6wnn4gg!19sChIJ1ZpQ1XOCeC4REuL3PrO18M4?authuser=0&hl=id&rclk=1","TOKO D.S","Minimarket","·","3J36+399, Jl. Kerto Asri","","","","Rute","4,0","(4)","","","","","","","","",""
"https://www.google.com/maps/place/Toko+Oleh+oleh+99/data=!4m7!3m6!1s0x2e7883002a10e071:0x3461d8005fdafeac!8m2!3d-7.9506656!4d112.616276!16s%2Fg%2F11yfrxc0v3!19sChIJceAQKgCDeC4RrP7aXwDYYTQ?authuser=0&hl=id&rclk=1","Toko Oleh oleh 99","Minimarket","·","2JX8+PGJ, Jl. Mayjend Panjaitan","","","","Rute","","","","","","","","","","",""
"https://www.google.com/maps/place/Javeda+377/data=!4m7!3m6!1s0x2e7882794c465ab3:0x3ee5e728af5495cc!8m2!3d-7.9571002!4d112.6148458!16s%2Fg%2F11byck6jky!19sChIJs1pGTHmCeC4RzJVUryjn5T4?authuser=0&hl=id&rclk=1","Javeda 377","Minimarket","·","·","Tutup","· Buka Sen pukul 08.00","","Rute","3,7","(3)","","Jl. Veteran Dalam No.377","0812-3353-2605","","","","","","·"
"https://www.google.com/maps/place/Toko+Sembako+Saidnur,+LWKWR/data=!4m7!3m6!1s0x2e7883004be1bde7:0xc893ecf5718781dd!8m2!3d-7.9456883!4d112.6113211!16s%2Fg%2F11mcx2lz1d!19sChIJ573hSwCDeC4R3YGHcfXsk8g?authuser=0&hl=id&rclk=1","Toko Sembako Saidnur, LWKWR","Minimarket","·","3J36+PGG, Jl. Kertoraharjo I","Buka 24 jam","","","Rute","","","","·","0823-3765-5741","","","","","",""
"https://www.google.com/maps/place/ALFAMART+GAJAYANA/data=!4m7!3m6!1s0x2e788271e8e3cf1d:0x877b90e72b3ba1!8m2!3d-7.9486175!4d112.6089721!16s%2Fg%2F11hcj1zkx0!19sChIJHc_j6HGCeC4RoTsr55B7hwA?authuser=0&hl=id&rclk=1","ALFAMART GAJAYANA","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","2,8","(36)","","Jl. Gajayana No 19, 558980 No.Kel","(021) 1500959","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Yang palibg ku suka Alfamart ada ATM""","·"
"https://www.google.com/maps/place/Toko+Utama/data=!4m7!3m6!1s0x2e78827b9510a2fd:0x8b53eaeb7cfeb4c8!8m2!3d-7.956305!4d112.61226!16s%2Fg%2F1hm5syzxk!19sChIJ_aIQlXuCeC4RyLT-fOvqU4s?authuser=0&hl=id&rclk=1","Toko Utama","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","5,0","(2)","","Jl. Raya Sumbersari No.301","","","","","","",""
"https://www.google.com/maps/place/Toko+Darmanto/data=!4m7!3m6!1s0x2e788275ade73f8d:0x14e9dcf20e9085c4!8m2!3d-7.9449323!4d112.6170172!16s%2Fg%2F11b6gn2s59!19sChIJjT_nrXWCeC4RxIWQDvLc6RQ?authuser=0&hl=id&rclk=1","Toko Darmanto","Minimarket","·","·","Tutup","· Buka pukul 06.00","","Rute","5,0","(1)","","Jl. Senggani","0878-5693-8182","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""lengkap dan penjual ramah dijamin bakal sering kesini""","·"
"https://www.google.com/maps/place/Minimarket+Universitas+Islam+Negeri+Malang+%28UIN+Mart%29/data=!4m7!3m6!1s0x2e788326d452ce09:0xe4b4e14bf549a662!8m2!3d-7.9517209!4d112.6068344!16s%2Fg%2F11j1f9qvcy!19sChIJCc5S1CaDeC4RYqZJ9UvhtOQ?authuser=0&hl=id&rclk=1","Minimarket Universitas Islam Negeri Malang (UIN Mart)","Minimarket","·","Jl. Gajayana No.50","","Tutup","","Situs Web","3,7","(3)","","","","http://uin-malang.ac.id/","","Rute","","","· Buka pukul 07.00"
"https://www.google.com/maps/place/FamilyMart+Soekarno+Hatta+Malang/data=!4m7!3m6!1s0x2e7883004a2e1b59:0x8f332eed6ca6056d!8m2!3d-7.9455103!4d112.6184561!16s%2Fg%2F11y5js7fnt!19sChIJWRsuSgCDeC4RbQWmbO0uM48?authuser=0&hl=id&rclk=1","FamilyMart Soekarno Hatta Malang","Minimarket","·","Jl. Soekarno Hatta No.9B","","Tutup","","Situs Web","3,0","(365)","","","","http://fmimyadmin.familymartindonesia.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempatnya lumayan nyaman, cuman display produk aja yg terlalu sedikit""","· Buka pukul 06.00"
"https://www.google.com/maps/place/Toko+Laa+Tahzan+Malang/data=!4m7!3m6!1s0x2e78834a7e33e18b:0xd57fa3f82c051078!8m2!3d-7.9516413!4d112.609007!16s%2Fg%2F11jp0v1786!19sChIJi-EzfkqDeC4ReBAFLPijf9U?authuser=0&hl=id&rclk=1","Toko Laa Tahzan Malang","Toko Swalayan","·","·","Tutup","· Buka pukul 06.00","","Rute","4,6","(192)","","Jl. Raya Sumbersari No.85","0813-3395-7036","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah banget dan super lengkap""","·"
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2e7883e45d62cad9:0x98dd70a80e74dcc3!8m2!3d-7.9456354!4d112.607803!16s%2Fg%2F1pzwfck3m!19sChIJ2cpiXeSDeC4Rw9x0Dqhw3Zg?authuser=0&hl=id&rclk=1","Alfamart","Minimarket","·","·","Tutup","· Buka pukul 07.00","","Rute","3,8","(90)","","Jl. Simpang Gajayana No.611 Ds","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Disini ada tukang parkir, kadang ada kadang juga ga ada, kayak gacha aja.""",""
"https://www.google.com/maps/place/Toko+Rahma/data=!4m7!3m6!1s0x2e788271a4d6df83:0x9bb76c23ffa18e32!8m2!3d-7.9491564!4d112.6102643!16s%2Fg%2F11c54777rv!19sChIJg9_WpHGCeC4RMo6h_yNst5s?authuser=0&hl=id&rclk=1","Toko Rahma","Toko Swalayan","·","·","Tutup","· Buka Sen pukul 08.00","","Rute","4,4","(996)","","Jl. Kerto Pamuji No.49","0813-3665-7125","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""barang cukup lengkap harganya jg murah, cocok buat anak kos""","·"
"https://www.google.com/maps/place/Damar+jaya+grosir/data=!4m7!3m6!1s0x2e7883700c394dd5:0x87e5aec97086396c!8m2!3d-7.9571443!4d112.6147244!16s%2Fg%2F11ptt5_55c!19sChIJ1U05DHCDeC4RbDmGcMmu5Yc?authuser=0&hl=id&rclk=1","Damar jaya grosir","Minimarket","·","Gg. V No.371b","Tutup","· Buka Sen pukul 06.00","","Rute","5,0","(2)","","·","0819-1344-0688","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Belanja kebutuhan pokok harga grosir ya disini tempatnya""",""
"https://www.google.com/maps/place/TOKO+ERIKHO/data=!4m7!3m6!1s0x2e7882721681ae47:0x266560cb3a85f32d!8m2!3d-7.9465913!4d112.6094124!16s%2Fg%2F11c5_0k4tw!19sChIJR66BFnKCeC4RLfOFOstgZSY?authuser=0&hl=id&rclk=1","TOKO ERIKHO","Minimarket","·","Jl. Kerto Asri No.3","Tutup","· Buka pukul 06.00","","Rute","4,0","(2)","","·","0851-0235-2235","","","","","",""
"https://www.google.com/maps/place/Toko+Sakinah/data=!4m7!3m6!1s0x2e78827adbd8cb89:0x3ccf00766fd4c58d!8m2!3d-7.9548289!4d112.6087428!16s%2Fg%2F11f0289s68!19sChIJicvY23qCeC4RjcXUb3YAzzw?authuser=0&hl=id&rclk=1","Toko Sakinah","Toko Kelontong Asia","·","·","Tutup","· Buka pukul 06.30","","Rute","4,2","(19)","","Jl. Sumbersari Gg. 4 No.56b","0857-3600-6872","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""apa jual gas lpg 3kg?""","·"
"https://www.google.com/maps/place/Depo+Agripreneur/data=!4m7!3m6!1s0x2e7883c114224363:0x253e2621b6d02377!8m2!3d-7.9547837!4d112.6115936!16s%2Fg%2F11h6qg3j4s!19sChIJY0MiFMGDeC4RdyPQtiEmPiU?authuser=0&hl=id&rclk=1","Depo Agripreneur","Toserba","·","2JW6+3JP, Jl. Fakultas Pertanian","Tutup","· Buka Sen pukul 08.00","","Rute","4,7","(3)","","","","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""sekarang udh tambah lengkap ada makanan siap jadi, harga ekonomis pula.""",""
"https://www.google.com/maps/place/Toko+Bu+Kasmina/data=!4m7!3m6!1s0x2e788274453054bd:0x3347119166b45b9!8m2!3d-7.9451774!4d112.6159639!16s%2Fg%2F11b6gp42_2!19sChIJvVQwRXSCeC4RuUVrFhlxNAM?authuser=0&hl=id&rclk=1","Toko Bu Kasmina","Minimarket","·","·","Tutup","· Buka pukul 05.00","","Rute","","","","3J38+W9G, Jl. Semanggi Bar.","0878-5930-0212","","","","","","·"
"https://www.google.com/maps/place/Metro+Swalayan/data=!4m7!3m6!1s0x2e78827c867fb963:0x6c915d7e3c71797b!8m2!3d-7.9580548!4d112.6104928!16s%2Fg%2F11b6hy8nmw!19sChIJY7l_hnyCeC4Re3lxPH5dkWw?authuser=0&hl=id&rclk=1","Metro Swalayan","Minimarket","·","·","Tutup","· Buka pukul 06.30","","Rute","4,1","(87)","","Jl. Sigura - Gura No.12","(0341) 559869","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Pelayanan baik tapi AC 3 cuman pajangan panas banget padahal sudah nyala.""","·"
"https://www.google.com/maps/place/Indomaret+-+Bendungan+Sutami/data=!4m7!3m6!1s0x2e78827e15555547:0x144f79854f42a88f!8m2!3d-7.9595118!4d112.6134874!16s%2Fg%2F11b6b5lpyq!19sChIJR1VVFX6CeC4Rj6hCT4V5TxQ?authuser=0&hl=id&rclk=1","Indomaret - Bendungan Sutami","Minimarket","·","·","Jl. Bendungan Sutami No.17, Sumbersari, Kec. Lowokwaru","Buka 24 jam","","Situs Web","3,6","(147)","","·","0816-500-580","https://www.indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bagus.. pelayanan okay, menyediakan keperluan sehari-hari""",""
"https://www.google.com/maps/place/Swalayan+Anugrah+Kumis+Kucing/data=!4m7!3m6!1s0x2e788277c43ff009:0x1bb1784ec990d1aa!8m2!3d-7.9503493!4d112.6188313!16s%2Fg%2F11b6gf12kn!19sChIJCfA_xHeCeC4RqtGQyU54sRs?authuser=0&hl=id&rclk=1","Swalayan Anugrah Kumis Kucing","Minimarket","·","·","Tutup","· Buka pukul 08.00","","Rute","4,5","(11)","","Jl. Bunga Kumis Kucing No.38","(0341) 486170","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""tiap hari cek kesana tutup terus👎🏻👎🏻👎🏻""","·"
"https://www.google.com/maps/place/Swalayan+Sardo/data=!4m7!3m6!1s0x2e788326bb80f059:0x897642451643d3af!8m2!3d-7.9466456!4d112.6086515!16s%2Fg%2F11hkr2bhqm!19sChIJWfCAuyaDeC4Rr9NDFkVCdok?authuser=0&hl=id&rclk=1","Swalayan Sardo","Toko Swalayan","·","·","Tutup","· Buka pukul 09.00","","Rute","4,4","(4.416)","","Jl. Gajayana No.500a","0812-5252-323","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Lantai 1 ada","·"
"https://www.google.com/maps/place/Business+Center+UIN+Malang/data=!4m7!3m6!1s0x2e78827016632909:0x51ef32cb38f257a!8m2!3d-7.9513774!4d112.6088411!16s%2Fg%2F11b6cqm46q!19sChIJCSljFnCCeC4ReiWPsyzzHgU?authuser=0&hl=id&rclk=1","Business Center UIN Malang","Pusat Bisnis","·","2JX5+CGW, Jl. Gajayana","Tutup","· Buka pukul 18.30","","Rute","4,3","(299)","","·","(0341) 577883","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yg ramai""",""
"https://www.google.com/maps/place/SPBU+Pertamina+54.651.31/data=!4m7!3m6!1s0x2e78827bfee41e67:0xc604fb1978a8f1fb!8m2!3d-7.9571722!4d112.6133611!16s%2Fg%2F1hm2gxf4c!19sChIJZx7k_nuCeC4R-_GoeBn7BMY?authuser=0&hl=id&rclk=1","SPBU Pertamina 54.651.31","Pom bensin/SPBU","·","Jl. Bendungan Sutami No.5","Buka 24 jam","","","Rute","4,4","(5.433)","","·","(0341) 564073","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Fasilitas lengkap, mushola,",""
"https://www.google.com/maps/place/Metro+Swalayan+2/data=!4m7!3m6!1s0x2e78826feab76c25:0xef1bcd303095c579!8m2!3d-7.9516877!4d112.6065313!16s%2Fg%2F11hcm_3974!19sChIJJWy36m-CeC4RecWVMDDNG-8?authuser=0&hl=id&rclk=1","Metro Swalayan 2","Toko bahan makanan","·","·","Tutup","· Buka pukul 06.30","","Rute","4,6","(248)","","Jl. Sunan Kalijaga No.Kav 4-5","0813-3376-3680","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Murah Lengkap""","·"
"https://www.google.com/maps/place/Business+Center+UIN+Malang/data=!4m7!3m6!1s0x2e78827016632909:0x51ef32cb38f257a!8m2!3d-7.9513774!4d112.6088411!16s%2Fg%2F11b6cqm46q!19sChIJCSljFnCCeC4ReiWPsyzzHgU?authuser=0&hl=id&rclk=1","Business Center UIN Malang","Pusat Bisnis","·","2JX5+CGW, Jl. Gajayana","Tutup","· Buka pukul 18.30","","Rute","4,3","(299)","","·","(0341) 577883","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat yg ramai""",""
"https://www.google.com/maps/place/Toko+Mama/data=!4m7!3m6!1s0x2e788275accabceb:0x28b8040ce06b94f5!8m2!3d-7.9448472!4d112.6166383!16s%2Fg%2F11b6gl78y3!19sChIJ67zKrHWCeC4R9ZRr4AwEuCg?authuser=0&hl=id&rclk=1","Toko Mama","Minimarket","·","Jl. Senggani No.26 A","Tutup","· Buka pukul 09.00","","Rute","5,0","(2)","","·","(0341) 9417797","","","","","",""
"https://www.google.com/maps/place/Toko+Mini+Rahmah/data=!4m7!3m6!1s0x2e78827c5a2999db:0x3d04604e5b4c9518!8m2!3d-7.959311!4d112.611307!16s%2Fg%2F11b6hy3gpc!19sChIJ25kpWnyCeC4RGJVMW05gBD0?authuser=0&hl=id&rclk=1","Toko Mini Rahmah","Toko Kelontong Asia","·","Jl. Bend. Darma No.19","Tutup","· Buka pukul 08.00","","Rute","5,0","(3)","","·","(0341) 552939","","","","","",""
"https://www.google.com/maps/place/ATM+BNI+PERSADA+SWALAYAN+MINIMARKET/data=!4m7!3m6!1s0x2e78820d807a7969:0xd646231ecba92863!8m2!3d-7.9443792!4d112.6109888!16s%2Fg%2F11b5wn227l!19sChIJaXl6gA2CeC4RYyipyx4jRtY?authuser=0&hl=id&rclk=1","ATM BNI PERSADA SWALAYAN MINIMARKET","Bank","·","Jl. MT. Haryono","","","","Situs Web","4,1","(7)","","","(021) 57899999","http://www.bni.co.id/","","Rute","","",""
"https://www.google.com/maps/place/ALIMART+cengkeh/data=!4m7!3m6!1s0x2dd629df3f446ca3:0xbdaf29d973e4dcce!8m2!3d-7.9458196!4d112.6215768!16s%2Fg%2F11gbfc2ymf!19sChIJo2xEP98p1i0Rztzkc9kpr70?authuser=0&hl=id&rclk=1","ALIMART cengkeh","Toko bahan makanan","·","·","Tutup","· Buka pukul 06.00","","Rute","4,7","(256)","","Jalan Bunga Cengkeh No.118, Jl. Cengkeh No.42","0821-2423-2017","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Banyak pilihan produk, harga lebih murah dibanding","·"
"https://www.google.com/maps/place/Alfamart/data=!4m7!3m6!1s0x2dd629ec68cde905:0x394d69486c3cad60!8m2!3d-7.9545902!4d112.6206178!16s%2Fg%2F1pzq_bz16!19sChIJBenNaOwp1i0RYK08bEhpTTk?authuser=0&hl=id&rclk=1","Alfamart","Minimarket","·","·","Buka 24 jam","","","Rute","3,6","(122)","","Jl. M Panjaitan No 100, 552806 No.Kel","1 500 959","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Bersih, banyak promo.""","·"
"https://www.google.com/maps/place/Indomaret+Joyo+Tambaksari/data=!4m7!3m6!1s0x2e78826d11e9ccff:0x50f28e0cc758e3d9!8m2!3d-7.944568!4d112.6059594!16s%2Fg%2F11b760w7yq!19sChIJ_8zpEW2CeC4R2eNYxwyO8lA?authuser=0&hl=id&rclk=1","Indomaret Joyo Tambaksari","Minimarket","·","·","3J44+59G, Jl. Simpang Gajayana","Tutup","","Situs Web","2,8","(45)","","·","(0341) 571920","http://www.indomaret.co.id/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""👍👍👍
udah jarang kan sekarang Indomart yang ada atm nya.""","· Buka pukul 07.00"
"https://www.google.com/maps/place/Amanah+Mart/data=!4m7!3m6!1s0x2e7883846622ce95:0x36552743181c9954!8m2!3d-7.9606124!4d112.6109047!16s%2Fg%2F11q4hrm_qy!19sChIJlc4iZoSDeC4RVJkcGEMnVTY?authuser=0&hl=id&rclk=1","Amanah Mart","Minimarket","·","Jl. Bend. Wonogiri No.36","Tutup","· Buka Sen pukul 08.00","","Rute","5,0","(1)","","·","0812-3253-451","","","","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Barang berkualitas dan sesuai dengan harga""",""
"https://www.google.com/maps/place/Alfamidi+Mertojoyo/data=!4m7!3m6!1s0x2e78821313ac75e3:0x7d5a272c6a10603e!8m2!3d-7.9408382!4d112.6039633!16s%2Fg%2F1hm2rlrd8!19sChIJ43WsExOCeC4RPmAQaiwnWn0?authuser=0&hl=id&rclk=1","Alfamidi Mertojoyo","Minimarket","·","·","3J53+MH8, Jl. Mertojoyo","Buka 24 jam","","Situs Web","3,8","(183)","","·","(021) 89846688","http://www.alfamidiku.com/","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Kasirnya ramah gercep promonya murah murah lengkap""",""
"https://www.google.com/maps/place/Surya+Buana+Mart/data=!4m7!3m6!1s0x2e78826f531216df:0xfd37e12be73c53fa!8m2!3d-7.9526603!4d112.6022179!16s%2Fg%2F11gd1tpwd3!19sChIJ3xYSU2-CeC4R-lM85yvhN_0?authuser=0&hl=id&rclk=1","Surya Buana Mart","Minimarket","·","·","Jl. Candi VI D No.2","Tutup","","Situs Web","4,7","(46)","","·","0895-2844-1577","https://www.facebook.com/profile.php?id=100071029181503","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Jual barang sehari-hari lengkap.""","· Buka pukul 07.00"
